"School IRN","School Name","District IRN","District Name","County","Org Type","Grade Span","Open/Closed Status as of 9/1/2014","No. Third graders enrolled at end of school year and accountable to school","Perc. Exempt from TGRG promotion threshold","No. Subject to TGRG promotion threshold","Perc. Met promotion threshold","Perc. Did not meet promotion threshold"
"000231","Unioto Elementary","049536","Union-Scioto Local","Ross","Traditional School","K-5,P","Open","149.0","0.026845637583892617","145.0","0.9862068965517241","0.013793103448275862"
"005736","Zane Trace Elementary School","049544","Zane Trace Local","Ross","Traditional School","K-4","Open","117.0","0.03418803418803419","113.0","0.9823008849557522","0.017699115044247787"
"001172","Atkinson Elementary School","044016","Fremont City","Sandusky","Traditional School","K-5","Open","52.0","0.057692307692307696","49.0","0.9795918367346939","0.02040816326530612"
"007815","Croghan Elementary School","044016","Fremont City","Sandusky","Traditional School","K-5","Open","45.0","0.06666666666666667","42.0","1.0","0.0"
"015701","Hayes Elementary School","044016","Fremont City","Sandusky","Traditional School","K-5","Open","59.0","0.01694915254237288","58.0","0.9827586206896551","0.017241379310344827"
"021774","Lutz Elementary School","044016","Fremont City","Sandusky","Traditional School","K-5","Open","44.0","0.022727272727272728","43.0","1.0","0.0"
"028852","Otis Elementary School","044016","Fremont City","Sandusky","Traditional School","K-5","Open","40.0","0.075","37.0","1.0","0.0"
"035733","Stamm Elementary School","044016","Fremont City","Sandusky","Traditional School","K-5","Open","62.0","0.06451612903225806","58.0","1.0","0.0"
"039354","Washington Elementary School","044016","Fremont City","Sandusky","Traditional School","K-5","Open","25.0","0.0","25.0","1.0","0.0"
"014399","Green Springs Elementary School","045302","Clyde-Green Springs Exempted Village","Sandusky","Traditional School","K-5","Open","47.0","0.02127659574468085","46.0","1.0","0.0"
"033241","Clyde Elementary School","045302","Clyde-Green Springs Exempted Village","Sandusky","Traditional School","K-3","Open","114.0","0.0","114.0","1.0","0.0"
"013425","James J Hilfiker Elementary School","045385","Gibsonburg Exempted Village","Sandusky","Traditional School","K-5,P","Open","76.0","0.06578947368421052","71.0","1.0","0.0"
"019711","Lakota Elementary School","049569","Lakota Local","Sandusky","Traditional School","K-4","Open","84.0","0.09523809523809523","76.0","1.0","0.0"
"042036","Woodmore Elementary School","049577","Woodmore Local","Sandusky","Traditional School","K-6","Open","58.0","0.05172413793103448","55.0","1.0","0.0"
"035774","Stanton Primary Elementary School","044461","New Boston Local","Scioto","Traditional School","K-3,P","Open","34.0","0.08823529411764706","31.0","1.0","0.0"
"015198","East Portsmouth Elementary","044669","Portsmouth City","Scioto","Traditional School","K-6,P","Open","23.0","0.17391304347826086","19.0","0.7894736842105263","0.21052631578947367"
"140350","Portsmouth Elementary","044669","Portsmouth City","Scioto","Traditional School","K-6,P","Open","100.0","0.04","96.0","0.9166666666666666","0.08333333333333333"
"038372","Bloom-Vernon Elementary School","049593","Bloom-Vernon Local","Scioto","Traditional School","K-6","Open","70.0","0.07142857142857142","65.0","0.9846153846153847","0.015384615384615385"
"032706","Clay Elementary School","049601","Clay Local","Scioto","Traditional School","K-5,P","Open","44.0","0.045454545454545456","42.0","0.9761904761904762","0.023809523809523808"
"014340","Green Elementary School","049619","Green Local","Scioto","Traditional School","3-6","Open","34.0","0.029411764705882353","33.0","0.8787878787878788","0.12121212121212122"
"025072","Minford Primary Elementary School","049627","Minford Local","Scioto","Traditional School","K-3","Open","87.0","0.04597701149425287","83.0","1.0","0.0"
"120279","Northwest Elementary School","049635","Northwest Local","Scioto","Traditional School","K-5","Open","136.0","0.03676470588235294","131.0","0.9618320610687023","0.03816793893129771"
"038075","Valley Elementary School","049643","Valley Local","Scioto","Traditional School","K-4","Open","73.0","0.0547945205479452","69.0","0.9855072463768116","0.014492753623188406"
"125773","Portsmouth West Elementary School","049650","Washington-Nile Local","Scioto","Traditional School","K-4","Open","112.0","0.026785714285714284","109.0","0.9908256880733946","0.009174311926605505"
"040923","Wheelersburg Elementary School","049668","Wheelersburg Local","Scioto","Traditional School","K-3,P","Open","109.0","0.045871559633027525","104.0","1.0","0.0"
"009964","Sciotoville Elementary Academy","","","Scioto","Community School","K-4","Open","21.0","0.14285714285714285","18.0","1.0","0.0"
"031757","Fostoria Intermediate Elementary School","043992","Fostoria City","Seneca","Traditional School","3-6","Open","126.0","0.11904761904761904","111.0","0.963963963963964","0.036036036036036036"
"019331","Krout 2-3 Elementary","044891","Tiffin City","Seneca","Traditional School","2-3","Open","195.0","0.035897435897435895","188.0","0.9946808510638298","0.005319148936170213"
"001180","Seneca East Elementary","049684","Seneca East Local","Seneca","Traditional School","K-5","Open","71.0","0.056338028169014086","67.0","1.0","0.0"
"002618","Bettsville Elementary","049692","Bettsville Local","Seneca","Traditional School","K-4","Open","--","--","--","--","--"
"016808","Hopewell-Loudon Local Elementary School","049700","Hopewell-Loudon Local","Seneca","Traditional School","K-6","Open","73.0","0.0684931506849315","68.0","1.0","0.0"
"026948","New Riegel Elementary School","049718","New Riegel Local","Seneca","Traditional School","K-6","Open","24.0","0.041666666666666664","23.0","1.0","0.0"
"028498","Old Fort Elementary School","049726","Old Fort Local","Seneca","Traditional School","K-5","Open","33.0","0.0","33.0","1.0","0.0"
"000311","Bridges Community Academy","","","Seneca","Community School","K-12","Open","--","--","--","--","--"
"000779","Educational Academy for Boys & Girls","","","Seneca","Community School","K-12","Open","13.0","0.07692307692307693","12.0","0.75","0.25"
"011511","Lakeland Academy Community School","","","Seneca","Community School","K-12","Open","--","--","--","--","--"
"011967","Richland Academy School of Excellence","","","Seneca","Community School","K-8","Open","16.0","0.25","12.0","1.0","0.0"
"013195","Academy of Educational Excellence","","","Seneca","Community School","K-5","Open","--","--","--","--","--"
"013999","Rise & Shine Academy","","","Seneca","Community School","K-5","Open","--","--","--","--","--"
"014090","Berwyn East Academy","","","Seneca","Community School","K-4","Open","13.0","0.0","13.0","0.6923076923076923","0.3076923076923077"
"014091","Hope Learning Academy of Toledo","","","Seneca","Community School","K-12","Open","--","--","--","--","--"
"014121","Imagine Leadership Academy","","","Seneca","Community School","K-8","Open","40.0","0.075","37.0","0.4864864864864865","0.5135135135135135"
"014139","Imagine Columbus Primary School","","","Seneca","Community School","K-8","Open","13.0","0.0","13.0","0.7692307692307693","0.23076923076923078"
"142943","Focus Learning Academy of Northern Columbus","","","Seneca","Community School","K-8","Open","24.0","0.08333333333333333","22.0","0.8181818181818182","0.18181818181818182"
"010512","Emerson Elementary School","044784","Sidney City","Shelby","Traditional School","K-4","Open","71.0","0.04225352112676056","68.0","0.9852941176470589","0.014705882352941176"
"021337","Longfellow Elementary School","044784","Sidney City","Shelby","Traditional School","K-5","Open","46.0","0.08695652173913043","42.0","1.0","0.0"
"029306","Northwood Elementary School","044784","Sidney City","Shelby","Traditional School","K-5","Open","87.0","0.09195402298850575","79.0","1.0","0.0"
"041145","Whittier Elementary School","044784","Sidney City","Shelby","Traditional School","K-5","Open","36.0","0.05555555555555555","34.0","1.0","0.0"
"000745","Anna Elementary School","049759","Anna Local","Shelby","Traditional School","K-5","Open","94.0","0.0425531914893617","90.0","1.0","0.0"
"003210","Botkins Elementary School","049767","Botkins Local","Shelby","Traditional School","K-6","Open","42.0","0.023809523809523808","41.0","1.0","0.0"
"011155","Fairlawn Elementary School","049775","Fairlawn Local","Shelby","Traditional School","K-5,P","Open","42.0","0.0","42.0","1.0","0.0"
"012633","Fort Loramie Elementary School","049783","Fort Loramie Local","Shelby","Traditional School","K-6","Open","56.0","0.0","56.0","1.0","0.0"
"015149","Hardin Houston Elementary School","049791","Hardin-Houston Local","Shelby","Traditional School","K-6","Open","72.0","0.041666666666666664","69.0","1.0","0.0"
"017574","Jackson Center Elementary School","049809","Jackson Center Local","Shelby","Traditional School","K-6","Open","42.0","0.047619047619047616","40.0","1.0","0.0"
"033043","Russia Elementary School","049817","Russia Local","Shelby","Traditional School","K-6","Open","27.0","0.0","27.0","1.0","0.0"
"029256","Parkway Elementary School","043497","Alliance City","Stark","Traditional School","1-5","Open","56.0","0.125","49.0","1.0","0.0"
"145409","Northside Intermediate School","043497","Alliance City","Stark","Traditional School","1-5","Open","72.0","0.1111111111111111","64.0","1.0","0.0"
"145417","Rockhill Elementary School","043497","Alliance City","Stark","Traditional School","1-5","Open","71.0","0.07042253521126761","66.0","0.9696969696969697","0.030303030303030304"
"000406","Allen Elementary School","043711","Canton City","Stark","Traditional School","K-5,P","Open","35.0","0.05714285714285714","33.0","0.8787878787878788","0.12121212121212122"
"000859","Canton Arts Academy @ Summit","043711","Canton City","Stark","Traditional School","K-8","Open","22.0","0.0","22.0","0.9545454545454546","0.045454545454545456"
"002097","Belden Elementary School","043711","Canton City","Stark","Traditional School","K-5,P","Open","29.0","0.06896551724137931","27.0","0.8148148148148148","0.18518518518518517"
"005124","Cedar Elementary School","043711","Canton City","Stark","Traditional School","K-5","Open","55.0","0.07272727272727272","51.0","0.9019607843137255","0.09803921568627451"
"006379","Clarendon Elementary School","043711","Canton City","Stark","Traditional School","K-5","Open","52.0","0.038461538461538464","50.0","0.88","0.12"
"008805","Dueber Elementary School","043711","Canton City","Stark","Traditional School","K-5,P","Open","24.0","0.08333333333333333","22.0","0.8181818181818182","0.18181818181818182"
"011197","Fairmount Elementary School","043711","Canton City","Stark","Traditional School","K-5,P","Open","24.0","0.0","24.0","0.75","0.25"
"013409","Gibbs Elementary School","043711","Canton City","Stark","Traditional School","K-5,P","Open","24.0","0.08333333333333333","22.0","0.9090909090909091","0.09090909090909091"
"015123","Harter Elementary School","043711","Canton City","Stark","Traditional School","K-5","Open","48.0","0.0","48.0","0.9583333333333334","0.041666666666666664"
"023150","Mason Elementary School","043711","Canton City","Stark","Traditional School","K-5","Open","36.0","0.0","36.0","0.9722222222222222","0.027777777777777776"
"023531","McGregor Elementary School","043711","Canton City","Stark","Traditional School","K-5,P","Open","54.0","0.018518518518518517","53.0","0.9245283018867925","0.07547169811320754"
"036194","Belle Stone Elementary School","043711","Canton City","Stark","Traditional School","K-5,P","Open","40.0","0.075","37.0","0.918918918918919","0.08108108108108109"
"041996","Barbara F Schreiber Elementary School","043711","Canton City","Stark","Traditional School","K-5","Open","37.0","0.05405405405405406","35.0","0.8","0.2"
"042259","Worley Elementary School","043711","Canton City","Stark","Traditional School","K-5","Open","48.0","0.020833333333333332","47.0","0.9148936170212766","0.0851063829787234"
"042549","Youtz Elementary School","043711","Canton City","Stark","Traditional School","K-5,P","Open","42.0","0.07142857142857142","39.0","0.7435897435897436","0.2564102564102564"
"123026","Portage Collab Montessori Middle School","043711","Canton City","Stark","Traditional School","K-8","Open","22.0","0.0","22.0","1.0","0.0"
"012245","Franklin Elementary School","044354","Massillon City","Stark","Traditional School","K-3,P","Open","88.0","0.056818181818181816","83.0","1.0","0.0"
"013896","Gorrell Elementary School","044354","Massillon City","Stark","Traditional School","K-3","Open","96.0","0.020833333333333332","94.0","1.0","0.0"
"041178","Whittier Elementary School","044354","Massillon City","Stark","Traditional School","K-3","Open","74.0","0.08108108108108109","68.0","1.0","0.0"
"014605","Greentown Intermediate  School","044503","North Canton City","Stark","Traditional School","3-5","Open","163.0","0.012269938650306749","161.0","0.9751552795031055","0.024844720496894408"
"028738","Orchard Hill Intermediate School","044503","North Canton City","Stark","Traditional School","3-5","Open","116.0","0.02586206896551724","113.0","0.9646017699115044","0.035398230088495575"
"061804","Walker Elementary School","049833","Canton Local","Stark","Traditional School","K-4,P","Open","120.0","0.025","117.0","0.9658119658119658","0.03418803418803419"
"009488","Fairless Elementary School","049841","Fairless Local","Stark","Traditional School","K-5","Open","122.0","0.04918032786885246","116.0","1.0","0.0"
"000638","Amherst Elementary School","049858","Jackson Local","Stark","Traditional School","K-5","Open","78.0","0.05128205128205128","74.0","0.9864864864864865","0.013513513513513514"
"019489","Lake Cable Elementary School","049858","Jackson Local","Stark","Traditional School","K-5","Open","79.0","0.012658227848101266","78.0","1.0","0.0"
"033621","Sauder Elementary School","049858","Jackson Local","Stark","Traditional School","K-5","Open","127.0","0.047244094488188976","121.0","1.0","0.0"
"145433","Strausser Elementary School","049858","Jackson Local","Stark","Traditional School","K-5","Open","125.0","0.016","123.0","1.0","0.0"
"015511","Hartville Elementary School","049866","Lake Local","Stark","Traditional School","K-3","Open","135.0","0.08148148148148149","124.0","0.9919354838709677","0.008064516129032258"
"037879","Uniontown Elementary School","049866","Lake Local","Stark","Traditional School","K-3","Open","121.0","0.08264462809917356","111.0","1.0","0.0"
"021568","Louisville Elementary School","049874","Louisville City","Stark","Traditional School","K-5","Open","212.0","0.03773584905660377","204.0","1.0","0.0"
"020230","Lexington Elementary School","049882","Marlington Local","Stark","Traditional School","K-5","Open","55.0","0.03636363636363636","53.0","1.0","0.0"
"022939","Marlboro Elementary School","049882","Marlington Local","Stark","Traditional School","K-5","Open","40.0","0.0","40.0","1.0","0.0"
"039537","Washington Elementary School","049882","Marlington Local","Stark","Traditional School","K-5","Open","54.0","0.0","54.0","0.9814814814814815","0.018518518518518517"
"023077","Minerva Elementary School","049890","Minerva Local","Stark","Traditional School","K-5","Open","133.0","0.06766917293233082","124.0","0.9516129032258065","0.04838709677419355"
"004754","W. S. Stinson Elementary School","049908","Northwest Local","Stark","Traditional School","3-5","Open","148.0","0.0472972972972973","141.0","1.0","0.0"
"008953","East Canton Elementary School","049916","Osnaburg Local","Stark","Traditional School","K-5,P","Open","64.0","0.015625","63.0","0.9523809523809523","0.047619047619047616"
"013268","Genoa Elementary School","049924","Perry Local","Stark","Traditional School","K-4","Open","75.0","0.04","72.0","1.0","0.0"
"021253","Lohr Elementary School","049924","Perry Local","Stark","Traditional School","K-4","Open","48.0","0.041666666666666664","46.0","1.0","0.0"
"039859","Watson Elementary School","049924","Perry Local","Stark","Traditional School","K-4","Open","76.0","0.039473684210526314","73.0","0.9863013698630136","0.0136986301369863"
"040972","Whipple Heights Elementary School","049924","Perry Local","Stark","Traditional School","K-4","Open","71.0","0.028169014084507043","69.0","1.0","0.0"
"061838","T C Knapp Elementary School","049924","Perry Local","Stark","Traditional School","K-4,P","Open","72.0","0.013888888888888888","71.0","1.0","0.0"
"001404","Avondale Elementary School","049932","Plain Local","Stark","Traditional School","K-4","Open","50.0","0.0","50.0","1.0","0.0"
"005926","Charles L Warstler Elementary School","049932","Plain Local","Stark","Traditional School","K-4","Open","57.0","0.05263157894736842","54.0","0.9814814814814815","0.018518518518518517"
"008304","Middlebranch Elementary School","049932","Plain Local","Stark","Traditional School","K-4","Open","103.0","0.038834951456310676","99.0","1.0","0.0"
"012401","Frazer Elementary School","049932","Plain Local","Stark","Traditional School","K-4","Open","46.0","0.021739130434782608","45.0","1.0","0.0"
"031070","Ransom H Barr Elementary School","049932","Plain Local","Stark","Traditional School","K-4","Open","67.0","0.04477611940298507","64.0","0.984375","0.015625"
"041384","Robert A. Taft Elementary School","049932","Plain Local","Stark","Traditional School","K-4","Open","77.0","0.0","77.0","1.0","0.0"
"009968","Sandy Valley Elementary School","049940","Sandy Valley Local","Stark","Traditional School","K-5,P","Open","102.0","0.0392156862745098","98.0","0.9897959183673469","0.01020408163265306"
"027532","Tuslaw Elementary School","049957","Tuslaw Local","Stark","Traditional School","K-4","Open","96.0","0.020833333333333332","94.0","1.0","0.0"
"012668","Garfield Academy","","","Stark","Community School","K-12","Open","29.0","0.27586206896551724","21.0","0.6666666666666666","0.3333333333333333"
"013255","Canton College Preparatory School","","","Stark","Community School","K-12","Open","12.0","0.0","12.0","0.8333333333333334","0.16666666666666666"
"133306","Summit Academy Community School for Alternative Learn-Canton","","","Stark","Community School","K,1-10,UNG","Open","16.0","0.1875","13.0","0.38461538461538464","0.6153846153846154"
"000362","Bridges Learning Center","043489","Akron City","Summit","Traditional School","K-8","Open","10.0","0.5","--","--","--"
"001537","Barber Community Learning Center","043489","Akron City","Summit","Traditional School","K-6","Open","37.0","0.24324324324324326","28.0","1.0","0.0"
"002600","Bettes Elementary School","043489","Akron City","Summit","Traditional School","K-5","Open","35.0","0.17142857142857143","29.0","1.0","0.0"
"002634","Betty Jane Community Learning Center","043489","Akron City","Summit","Traditional School","K-5","Open","74.0","0.05405405405405406","70.0","1.0","0.0"
"005074","Case Elementary School","043489","Akron City","Summit","Traditional School","K-5","Open","46.0","0.13043478260869565","40.0","0.975","0.025"
"007864","Crouse Community Learning Center","043489","Akron City","Summit","Traditional School","K-6","Open","48.0","0.2916666666666667","34.0","0.9705882352941176","0.029411764705882353"
"009107","Helen Arnold Community Learning Center","043489","Akron City","Summit","Traditional School","K-6","Open","40.0","0.175","33.0","1.0","0.0"
"011130","Judith A Resnik Community Learning Center","043489","Akron City","Summit","Traditional School","K-5","Open","76.0","0.06578947368421052","71.0","1.0","0.0"
"011635","Findley Community Learning Center","043489","Akron City","Summit","Traditional School","K-5","Open","67.0","0.22388059701492538","52.0","0.9423076923076923","0.057692307692307696"
"011700","Firestone Park Elementary School","043489","Akron City","Summit","Traditional School","K-5","Open","59.0","0.03389830508474576","57.0","1.0","0.0"
"011932","Forest Hill Community Learning Center","043489","Akron City","Summit","Traditional School","K-5","Open","42.0","0.11904761904761904","37.0","0.9459459459459459","0.05405405405405406"
"013771","Glover Community Learning Center","043489","Akron City","Summit","Traditional School","K-5","Open","62.0","0.0967741935483871","56.0","0.9642857142857143","0.03571428571428571"
"015347","Harris Elementary School","043489","Akron City","Summit","Traditional School","K-5","Open","35.0","0.11428571428571428","31.0","0.9354838709677419","0.06451612903225806"
"015610","Hatton CLC","043489","Akron City","Summit","Traditional School","K-5","Open","83.0","0.13253012048192772","72.0","0.9861111111111112","0.013888888888888888"
"016188","Sam Salem Community Learning Center","043489","Akron City","Summit","Traditional School","K-5","Open","20.0","0.15","17.0","1.0","0.0"
"016253","Hill Community Learning Center","043489","Akron City","Summit","Traditional School","K-6","Open","32.0","0.09375","29.0","1.0","0.0"
"019042","King Elementary School","043489","Akron City","Summit","Traditional School","K-5","Open","85.0","0.023529411764705882","83.0","1.0","0.0"
"019927","Lawndale Elementary School","043489","Akron City","Summit","Traditional School","K-5","Open","15.0","0.0","15.0","1.0","0.0"
"020115","Leggett Community Learning Center","043489","Akron City","Summit","Traditional School","K-5","Open","47.0","0.10638297872340426","42.0","1.0","0.0"
"023135","Mason Community Learning Center","043489","Akron City","Summit","Traditional School","K-6","Open","32.0","0.03125","31.0","1.0","0.0"
"023382","McEbright Community Learning Center","043489","Akron City","Summit","Traditional School","K-5","Open","32.0","0.21875","25.0","1.0","0.0"
"029801","Pfeiffer Elementary School","043489","Akron City","Summit","Traditional School","K-5","Open","27.0","0.1111111111111111","24.0","1.0","0.0"
"030536","Portage Path Community Learning Center","043489","Akron City","Summit","Traditional School","K-5","Open","64.0","0.03125","62.0","0.9516129032258065","0.04838709677419355"
"031773","Rimer Community Learning Center","043489","Akron City","Summit","Traditional School","K-5","Open","40.0","0.1","36.0","1.0","0.0"
"031849","Ritzman Community Learning Center","043489","Akron City","Summit","Traditional School","K-5","Open","55.0","0.01818181818181818","54.0","1.0","0.0"
"032110","Robinson Community Learning Center","043489","Akron City","Summit","Traditional School","K-6","Open","40.0","0.1","36.0","1.0","0.0"
"033746","Schumacher Community Learning Cent","043489","Akron City","Summit","Traditional School","K-6","Open","49.0","0.14285714285714285","42.0","1.0","0.0"
"033977","Seiberling CLC","043489","Akron City","Summit","Traditional School","K-6","Open","47.0","0.14893617021276595","40.0","1.0","0.0"
"034728","Smith Elementary School","043489","Akron City","Summit","Traditional School","K-5","Open","18.0","0.0","18.0","1.0","0.0"
"038505","Voris Community Learning Center","043489","Akron City","Summit","Traditional School","K-5","Open","50.0","0.2","40.0","0.975","0.025"
"041699","Windemere CLC","043489","Akron City","Summit","Traditional School","K-5","Open","60.0","0.03333333333333333","58.0","1.0","0.0"
"018457","Barberton Elementary School West","043539","Barberton City","Summit","Traditional School","K-4","Open","115.0","0.11304347826086956","102.0","0.9901960784313726","0.00980392156862745"
"030528","Barberton Elementary School East","043539","Barberton City","Summit","Traditional School","K-4","Open","141.0","0.05673758865248227","133.0","1.0","0.0"
"010215","Elizabeth Price Elementary School","043836","Cuyahoga Falls City","Summit","Traditional School","K-5","Open","47.0","0.0","47.0","0.9787234042553191","0.02127659574468085"
"013839","Gordon Dewitt Elementary School","043836","Cuyahoga Falls City","Summit","Traditional School","K-5","Open","70.0","0.11428571428571428","62.0","1.0","0.0"
"020644","Lincoln Elementary School","043836","Cuyahoga Falls City","Summit","Traditional School","K-5","Open","59.0","0.0847457627118644","54.0","1.0","0.0"
"030700","Preston Elementary School","043836","Cuyahoga Falls City","Summit","Traditional School","K-5","Open","47.0","0.10638297872340426","42.0","1.0","0.0"
"031476","Richardson Elementary School","043836","Cuyahoga Falls City","Summit","Traditional School","K-5","Open","68.0","0.08823529411764706","62.0","1.0","0.0"
"034603","Silver Lake Elementary School","043836","Cuyahoga Falls City","Summit","Traditional School","K-5","Open","41.0","0.0","41.0","1.0","0.0"
"014662","Grill Elementary School","044552","Norton City","Summit","Traditional School","K-4,P","Open","44.0","0.0","44.0","1.0","0.0"
"028001","Norton Cornerstone Elementary School","044552","Norton City","Summit","Traditional School","K-4","Open","65.0","0.03076923076923077","63.0","1.0","0.0"
"028035","Norton Primary Elementary School","044552","Norton City","Summit","Traditional School","K-4","Open","61.0","0.0","61.0","1.0","0.0"
"009829","Echo Hills Elementary School","044834","Stow-Munroe Falls City","Summit","Traditional School","K-4","Open","69.0","0.13043478260869565","60.0","1.0","0.0"
"011767","Fishcreek Elementary School","044834","Stow-Munroe Falls City","Summit","Traditional School","K-4","Open","58.0","0.08620689655172414","53.0","1.0","0.0"
"016121","Highland Elementary School","044834","Stow-Munroe Falls City","Summit","Traditional School","K-4","Open","62.0","0.04838709677419355","59.0","1.0","0.0"
"032011","Riverview Elementary School","044834","Stow-Munroe Falls City","Summit","Traditional School","K-4","Open","66.0","0.15151515151515152","56.0","0.9821428571428571","0.017857142857142856"
"041988","Woodland Elementary School","044834","Stow-Munroe Falls City","Summit","Traditional School","K-4","Open","42.0","0.047619047619047616","40.0","1.0","0.0"
"043034","Indian Trail Elementary School","044834","Stow-Munroe Falls City","Summit","Traditional School","K-4","Open","48.0","0.125","42.0","1.0","0.0"
"025965","Munroe Elementary School","044883","Tallmadge City","Summit","Traditional School","3-5","Open","161.0","0.012422360248447204","159.0","0.9685534591194969","0.031446540880503145"
"123034","Woodridge Intermediate Elementary School","049973","Woodridge Local","Summit","Traditional School","3-5,UNG","Open","144.0","0.020833333333333332","141.0","0.9858156028368794","0.014184397163120567"
"001024","Arrowhead Primary Elementary School","049981","Copley-Fairlawn City","Summit","Traditional School","K-4","Open","72.0","0.027777777777777776","70.0","1.0","0.0"
"012609","Fort Island Primary Elementary School","049981","Copley-Fairlawn City","Summit","Traditional School","K-4","Open","65.0","0.015384615384615385","64.0","0.984375","0.015625"
"015933","Herberich Primary Elementary School","049981","Copley-Fairlawn City","Summit","Traditional School","K-4,P","Open","60.0","0.05","57.0","1.0","0.0"
"019638","Erwine Intermediate School","049999","Coventry Local","Summit","Traditional School","3-5","Closed","143.0","0.06293706293706294","134.0","0.9850746268656716","0.014925373134328358"
"027318","Nolley Elementary School","050005","Manchester Local","Summit","Traditional School","K-4","Open","86.0","0.06976744186046512","80.0","1.0","0.0"
"008252","Green Primary School","050013","Green Local","Summit","Traditional School","1-3","Open","312.0","0.019230769230769232","306.0","1.0","0.0"
"023523","McDowell Elementary School","050021","Hudson City","Summit","Traditional School","3","Open","342.0","0.03216374269005848","331.0","1.0","0.0"
"034850","O H Somers Elementary School","050039","Mogadore Local","Summit","Traditional School","K-6","Open","63.0","0.047619047619047616","60.0","0.9833333333333333","0.016666666666666666"
"020065","Ledgeview Elementary School","050047","Nordonia Hills City","Summit","Traditional School","K-4","Open","87.0","0.06896551724137931","81.0","0.9753086419753086","0.024691358024691357"
"027672","Northfield Elementary School","050047","Nordonia Hills City","Summit","Traditional School","K-4","Open","89.0","0.07865168539325842","82.0","0.975609756097561","0.024390243902439025"
"061473","Rushwood Elementary School","050047","Nordonia Hills City","Summit","Traditional School","K-4","Open","76.0","0.09210526315789473","69.0","0.9855072463768116","0.014492753623188406"
"016261","Hillcrest Elementary School","050054","Revere Local","Summit","Traditional School","K-3","Open","187.0","0.0","187.0","1.0","0.0"
"032482","Spring Hill Elementary","050062","Springfield Local","Summit","Traditional School","K-3","Open","68.0","0.16176470588235295","57.0","0.9473684210526315","0.05263157894736842"
"042531","Young Elementary School","050062","Springfield Local","Summit","Traditional School","K-3,P","Open","60.0","0.016666666666666666","59.0","0.9830508474576272","0.01694915254237288"
"002766","Samuel Bissell Elementary School","050070","Twinsburg City","Summit","Traditional School","2-3","Open","309.0","0.016181229773462782","304.0","1.0","0.0"
"011381","Greater Summit County Early Learning Center","","","Summit","Community School","K-4","Open","11.0","0.09090909090909091","10.0","1.0","0.0"
"012627","STEAM Academy of Akron","","","Summit","Community School","K-8","Open","--","--","--","--","--"
"013254","Akron Preparatory School","","","Summit","Community School","K-12","Open","19.0","0.05263157894736842","18.0","0.7222222222222222","0.2777777777777778"
"014063","University Academy","","","Summit","Community School","K-8","Open","--","--","--","--","--"
"014066","Main Street Preparatory Academy","","","Summit","Community School","K-8","Open","--","--","--","--","--"
"133538","Edge Academy, The","","","Summit","Community School","K-5","Open","43.0","0.0","43.0","0.8372093023255814","0.16279069767441862"
"133587","Summit Academy Akron Elementary School","","","Summit","Community School","K-10","Open","19.0","0.3157894736842105","13.0","0.9230769230769231","0.07692307692307693"
"134213","Middlebury Academy","","","Summit","Community School","K-8","Open","34.0","0.029411764705882353","33.0","0.8484848484848485","0.15151515151515152"
"134221","Colonial Prep Academy","","","Summit","Community School","K-8","Open","14.0","0.0","14.0","1.0","0.0"
"009159","Prospect Elementary School","044065","Girard City","Trumbull","Traditional School","K-3","Open","119.0","0.03361344537815126","115.0","0.991304347826087","0.008695652173913044"
"039305","Niles Intermediate School","044495","Niles City","Trumbull","Traditional School","3-5","Open","177.0","0.096045197740113","160.0","0.98125","0.01875"
"009108","Lincoln PK-8 School","044990","Warren City","Trumbull","Traditional School","P,K-8","Open","118.0","0.03389830508474576","114.0","0.8771929824561403","0.12280701754385964"
"009109","Willard Avenue PK-8 School","044990","Warren City","Trumbull","Traditional School","P,K-8","Open","86.0","0.09302325581395349","78.0","0.7692307692307693","0.23076923076923078"
"009112","Jefferson PK-8 School","044990","Warren City","Trumbull","Traditional School","P,K-8","Open","72.0","0.09722222222222222","65.0","0.6923076923076923","0.3076923076923077"
"009113","McGuffey PK-8 School","044990","Warren City","Trumbull","Traditional School","P,K-8","Open","78.0","0.08974358974358974","71.0","0.8169014084507042","0.18309859154929578"
"032391","Hubbard  Elementary School","045427","Hubbard Exempted Village","Trumbull","Traditional School","K-4","Open","151.0","0.026490066225165563","147.0","0.9863945578231292","0.013605442176870748"
"000950","Newton Falls Elementary School","045567","Newton Falls Exempted Village","Trumbull","Traditional School","K-3","Open","70.0","0.08571428571428572","64.0","0.984375","0.015625"
"024331","Mesopotamia Elementary School","050096","Bloomfield-Mespo Local","Trumbull","Traditional School","K-5","Open","25.0","0.0","25.0","1.0","0.0"
"003632","Bristol Elementary School","050112","Bristol Local","Trumbull","Traditional School","K-6","Open","44.0","0.06818181818181818","41.0","1.0","0.0"
"007906","Brookfield Elementary School","050120","Brookfield Local","Trumbull","Traditional School","K-4","Open","89.0","0.02247191011235955","87.0","0.9885057471264368","0.011494252873563218"
"005801","Champion Central Elementary School","050138","Champion Local","Trumbull","Traditional School","K-4","Open","111.0","0.009009009009009009","110.0","1.0","0.0"
"001461","Baker Elementary School","050153","Mathews Local","Trumbull","Traditional School","3-6","Open","58.0","0.0","58.0","1.0","0.0"
"025064","Mines Elementary School","050161","Howland Local","Trumbull","Traditional School","3-5","Open","95.0","0.021052631578947368","93.0","1.0","0.0"
