"School IRN","School Name","District IRN","District Name","County","Org Type","Grade Span","Open/Closed Status as of 9/1/2014","No. Third graders enrolled at end of school year and accountable to school","Perc. Exempt from TGRG promotion threshold","No. Subject to TGRG promotion threshold","Perc. Met promotion threshold","Perc. Did not meet promotion threshold"
"011390","Bella Academy of Excellence","","","Cuyahoga","Community School","K-8","Open","53.0","0.018867924528301886","52.0","0.8846153846153846","0.11538461538461539"
"011923","Northeast Ohio College Preparatory School","","","Cuyahoga","Community School","K-12","Open","35.0","0.05714285714285714","33.0","0.8484848484848485","0.15151515151515152"
"012010","Cleveland College Preparatory School","","","Cuyahoga","Community School","K-8","Open","27.0","0.037037037037037035","26.0","0.9230769230769231","0.07692307692307693"
"012026","Constellation Schools: Collinwood Village Academy","","","Cuyahoga","Community School","K-12","Open","--","--","--","--","--"
"012030","Near West Intergenerational School","","","Cuyahoga","Community School","K-8","Open","10.0","0.0","10.0","1.0","0.0"
"012541","University of Cleveland Preparatory School","","","Cuyahoga","Community School","K-12","Open","29.0","0.06896551724137931","27.0","0.6666666666666666","0.3333333333333333"
"012556","Pearl Academy","","","Cuyahoga","Community School","K-12","Open","37.0","0.13513513513513514","32.0","0.5","0.5"
"012557","Woodland Academy","","","Cuyahoga","Community School","K-12","Open","38.0","0.0","38.0","0.5789473684210527","0.42105263157894735"
"012558","Global Village Academy","","","Cuyahoga","Community School","K-5","Open","21.0","0.0","21.0","1.0","0.0"
"012626","OAK Leadership Institute","","","Cuyahoga","Community School","K-12","Open","--","--","--","--","--"
"012671","Constellation Schools: Eastside Arts Academy","","","Cuyahoga","Community School","K-8","Open","12.0","0.0","12.0","0.75","0.25"
"012684","Broadway Academy","","","Cuyahoga","Community School","K-8","Open","25.0","0.04","24.0","0.6666666666666666","0.3333333333333333"
"012852","Citizens Academy East","","","Cuyahoga","Community School","K-5","Open","41.0","0.024390243902439025","40.0","0.9","0.1"
"013034","Village Preparatory School:: Woodland Hills Campus","","","Cuyahoga","Community School","K-4","Open","45.0","0.022222222222222223","44.0","0.7727272727272727","0.22727272727272727"
"013082","The Haley School","","","Cuyahoga","Community School","K-8","Open","17.0","0.11764705882352941","15.0","0.9333333333333333","0.06666666666666667"
"013132","Lake Erie College Preparatory School","","","Cuyahoga","Community School","K-12","Open","19.0","0.0","19.0","0.6842105263157895","0.3157894736842105"
"013147","STEAM Academy of Warrensville Heights","","","Cuyahoga","Community School","K-12","Open","--","--","--","--","--"
"013253","Ohio College Preparatory School","","","Cuyahoga","Community School","K-12","Open","21.0","0.0","21.0","0.7142857142857143","0.2857142857142857"
"014061","Chapelside Cleveland Academy","","","Cuyahoga","Community School","K-8","Open","45.0","0.022222222222222223","44.0","0.75","0.25"
"014065","Lincoln Park Academy","","","Cuyahoga","Community School","K-8","Open","17.0","0.11764705882352941","15.0","0.4666666666666667","0.5333333333333333"
"014147","East Preparatory Academy","","","Cuyahoga","Community School","K-8","Open","--","--","--","--","--"
"014187","East Academy","","","Cuyahoga","Community School","K-12","Open","31.0","0.12903225806451613","27.0","0.8518518518518519","0.14814814814814814"
"014189","West Park Academy","","","Cuyahoga","Community School","K-12","Open","42.0","0.0","42.0","0.5476190476190477","0.4523809523809524"
"132993","Constellation Schools: Westpark Community Elementary","","","Cuyahoga","Community School","K-4","Open","52.0","0.0","52.0","0.9615384615384616","0.038461538461538464"
"133215","Intergenerational School, The","","","Cuyahoga","Community School","K-8","Open","29.0","0.0","29.0","0.9655172413793104","0.034482758620689655"
"133256","Constellation Schools: Parma Community","","","Cuyahoga","Community School","K-12","Open","79.0","0.02531645569620253","77.0","1.0","0.0"
"133280","Washington Park Community","","","Cuyahoga","Community School","K-8","Open","24.0","0.0","24.0","0.9583333333333334","0.041666666666666664"
"133520","Citizens Academy","","","Cuyahoga","Community School","K-5","Open","67.0","0.0","67.0","1.0","0.0"
"133819","Lincoln Preparatory School","","","Cuyahoga","Community School","K-8","Open","22.0","0.09090909090909091","20.0","0.9","0.1"
"134098","Constellation Schools: Old Brooklyn Community Elementary","","","Cuyahoga","Community School","K-4","Open","54.0","0.037037037037037035","52.0","0.9807692307692307","0.019230769230769232"
"134197","Green Inspiration Academy","","","Cuyahoga","Community School","K-8","Open","15.0","0.06666666666666667","14.0","0.8571428571428571","0.14285714285714285"
"142968","Hope Academy Northcoast","","","Cuyahoga","Community School","K-8","Open","38.0","0.21052631578947367","30.0","0.7666666666666667","0.23333333333333334"
"143313","West Preparatory Academy","","","Cuyahoga","Community School","K-8","Open","17.0","0.058823529411764705","16.0","0.875","0.125"
"143479","Constellation Schools: Puritas Community Elementary","","","Cuyahoga","Community School","K-4","Open","33.0","0.06060606060606061","31.0","0.9354838709677419","0.06451612903225806"
"143487","Constellation Schools: Stockyard Community Elementary","","","Cuyahoga","Community School","K-9","Open","34.0","0.029411764705882353","33.0","0.8484848484848485","0.15151515151515152"
"009365","Greenville Intermediate School","044099","Greenville City","Darke","Traditional School","3-4","Open","192.0","0.078125","177.0","0.9548022598870056","0.04519774011299435"
"038406","Versailles Elementary School","045633","Versailles Exempted Village","Darke","Traditional School","K-4","Open","94.0","0.02127659574468085","92.0","1.0","0.0"
"000760","Ansonia Elementary School","046623","Ansonia Local","Darke","Traditional School","K-6","Open","58.0","0.017241379310344827","57.0","0.9824561403508771","0.017543859649122806"
"000901","Arcanum Elementary School","046631","Arcanum-Butler Local","Darke","Traditional School","K-4","Open","81.0","0.012345679012345678","80.0","0.9875","0.0125"
"012195","Franklin Monroe Elementary School","046649","Franklin Monroe Local","Darke","Traditional School","K-6","Open","38.0","0.02631578947368421","37.0","1.0","0.0"
"009167","Mississinawa Valley Elementary School","046672","Mississinawa Valley Local","Darke","Traditional School","K-6","Open","46.0","0.17391304347826086","38.0","1.0","0.0"
"040774","Tri-Village Elementary School","046680","Tri-Village Local","Darke","Traditional School","K-6","Open","69.0","0.0","69.0","0.9855072463768116","0.014492753623188406"
"011430","Defiance Elementary School","043869","Defiance City","Defiance","Traditional School","K-5","Open","178.0","0.06179775280898876","167.0","0.9940119760479041","0.005988023952095809"
"016030","Hicksville Elementary School","045419","Hicksville Exempted Village","Defiance","Traditional School","K-6","Open","67.0","0.014925373134328358","66.0","0.9696969696969697","0.030303030303030304"
"001412","Ayersville Elementary School","046706","Ayersville Local","Defiance","Traditional School","K-6","Open","40.0","0.0","40.0","1.0","0.0"
"142406","Fairview Elementary School","046714","Central Local","Defiance","Traditional School","K-5","Open","71.0","0.07042253521126761","66.0","0.9848484848484849","0.015151515151515152"
"139204","Tinora Elementary School","046722","Northeastern Local","Defiance","Traditional School","2-6","Open","79.0","0.05063291139240506","75.0","1.0","0.0"
"008151","David Smith Elementary School","043877","Delaware City","Delaware","Traditional School","K-4","Open","70.0","0.02857142857142857","68.0","1.0","0.0"
"010686","Ervin Carlisle Elementary School","043877","Delaware City","Delaware","Traditional School","K-4","Open","102.0","0.029411764705882353","99.0","0.98989898989899","0.010101010101010102"
"017822","James Conger Elementary School","043877","Delaware City","Delaware","Traditional School","K-4,P","Open","65.0","0.046153846153846156","62.0","0.967741935483871","0.03225806451612903"
"042143","Laura Woodward Elementary School","043877","Delaware City","Delaware","Traditional School","K-4","Open","60.0","0.11666666666666667","53.0","0.9622641509433962","0.03773584905660377"
"122093","Robert F Schultz Elementary School","043877","Delaware City","Delaware","Traditional School","K-4","Open","108.0","0.08333333333333333","99.0","1.0","0.0"
"012103","General Rosecrans Elementary","046748","Big Walnut Local","Delaware","Traditional School","K-5,P","Open","102.0","0.0196078431372549","100.0","0.99","0.01"
"036483","Big Walnut Elementary School","046748","Big Walnut Local","Delaware","Traditional School","K-5","Open","103.0","0.02912621359223301","100.0","0.99","0.01"
"066456","Hylen Souders Elementary School","046748","Big Walnut Local","Delaware","Traditional School","K-5","Open","45.0","0.022222222222222223","44.0","0.9545454545454546","0.045454545454545456"
"001107","Buckeye Valley East Elementary School","046755","Buckeye Valley Local","Delaware","Traditional School","K-4,P","Open","54.0","0.037037037037037035","52.0","0.9615384615384616","0.038461538461538464"
"028845","Buckeye Valley West Elementary School","046755","Buckeye Valley Local","Delaware","Traditional School","K-4,P","Open","91.0","0.0","91.0","1.0","0.0"
"000892","Glen Oak Elementary School","046763","Olentangy Local","Delaware","Traditional School","K-5,P","Open","94.0","0.02127659574468085","92.0","1.0","0.0"
"008162","Olentangy Meadows Elementary School","046763","Olentangy Local","Delaware","Traditional School","K-5","Open","94.0","0.02127659574468085","92.0","0.9891304347826086","0.010869565217391304"
"009075","Johnnycake Corners Elementary School","046763","Olentangy Local","Delaware","Traditional School","K-5,P","Open","93.0","0.010752688172043012","92.0","1.0","0.0"
"009078","Liberty Tree Elementary School","046763","Olentangy Local","Delaware","Traditional School","K-5","Open","99.0","0.010101010101010102","98.0","1.0","0.0"
"010162","Freedom Trail Elementary","046763","Olentangy Local","Delaware","Traditional School","K-5","Open","115.0","0.017391304347826087","113.0","1.0","0.0"
"010163","Cheshire Elementary","046763","Olentangy Local","Delaware","Traditional School","K-5,P","Open","110.0","0.00909090909090909","109.0","1.0","0.0"
"010164","Heritage Elementary School","046763","Olentangy Local","Delaware","Traditional School","K-5,P","Open","110.0","0.01818181818181818","108.0","1.0","0.0"
"117770","Wyandot Run Elementary School","046763","Olentangy Local","Delaware","Traditional School","K-5,P","Open","95.0","0.021052631578947368","93.0","1.0","0.0"
"123141","Alum Creek Elementary School","046763","Olentangy Local","Delaware","Traditional School","K-5","Open","95.0","0.031578947368421054","92.0","1.0","0.0"
"132225","Scioto Ridge Elementary School","046763","Olentangy Local","Delaware","Traditional School","K-5","Open","113.0","0.05309734513274336","107.0","1.0","0.0"
"132233","Arrowhead Elementary School","046763","Olentangy Local","Delaware","Traditional School","K-5,P","Open","70.0","0.04285714285714286","67.0","1.0","0.0"
"139360","Oak Creek Elementary School","046763","Olentangy Local","Delaware","Traditional School","K-5","Open","107.0","0.037383177570093455","103.0","1.0","0.0"
"140970","Tyler Run Elementary School","046763","Olentangy Local","Delaware","Traditional School","K-5,P","Open","110.0","0.0","110.0","1.0","0.0"
"146878","Indian Springs Elementary","046763","Olentangy Local","Delaware","Traditional School","K-5","Open","114.0","0.0","114.0","1.0","0.0"
"146886","Walnut Creek Elementary","046763","Olentangy Local","Delaware","Traditional School","K-5","Open","113.0","0.04424778761061947","108.0","1.0","0.0"
"064287","Woodlands Intermediate School","044131","Huron City","Erie","Traditional School","3-6","Open","94.0","0.02127659574468085","92.0","0.9782608695652174","0.021739130434782608"
"015040","Hancock Elementary School","044743","Sandusky City","Erie","Traditional School","K-6,P","Open","50.0","0.02","49.0","0.9387755102040817","0.061224489795918366"
"024901","Mills Elementary School","044743","Sandusky City","Erie","Traditional School","K-6,P","Open","43.0","0.046511627906976744","41.0","0.975609756097561","0.024390243902439025"
"028662","Ontario Elementary School","044743","Sandusky City","Erie","Traditional School","K-6","Open","62.0","0.03225806451612903","60.0","0.9666666666666667","0.03333333333333333"
"028829","Osborne Elementary School","044743","Sandusky City","Erie","Traditional School","K-6","Open","51.0","0.058823529411764705","48.0","0.9583333333333334","0.041666666666666664"
"062000","Venice Heights Elementary School","044743","Sandusky City","Erie","Traditional School","K-6","Open","44.0","0.022727272727272728","43.0","0.9767441860465116","0.023255813953488372"
"024679","Edison Elementary School (formerly Milan Elem)","046789","Edison Local","Erie","Traditional School","K-3,P","Open","100.0","0.04","96.0","0.9583333333333334","0.041666666666666664"
"037432","Margaretta Elementary School","046805","Margaretta Local","Erie","Traditional School","K-5","Open","98.0","0.030612244897959183","95.0","1.0","0.0"
"023994","Meadowlawn Elementary School","046813","Perkins Local","Erie","Traditional School","2-5","Open","152.0","0.039473684210526314","146.0","1.0","0.0"
"035139","Vermilion Elementary School","046821","Vermilion Local","Erie","Traditional School","K-3","Open","134.0","0.05970149253731343","126.0","1.0","0.0"
"005132","Cedar Heights Elementary School","044206","Lancaster City","Fairfield","Traditional School","K-5","Open","56.0","0.07142857142857142","52.0","0.9423076923076923","0.057692307692307696"
"009340","East Elementary School","044206","Lancaster City","Fairfield","Traditional School","K-5","Open","65.0","0.015384615384615385","64.0","1.0","0.0"
"024042","Medill Elementary School","044206","Lancaster City","Fairfield","Traditional School","K,1-5,SN","Open","56.0","0.017857142857142856","55.0","1.0","0.0"
"033522","Sanderson Elementary School","044206","Lancaster City","Fairfield","Traditional School","K-5","Open","45.0","0.08888888888888889","41.0","1.0","0.0"
"034926","South Elementary School","044206","Lancaster City","Fairfield","Traditional School","K-5","Open","39.0","0.15384615384615385","33.0","0.9090909090909091","0.09090909090909091"
"036889","Tallmadge Elementary School","044206","Lancaster City","Fairfield","Traditional School","P,K,1-5,SN","Open","47.0","0.06382978723404255","44.0","0.9772727272727273","0.022727272727272728"
"036913","Tarhe Elementary School","044206","Lancaster City","Fairfield","Traditional School","K-5","Open","58.0","0.08620689655172414","53.0","0.9811320754716981","0.018867924528301886"
"040394","West Elementary School","044206","Lancaster City","Fairfield","Traditional School","K,1-5,SN","Open","56.0","0.125","49.0","0.9795918367346939","0.02040816326530612"
"000539","Amanda-Clearcreek Elementary School","046847","Amanda-Clearcreek Local","Fairfield","Traditional School","3-5","Open","117.0","0.03418803418803419","113.0","0.9911504424778761","0.008849557522123894"
"002493","Berne Union Elementary School","046854","Berne Union Local","Fairfield","Traditional School","K-6,P","Open","64.0","0.046875","61.0","0.9836065573770492","0.01639344262295082"
"002857","Bloom Carroll Intermediate School","046862","Bloom-Carroll Local","Fairfield","Traditional School","3-5","Open","135.0","0.022222222222222223","132.0","0.9696969696969697","0.030303030303030304"
"011064","Bremen Elementary School","046870","Fairfield Union Local","Fairfield","Traditional School","K-4","Open","51.0","0.13725490196078433","44.0","1.0","0.0"
"030395","Pleasantville Elementary School","046870","Fairfield Union Local","Fairfield","Traditional School","K-4","Open","67.0","0.13432835820895522","58.0","1.0","0.0"
"020404","Liberty Union Elementary School","046888","Liberty Union-Thurston Local","Fairfield","Traditional School","K-4","Open","100.0","0.03","97.0","1.0","0.0"
"011368","Sycamore Creek Elementary School","046896","Pickerington Local","Fairfield","Traditional School","K-4","Open","142.0","0.035211267605633804","137.0","1.0","0.0"
"011370","Toll Gate Elementary","046896","Pickerington Local","Fairfield","Traditional School","K-4","Open","108.0","0.05555555555555555","102.0","1.0","0.0"
"029868","Pickerington Elementary School","046896","Pickerington Local","Fairfield","Traditional School","K-4","Open","124.0","0.07258064516129033","115.0","1.0","0.0"
"065433","Violet Elementary School","046896","Pickerington Local","Fairfield","Traditional School","K-4","Open","75.0","0.02666666666666667","73.0","1.0","0.0"
"086579","Fairfield Elementary School","046896","Pickerington Local","Fairfield","Traditional School","K-4","Open","85.0","0.058823529411764705","80.0","0.9875","0.0125"
"123307","Tussing Elementary School","046896","Pickerington Local","Fairfield","Traditional School","K-4","Open","107.0","0.06542056074766354","100.0","1.0","0.0"
"142638","Heritage Elementary School","046896","Pickerington Local","Fairfield","Traditional School","K-4","Open","99.0","0.08080808080808081","91.0","0.989010989010989","0.01098901098901099"
"039065","Millersport Elementary School","046904","Walnut Township Local","Fairfield","Traditional School","K-6","Open","44.0","0.045454545454545456","42.0","0.9761904761904762","0.023809523809523808"
"011580","Belle Aire Intermediate","045013","Washington Court House City","Fayette","Traditional School","3-5","Open","183.0","0.07650273224043716","169.0","0.9585798816568047","0.04142011834319527"
"009487","Miami Trace Elementary School","046920","Miami Trace Local","Fayette","Traditional School","K-5","Open","201.0","0.06467661691542288","188.0","0.9893617021276596","0.010638297872340425"
"005082","Cassingham Elementary School","043620","Bexley City","Franklin","Traditional School","K-6","Open","67.0","0.0","67.0","1.0","0.0"
"023093","Maryland Elementary School","043620","Bexley City","Franklin","Traditional School","K-6","Open","47.0","0.02127659574468085","46.0","0.9782608695652174","0.021739130434782608"
"025445","Montrose Elementary School","043620","Bexley City","Franklin","Traditional School","K-6","Open","42.0","0.0","42.0","1.0","0.0"
"000435","Eastgate Elementary School","043802","Columbus City","Franklin","Traditional School","K-5,P","Open","27.0","0.1111111111111111","24.0","0.875","0.125"
"000497","Alpine Elementary School","043802","Columbus City","Franklin","Traditional School","K-5","Open","74.0","0.04054054054054054","71.0","0.9859154929577465","0.014084507042253521"
"001008","Arlington Park Elementary School","043802","Columbus City","Franklin","Traditional School","K-5,P","Open","40.0","0.1","36.0","0.7777777777777778","0.2222222222222222"
"001396","Avondale Elementary School","043802","Columbus City","Franklin","Traditional School","K-5","Open","36.0","0.2222222222222222","28.0","0.9285714285714286","0.07142857142857142"
"001917","Beatty Park Elementary School","043802","Columbus City","Franklin","Traditional School","K-5","Open","19.0","0.3684210526315789","12.0","0.5833333333333334","0.4166666666666667"
"001925","Columbus Spanish Immersion K-8 School","043802","Columbus City","Franklin","Traditional School","K-8","Open","42.0","0.0","42.0","0.9523809523809523","0.047619047619047616"
"002527","Berwick Alternative K-8 School","043802","Columbus City","Franklin","Traditional School","P,K-8","Open","71.0","0.028169014084507043","69.0","0.9565217391304348","0.043478260869565216"
"002733","Binns Elementary School","043802","Columbus City","Franklin","Traditional School","K-5","Open","60.0","0.1","54.0","0.9629629629629629","0.037037037037037035"
"003665","Broadleigh Elementary School","043802","Columbus City","Franklin","Traditional School","K-5,P","Open","39.0","0.15384615384615385","33.0","0.8787878787878788","0.12121212121212122"
"004341","Burroughs Elementary School","043802","Columbus City","Franklin","Traditional School","K-5,P","Open","58.0","0.15517241379310345","49.0","0.7755102040816326","0.22448979591836735"
"005181","Cedarwood Alternative Elementary School","043802","Columbus City","Franklin","Traditional School","K-5,P","Open","67.0","0.014925373134328358","66.0","0.8787878787878788","0.12121212121212122"
"006387","Watkins Elementary School","043802","Columbus City","Franklin","Traditional School","K-5,P","Open","55.0","0.2","44.0","0.7954545454545454","0.20454545454545456"
"006692","Clinton Elementary School","043802","Columbus City","Franklin","Traditional School","K-6","Open","59.0","0.03389830508474576","57.0","1.0","0.0"
"006874","Colerain Elementary School","043802","Columbus City","Franklin","Traditional School","K-5,P","Open","24.0","0.16666666666666666","20.0","1.0","0.0"
"007120","Como Elementary School","043802","Columbus City","Franklin","Traditional School","K-5,P","Open","58.0","0.08620689655172414","53.0","0.9433962264150944","0.05660377358490566"
"007567","Cranbrook Elementary School","043802","Columbus City","Franklin","Traditional School","K-5","Open","41.0","0.04878048780487805","39.0","0.8974358974358975","0.10256410256410256"
"008037","Starling K-8","043802","Columbus City","Franklin","Traditional School","K-8","Open","49.0","0.10204081632653061","44.0","0.7727272727272727","0.22727272727272727"
"008474","Devonshire Alternative Elementary School","043802","Columbus City","Franklin","Traditional School","K-5,P","Open","69.0","0.13043478260869565","60.0","1.0","0.0"
"008912","Duxberry Park Alternative Elementary School","043802","Columbus City","Franklin","Traditional School","K-5,P","Open","43.0","0.13953488372093023","37.0","0.8648648648648649","0.13513513513513514"
"009001","East Columbus Elementary School","043802","Columbus City","Franklin","Traditional School","K-5,P","Open","66.0","0.09090909090909091","60.0","0.7","0.3"
"009076","East Linden Elementary School","043802","Columbus City","Franklin","Traditional School","K-5,P","Open","39.0","0.07692307692307693","36.0","0.8333333333333334","0.16666666666666666"
"009233","Eakin Elementary School","043802","Columbus City","Franklin","Traditional School","K-5","Open","43.0","0.023255813953488372","42.0","0.8571428571428571","0.14285714285714285"
"009613","Easthaven Elementary School","043802","Columbus City","Franklin","Traditional School","K-5,P","Open","64.0","0.03125","62.0","0.7741935483870968","0.22580645161290322"
"011189","Fairmoor Elementary School","043802","Columbus City","Franklin","Traditional School","K-5","Open","62.0","0.1935483870967742","50.0","0.84","0.16"
"011312","Fairwood Alternative Elementary School","043802","Columbus City","Franklin","Traditional School","K-6,P","Open","47.0","0.14893617021276595","40.0","0.775","0.225"
"011593","Fifth Avenue International K-8 School","043802","Columbus City","Franklin","Traditional School","K-8","Open","49.0","0.061224489795918366","46.0","0.8260869565217391","0.17391304347826086"
"011957","Forest Park Elementary School","043802","Columbus City","Franklin","Traditional School","K-5","Open","74.0","0.08108108108108109","68.0","0.8676470588235294","0.1323529411764706"
"013334","Georgian Heights Alt Elementary School","043802","Columbus City","Franklin","Traditional School","K-5","Open","77.0","0.07792207792207792","71.0","0.9859154929577465","0.014084507042253521"
"014902","Hamilton STEM Academy (K-6)","043802","Columbus City","Franklin","Traditional School","K-6,P","Open","62.0","0.11290322580645161","55.0","0.8727272727272727","0.12727272727272726"
"016113","Highland Elementary School","043802","Columbus City","Franklin","Traditional School","K-5,P","Open","31.0","0.06451612903225806","29.0","0.8275862068965517","0.1724137931034483"
"017228","Huy/A.G. Bell Elementary School","043802","Columbus City","Franklin","Traditional School","K-5,P","Open","50.0","0.14","43.0","0.9534883720930233","0.046511627906976744"
"017392","Indian Springs Elementary School","043802","Columbus City","Franklin","Traditional School","K-5","Open","66.0","0.07575757575757576","61.0","1.0","0.0"
"017434","Indianola Informal K-8 School","043802","Columbus City","Franklin","Traditional School","K-8","Open","74.0","0.02702702702702703","72.0","0.9861111111111112","0.013888888888888888"
"018879","Ecole Kenwood Alternative K-8 School","043802","Columbus City","Franklin","Traditional School","K-8","Open","39.0","0.0","39.0","0.9743589743589743","0.02564102564102564"
"020024","Leawood Elementary School","043802","Columbus City","Franklin","Traditional School","K-5,P","Open","48.0","0.0625","45.0","0.6888888888888889","0.3111111111111111"
"020974","Lincoln Park Elementary School","043802","Columbus City","Franklin","Traditional School","K-6,P","Open","48.0","0.125","42.0","0.9285714285714286","0.07142857142857142"
"021014","Lindbergh Elementary School","043802","Columbus City","Franklin","Traditional School","K-5","Open","32.0","0.125","28.0","1.0","0.0"
"021022","Linden STEM Academy (K-6)","043802","Columbus City","Franklin","Traditional School","K-6,P","Open","70.0","0.07142857142857142","65.0","0.6923076923076923","0.3076923076923077"
"021147","Livingston Elementary School","043802","Columbus City","Franklin","Traditional School","K-6,P","Open","54.0","0.18518518518518517","44.0","0.7954545454545454","0.20454545454545456"
"022293","Maize Road Elementary School","043802","Columbus City","Franklin","Traditional School","K-5,P","Open","42.0","0.023809523809523808","41.0","0.926829268292683","0.07317073170731707"
"023275","Maybury Elementary School","043802","Columbus City","Franklin","Traditional School","K-5","Open","29.0","0.13793103448275862","25.0","0.88","0.12"
"024653","Cassady Alternative Elementary School","043802","Columbus City","Franklin","Traditional School","K-5","Open","41.0","0.1951219512195122","33.0","0.9090909090909091","0.09090909090909091"
"025163","Columbus Africentric Early College Elementary School","043802","Columbus City","Franklin","Traditional School","K-5","Open","43.0","0.046511627906976744","41.0","0.7804878048780488","0.21951219512195122"
"025171","Moler Elementary School","043802","Columbus City","Franklin","Traditional School","K-6,P","Open","61.0","0.18032786885245902","50.0","0.7","0.3"
"026245","North Linden Elementary School","043802","Columbus City","Franklin","Traditional School","K-5","Open","59.0","0.0","59.0","0.8983050847457628","0.1016949152542373"
"026542","Special Education Center","043802","Columbus City","Franklin","Traditional School","P,K,1-12,UNG","Open","--","--","--","--","--"
"027813","Northtowne Elementary School","043802","Columbus City","Franklin","Traditional School","K-5,P","Open","42.0","0.14285714285714285","36.0","0.9444444444444444","0.05555555555555555"
"028290","Oakland Park Alternative Elementary","043802","Columbus City","Franklin","Traditional School","K-5,P","Open","43.0","0.23255813953488372","33.0","0.9393939393939394","0.06060606060606061"
"028316","Oakmont  Elementary School","043802","Columbus City","Franklin","Traditional School","K-5","Open","36.0","0.1388888888888889","31.0","0.9354838709677419","0.06451612903225806"
"028423","Ohio Avenue Elementary School","043802","Columbus City","Franklin","Traditional School","K-5,P","Open","36.0","0.1388888888888889","31.0","0.8064516129032258","0.1935483870967742"
"028530","Olde Orchard Alt Elementary School","043802","Columbus City","Franklin","Traditional School","K-5","Open","72.0","0.1388888888888889","62.0","1.0","0.0"
"029181","Parkmoor Elementary School","043802","Columbus City","Franklin","Traditional School","K-5,P","Open","39.0","0.1282051282051282","34.0","0.9411764705882353","0.058823529411764705"
"029355","Parsons Elementary School","043802","Columbus City","Franklin","Traditional School","K-5,P","Open","70.0","0.07142857142857142","65.0","0.9076923076923077","0.09230769230769231"
"033258","South Mifflin STEM Academy (K-6)","043802","Columbus City","Franklin","Traditional School","K-6,P","Open","29.0","0.10344827586206896","26.0","0.8076923076923077","0.19230769230769232"
"033464","Salem Elementary School","043802","Columbus City","Franklin","Traditional School","K-5","Open","36.0","0.1111111111111111","32.0","0.9375","0.0625"
"033894","Scottwood Elementary School","043802","Columbus City","Franklin","Traditional School","K-5,P","Open","72.0","0.1388888888888889","62.0","0.9032258064516129","0.0967741935483871"
"034082","Shady Lane Elementary School","043802","Columbus City","Franklin","Traditional School","K-5","Open","66.0","0.045454545454545456","63.0","0.9523809523809523","0.047619047619047616"
"034587","Siebert Elementary School","043802","Columbus City","Franklin","Traditional School","K-6,P","Open","35.0","0.08571428571428572","32.0","0.8125","0.1875"
"035279","Southwood Elementary School","043802","Columbus City","Franklin","Traditional School","K-6,P","Open","39.0","0.07692307692307693","36.0","0.7222222222222222","0.2777777777777778"
"036053","Stewart Alternative Elementary School @ BECK ES","043802","Columbus City","Franklin","Traditional School","K-5","Open","52.0","0.038461538461538464","50.0","0.92","0.08"
"036392","Sullivant Elementary School","043802","Columbus City","Franklin","Traditional School","K-5,P","Open","35.0","0.2","28.0","0.8928571428571429","0.10714285714285714"
"037499","Trevitt Elementary School","043802","Columbus City","Franklin","Traditional School","K-5,P","Open","44.0","0.09090909090909091","40.0","0.475","0.525"
"038091","Valley Forge Elementary School","043802","Columbus City","Franklin","Traditional School","K-5,P","Open","37.0","0.08108108108108109","34.0","0.9411764705882353","0.058823529411764705"
"038190","Valleyview Elementary School","043802","Columbus City","Franklin","Traditional School","K-5,P","Open","46.0","0.0","46.0","0.8913043478260869","0.10869565217391304"
"038562","West Broad Elementary School","043802","Columbus City","Franklin","Traditional School","K-5,P","Open","69.0","0.11594202898550725","61.0","0.8688524590163934","0.13114754098360656"
"038828","West Mound Elementary School","043802","Columbus City","Franklin","Traditional School","K-5,P","Open","66.0","0.0","66.0","0.8787878787878788","0.12121212121212122"
"040188","Weinland Park Elementary School","043802","Columbus City","Franklin","Traditional School","K-5,P","Open","47.0","0.0851063829787234","43.0","0.813953488372093","0.18604651162790697"
"040725","Westgate Alternative Elementary School","043802","Columbus City","Franklin","Traditional School","K-5,P","Open","61.0","0.04918032786885246","58.0","0.9482758620689655","0.05172413793103448"
"041749","Windsor STEM Academy (K-6)","043802","Columbus City","Franklin","Traditional School","K-6,P","Open","64.0","0.140625","55.0","0.7272727272727273","0.2727272727272727"
"041822","Winterset Elementary School","043802","Columbus City","Franklin","Traditional School","K-5,P","Open","44.0","0.09090909090909091","40.0","1.0","0.0"
"041947","Woodcrest Elementary School","043802","Columbus City","Franklin","Traditional School","K-5,P","Open","45.0","0.044444444444444446","43.0","0.9302325581395349","0.06976744186046512"
"067744","Innis Elementary School","043802","Columbus City","Franklin","Traditional School","K-5","Open","36.0","0.08333333333333333","33.0","0.8787878787878788","0.12121212121212122"
"067751","Liberty Elementary School","043802","Columbus City","Franklin","Traditional School","K-5","Open","50.0","0.2","40.0","0.925","0.075"
"068544","Gables Elementary School","043802","Columbus City","Franklin","Traditional School","K-5","Open","56.0","0.07142857142857142","52.0","0.9423076923076923","0.057692307692307696"
"070086","Avalon Elementary School","043802","Columbus City","Franklin","Traditional School","K-5","Open","86.0","0.0","86.0","0.9302325581395349","0.06976744186046512"
"032078","Robert Louis Stevenson Elementary School","044073","Grandview Heights City","Franklin","Traditional School","K-3","Open","79.0","0.012658227848101266","78.0","1.0","0.0"
"000505","Alton Hall Elementary School","044800","South-Western City","Franklin","Traditional School","K-4","Open","103.0","0.0","103.0","0.9611650485436893","0.038834951456310676"
"008102","Darbydale Elementary School","044800","South-Western City","Franklin","Traditional School","H,K,1-4","Open","58.0","0.05172413793103448","55.0","0.9636363636363636","0.03636363636363636"
