"IRN","Local Education Agency Name","Org Type","Operating Expenditures","Instruction","Pupil Support","Staff Support","Administration","Operations Support","Operating EPP","Instruction EPP","Pupil Support EPP","Staff Support EPP","Administration EPP","Operations Support EPP","Operating EPEP","Instruction EPEP","Pupil Support EPEP","Staff Support EPEP","Administration EPEP","Operations Support EPEP"
"045187","Ada Exempted Village","Public District","7860423.3100000005","4756991.6000000015","317263.88","164911.91999999998","1077441.3399999996","1543814.57","8781.485342130265","5314.402336944472","354.439958502359","184.23582943430034","1203.692849744906","1724.7143675042275","7835.764893564405","4742.068754851928","316.2686123707032","164.3945856735674","1074.0613697110143","1538.9715709571915"
"061903","Adams County/Ohio Valley Local","Public District","35403429.989999995","22515585.409999993","1494304.4200000009","588400.2500000001","4308525.799999999","6496614.109999999","9147.323216446139","5817.440208786078","386.0893003125681","152.02728291885805","1113.21072817321","1678.5556962554228","7624.687636698249","4849.086818908261","321.82205057125185","126.72128414880629","927.9090587814378","1399.1484242884908"
"049494","Adena Local","Public District","10210865.939999998","6099623.369999998","335096.83","293180.2299999999","1365769.9700000002","2117195.54","8396.282648207512","5015.653144705965","275.5464341350802","241.0788754265525","1123.0576101906888","1740.946583749227","7435.026642218008","4441.43156221338","244.00025163515167","213.4787425307832","994.4833448759679","1541.6327409627265"
"043489","Akron City","Public District","292509711.6599993","166985612.8299993","20251421.720000003","12276991.250000002","40243715.24999997","52751970.61000003","13383.470923240562","7640.24921164837","926.5822738184537","561.7206843724877","1841.3084127531245","2413.610340648126","10673.919163468307","6093.441898713445","738.9909796767492","447.99747478274224","1468.5261592799227","1924.9626510154467"
"149054","Akron Digital Academy","Community School","4533532.76","1998689.91","363046.91000000003","231045.28999999998","1529498.7400000002","411251.91000000003","8881.543271136834","3915.588981262724","711.2371325662418","452.63569259558153","2996.4069880150746","805.6744766972129","7175.424571861751","3163.415696095279","574.6105425192696","365.68568902961323","2420.805897436063","650.9067467815271"
"012060","Akros Middle School","Community School","1100962.62","620944.03","14539.14","9582.44","166421.38","289475.63","8877.94833259895","5007.171829117842","117.24079580505891","77.27093152375097","1341.9896245703746","2334.2751515819223","6905.675014670567","3894.8076851872142","91.19526313508938","60.104871214955345","1043.8610220690289","1815.7061730642783"
"045906","Alexander Local","Public District","14608252.859999996","8505110.049999997","551461.9400000001","265534.6400000001","1817399.8599999996","3468746.3700000006","9026.752851722393","5255.489970896511","340.76016394416143","164.07955091017504","1123.0103644971325","2143.4128014744133","7609.0014425092595","4430.057123145252","287.24000995619105","138.30904202983368","946.6291615352096","1806.7661058427743"
"045757","Allen East Local","Public District","8471987.659999998","4712858.559999999","362362.38000000006","258204.45","1206007.3099999998","1932554.96","7478.696987524781","4160.303641814131","319.8775244318889","227.9314984720473","1064.610053531389","1705.974269275326","6690.917427624482","3722.071931468467","286.1827543617416","203.92199844105943","952.4677858562322","1526.2729574969821"
"000139","Alliance Academy of Cincinnati","Community School","5083257.0","2016443.0","116785.0","467213.0","967048.0","1515768.0","16568.75564914851","6572.54814136605","380.65793810657385","1522.8696941952023","3152.0700238051636","4940.609851675517","14748.288419342249","5850.399250945554","338.8337168576927","1355.5466657039276","2805.741047393056","4397.7677384420185"
"043497","Alliance City","Public District","29639980.30000002","18433937.060000017","1369837.7199999993","883745.9899999998","3580727.9400000004","5371731.590000002","10486.745466560635","6522.001834623997","484.65415141094877","312.6729221956882","1266.8760947787127","1900.5404635512875","8621.785647912737","5362.130891107062","398.46339554636927","257.06725901509543","1041.5752119164574","1562.5488903277528"
"143396","Alternative Education Academy","Community School","15048949.969999999","4590413.0","1015011.0","2765917.0","6203914.97","473694.0","7159.749120254639","2183.9533989995357","482.90572623245833","1315.9238250459377","2951.5996024400424","225.36656753666523","5979.76595698506","1824.0206420130496","403.31905122051273","1099.0491927621345","2465.1526924862246","188.22437850313892"
"046847","Amanda-Clearcreek Local","Public District","13524094.229999999","7784540.399999998","651903.9299999999","164751.27","1688383.3","3234515.33","7957.176670614668","4580.193113778487","383.56097310910394","96.93476988574179","993.3947499429253","1903.09306389841","7007.715023488546","4033.6779516829442","337.7939318108571","85.36837515940746","874.8614743138454","1676.0132905214914"
"045195","Amherst Exempted Village","Public District","34797146.27999999","21258361.139999993","1784821.3599999999","1462071.9","3893314.25","6398577.629999999","8905.791263603238","5440.748657827426","456.79741514080433","374.1946839262415","996.4335510478535","1637.6169556609148","7604.714874302984","4645.891759738366","390.06237566575777","319.52734962122383","850.8612904365667","1398.3720988410703"
"049759","Anna Local","Public District","10163450.53","6319857.2","457049.0","161616.68000000002","1269641.09","1955286.5599999998","8366.263004520799","5202.326447119964","376.2297192932986","133.03824786732906","1045.1323838230423","1609.536206417166","7519.804750633198","4675.980077396354","338.1646057436118","119.5780777855142","939.3909157130627","1446.6910739946547"
"046623","Ansonia Local","Public District","7055796.1000000015","4197199.470000001","299833.67000000004","311190.06000000006","834959.7","1412613.2000000002","10177.376743415749","6054.097888890937","432.48418416612014","448.8647963376027","1204.3572847108476","2037.5725893102408","9236.514298607217","5494.417974856393","392.5025526402156","407.36883521541074","1093.018718016921","1849.206217878277"
"048207","Anthony Wayne Local","Public District","36424670.89999998","21321330.49999998","2012627.95","755936.64","4495929.01","7838846.800000001","8467.176628590423","4956.296566019271","467.8498369161068","175.72290683079788","1045.1110221911076","1822.196296633139","7723.868108002963","4521.197874958447","426.7786764349431","160.29670992489102","953.3638009117701","1662.2310457729109"
"048991","Antwerp Local","Public District","5971313.6000000015","3543095.1400000006","73402.20999999999","211627.14","831830.68","1311358.4300000002","8981.431030011998","5329.1564912418435","110.40399662905942","318.3076102364968","1251.153495115041","1972.4094367895557","7675.688895868419","4554.390850131093","94.35319696309395","272.0312811175067","1069.2577783418835","1685.6557893148406"
"000560","Apex Academy","Community School","5741370.0","2612488.0","87518.0","524934.0","944958.0","1571472.0","10587.567025351062","4817.646624921464","161.39052019372974","968.022250592739","1742.5816766976677","2897.925952945461","9742.669802535213","4433.19415872616","148.5114137876982","890.7732179121044","1603.5221160217977","2666.668896087452"
"050773","Apollo","Joint Vocational School District","10342465.950000001","6042453.160000001","430244.38","564102.7799999999","1929184.74","1376480.8900000001","14762.365465833966","8624.722797187776","614.1112581744729","805.1746497316661","2753.6305481373015","1964.72621260275","11779.482684757158","6882.011767384758","490.0239700014752","642.4811028199107","2197.2321059976744","1567.7337385533401"
"047415","Arcadia Local","Public District","5276206.819999999","2920546.0199999996","233532.28","201722.97","775698.21","1144707.3399999999","9440.030535189268","5225.353089594294","417.8289307757595","360.9166701408928","1387.8559044983867","2048.0759401799346","8522.14384214458","4717.274005578663","377.20198427399475","325.8234988227046","1252.9098932695124","1848.9344601997047"
"046631","Arcanum-Butler Local","Public District","9092972.049999999","5669254.279999999","254657.44000000003","463038.99","1062081.28","1643940.06","8277.884250610487","5161.066201354714","231.83012114029157","421.53249142997055","966.8770400080826","1496.5783966774275","7484.940795071338","4666.684600444228","209.62297595805674","381.15364337445965","874.2593133070925","1353.2202619875009"
"047043","Archbold-Area Local","Public District","12107790.709999993","7598483.969999993","873996.4700000002","427708.7299999998","1297050.8399999999","1910550.7000000002","9645.28319611345","6053.088586280856","696.2412604795908","340.7204439776796","1033.2539578194312","1521.9789475558916","8733.50008348839","5480.881027417444","630.4245280197418","308.51162847393766","935.578908716427","1378.103990860841"
"047423","Arlington Local","Public District","5778239.48","3614237.0400000005","281729.13","154394.97","756131.2200000001","971747.1200000001","10192.288897013352","6375.185414427719","496.9445613327593","272.3386844613283","1333.7467000054419","1714.0735367861046","8561.049666809493","5354.85988667651","417.4103691730389","228.75185617532793","1120.2853311031781","1439.7422236814396"
"143610","Arts & College Preparatory Academy","Community School","2161083.98","1203792.74","53576.79","15521.36","628336.92","259856.16999999998","8551.546723369414","4763.484416446828","212.00676475939227","61.419008459929024","2486.3691458200665","1028.267387883198","8300.711842835231","4623.761383505824","205.78815972440654","59.617459553288185","2413.4387008572494","998.1061391944634"
"008061","Arts and Science Preparatory Academy","Community School","1818109.5600000005","762423.1900000005","25132.5","39831.039999999986","552201.13","438521.70000000007","11567.336247898465","4850.755749793968","159.90019779133007","253.41653931102664","3513.2625050271945","2790.0012559749453","9781.747812580008","4101.970274576178","135.21725109881","214.2979702459661","2970.9387785638764","2359.323538095177"
"043505","Ashland City","Public District","31397764.800000012","19807832.480000015","1512983.4599999997","782418.7999999998","4348471.209999999","4946058.850000001","9554.62067579488","6027.700601034168","460.4144002330914","238.0970394303551","1323.278685467596","1505.1299496296704","8598.055538919778","5424.2346502531655","414.3198059292107","214.25984747471455","1190.7980460116596","1354.4431892510283"
"009971","Ashland County Community Academy","Community School","763958.13","332806.06","87470.27","6163.01","234513.38","103005.40999999999","7400.902203923475","3224.083894405428","847.3748607411003","59.70462581738925","2271.8661177040467","997.8727052555106","5776.239667319129","2516.3258165682328","661.3572438650721","46.59813337163447","1773.1410071820094","778.8174663321803"
"062042","Ashland County-West Holmes","Joint Vocational School District","5695407.640000002","3530458.930000002","139327.40000000002","55166.05","1303595.12","666860.1399999999","20204.24435729255","12524.17024799749","494.2587103855206","195.69948717957232","4624.454650528596","2365.661261201369","14993.914491729503","9294.400446634729","366.7978227375824","145.23192874504662","3431.886705323845","1755.5975882883001"
"043513","Ashtabula Area City","Public District","34598105.42000002","19954904.160000015","2070336.949999999","1082601.12","4288990.199999999","7201272.989999999","9547.38511480807","5506.5776762005635","571.3117507191849","298.7449657398767","1183.5515469979068","1987.1991751505384","7678.174243254582","4428.4861638509265","459.45891115642","240.25593119608916","951.8328730270484","1598.140364024097"
