"IRN","DISTRICT","COUNTY","COUNTY NUMBER","DISTRICT TYPE","CALCULATED OPPORTUNITY GRANT","CAPPED OPPORTUNITY GRANT","CALCULATED TARGETED ASSISTANCE","CAPPED TARGETED ASSISTANCE","CALCULATED K-3 LITERACY FUNDING","CAPPED K-3 LITERACY FUNDING","CALCULATED ECONOMIC DISADVANTAGED FUNDING","CAPPED ECONOMIC DISADVANTAGED FUNDING","CALCULATED LIMITED ENGLISH PROFICIENCY FUNDING","CAPPED LIMITED ENGLISH PROFICIENCY FUNDING","CALCULATED GIFTED EDUCATION FUNDING","CAPPED GIFTED EDUCATION FUNDING","CALCULATED TRANSPORTATION FUNDING","CAPPED TRANSPORTATION FUNDING","CALCULATED SPECIAL EDUCATION ADDITIONAL FUNDING","CAPPED SPECIAL EDUCATION ADDITIONAL FUNDING","CALCULATED CAREER TECH EDUCATION FUNDING","CAPPED CAREER TECH EDUCATION FUNDING","CALCULATED FUNDING BEFORE GUARANTEE","CAPPED FUNDING BEFORE GUARANTEE","TRANSITIONAL GUARANTEE BASE","TRANSITIONAL GUARANTEE","TOTAL CALCULATED STATE FUNDING","PRESCHOOL SPECIAL EDUCATION FUNDING","SPECIAL EDUCATION TRANSPORTATION FUNDING","TOTAL ADDITIONAL AID ITEMS","EDUCATION SERVICE CENTER TRANSFER","OPEN ENROLLMENT ADJUSTMENT","COMMUNITY SCHOOL TRANSFER","STEM SCHOOL TRANSFER","SCHOLARSHIP TRANSFER","OTHER ADJUSTMENTS","TOTAL TRANSFERS & ADJUSTMENTS","NET STATE FOUNDATION FUNDING","STATEWIDE TOTAL ADM","STATEWIDE FORMULA ADM","STATEWIDE ECONOMIC DISADVANTAGED RATIO","STATEWIDE MEDIAN INCOME","STATEWIDE 3 YEAR AVERAGE VALUATION","STATEWIDE 3 YEAR AVERAGE ADJUSTED VALUATION","STATEWIDE 3 YEAR FEDERAL GROSS INCOME","ADJUSTED TOTAL ADM","TOTAL ADM","TUITION KINDERGARTEN ADM","JOINTURE JVS ADM","FORMULA ADM","CATEGORY 1 SPECIAL EDUCATION ADM","CATEGORY 2 SPECIAL EDUCATION ADM","CATEGORY 3 SPECIAL EDUCATION ADM","CATEGORY 4 SPECIAL EDUCATION ADM","CATEGORY 5 SPECIAL EDUCATION ADM","CATEGORY 6 SPECIAL EDUCATION ADM","CATEGORY 1 CAREER TECH FTE","CATEGORY 2 CAREER TECH FTE","CATEGORY 3 CAREER TECH FTE","CATEGORY 4 CAREER TECH FTE","CATEGORY 5 CAREER TECH FTE","CATEGORY 1 LEP ADM","CATEGORY 2 LEP ADM","CATEGORY 3 LEP ADM","K-3 FORMULA ADM","K-3 E-SCHOOL FORMULA ADM","PRESCHOOL AUTISM SCHOLARSHIP ADM","BRICK & MORTAR & STEM SCHOOL ADM","E-SCHOOL FORMULA ADM","NET FORMULA ADM","JON PETERSON SCHOLARSHIP ADM","AUTISM SCHOLARSHIP ADM","EDCHOICE SCHOLARSHIP ADM","ECONOMIC DISADVANTAGED ADM","ECONOMIC DISADVANTAGED RATIO","E-SCHOOL ECONOMIC DISADVANTAGED ADM","3 YEAR AVERAGE FEDERAL GROSS INCOME","3 YEAR AVERAGE TOTAL REAL VALUATION","3 YEAR AVERAGE AGRICULTURAL REAL VALUATION","3 YEAR AVERAGE ADJSUTED TOTAL VALUATION","3 YEAR AVERAGE TOTAL VALUATION","EXEMPT PROPERTY VALUATION","POTENTIAL PROPERTY VALUATION","MEDIAN INCOME TY11","STATE SHARE INDEX","ECONIMC DISADVANTAGED INDEX","INCOMING OPEN ENROLLMENT ADM","OUTGOING OPEN ENROLLMENT ADM","RESIDENT COMMUNITY SCHOOL ADM","RESIDENT SPECIAL ED PRESCHOOL CATEGORY 1 ADM","RESIDENT SPECIAL ED PRESCHOOL CATEGORY 2 ADM","RESIDENT SPECIAL ED PRESCHOOL CATEGORY 3 ADM","RESIDENT SPECIAL ED PRESCHOOL CATEGORY 4 ADM","RESIDENT SPECIAL ED PRESCHOOL CATEGORY 5 ADM","RESIDENT SPECIAL ED PRESCHOOL CATEGORY 6 ADM"
"43943.0","Elyria City SD","Lorain","47.0","1.0","24129495.12","23092167.0","3464400.27","3315465.54","364167.03","348511.47","2510181.64","2402268.81","66875.68","64000.7","327126.45","313063.27","947190.85","906471.07","4002791.75","4002791.75","53222.51","53222.51","35865451.3","34497962.12","32468670.23","0.0","34497962.12","547427.69","301502.25","848929.94","-41884.83","-1801845.42","-6712282.44","0.0","-679604.4","67453.09","-9168164.0","26178728.06","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","7543.22","7547.22","8.0","167.41","7409.29","79.5","665.41","119.51","3.8","41.8","105.39","1.14","0.08","32.84","0.0","18.44","0.0","103.78","3.0","2344.83","23.06","1.0","651.75","293.15","6590.45","5.5","1.49","30.88","4935.95","0.654009026","214.84","868207779.0","833281170.0","2417060.0","857051740.0","857051740.0","177154330.0","1034206070.0","26631.0","0.566791068","1.976554296","178.65","500.77","910.61","22.0","59.0","1.0","2.0","1.0","11.0"
"43950.0","Euclid City SD","Cuyahoga","18.0","1.0","27824516.73","20539290.54","4091449.38","3020195.04","375875.03","277460.58","2897302.94","2138709.09","25515.72","18835.0","304716.2","224933.09","828459.61","611546.03","5343104.91","5343104.91","228046.26","228046.26","41918986.78","32402120.54","30496113.45","0.0","32402120.54","473115.15","491939.6","965054.75","-34960.45","-638192.0","-8607702.8","0.0","-2841342.6","-424302.56","-12546500.41","20820674.88","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","7293.24","7293.74","1.0","0.0","7293.24","53.5","678.11","186.9","6.5","56.82","108.54","32.32","33.1","10.64","3.14","0.86","19.62","8.0","0.0","2254.04","29.85","1.34","1077.14","229.98","5590.16","5.5","5.34","655.74","5040.65","0.691092636","160.56","786118000.0","674615480.0","0.0","691345816.0","691345816.0","76190480.0","767536297.0","27577.0","0.663952951","2.20705825","0.0","110.3","1233.59","18.0","46.0","1.0","1.0","4.0","8.0"
"43968.0","Fairborn City SD","Greene","29.0","1.0","12536941.6","12166723.96","888837.47","862589.98","226538.16","219848.46","820463.17","796234.78","49324.1","47867.55","202933.0","196940.36","1229282.88","1192981.98","1778994.8","1778994.8","68866.98","68866.98","17802182.16","17331048.85","16311575.38","0.0","17331048.85","456474.05","124261.79","580735.84","-1149719.6","-5745.0","-2746326.93","-338078.28","-284333.0","-18025.05","-4542227.86","13369556.83","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","4586.64","4586.64","0.0","140.05","4474.6","133.17","293.83","36.58","2.0","56.2","42.53","28.36","0.0","0.08","0.0","0.0","29.8","44.68","10.0","1571.27","29.65","1.0","184.02","264.73","4065.18","2.0","5.67","0.0","2458.86","0.53609178","162.25","709865232.0","605507253.0","6250587.0","622500480.0","622500480.0","157381640.0","779882120.0","27119.0","0.487584964","1.328065702","0.0","1.0","443.77","52.0","38.0","0.0","0.0","4.0","1.0"
"43976.0","Fairview Park City SD","Cuyahoga","18.0","1.0","2688287.64","1365776.7","0.0","0.0","53140.12","26997.68","27914.33","14181.79","14205.57","7217.09","82441.15","41883.98","259148.9","131659.84","377027.05","377027.05","140.31","140.31","3502305.07","1964884.44","1849303.02","0.0","1964884.44","60407.47","27403.99","87811.46","-11496.36","-5745.0","-271257.46","0.0","-34300.0","-16.83","-322815.65","1729880.25","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","1724.75","1750.25","51.0","45.65","1688.23","13.0","119.39","11.0","0.0","11.5","24.35","0.0","0.0","0.27","0.0","0.0","0.0","39.89","8.5","442.85","2.39","0.0","19.17","20.92","1651.97","0.0","0.96","0.0","411.47","0.23509213","5.16","499702176.0","347756947.0","0.0","351608720.0","351608720.0","31129820.0","382738540.0","37895.0","0.277175021","0.255397973","0.0","1.0","39.68","1.0","8.0","0.0","0.0","2.0","1.0"
"43984.0","Findlay City SD","Hancock","32.0","1.0","16322975.17","13028301.28","1169892.0","933757.81","267658.53","213633.6","542029.41","432624.71","54337.64","43369.99","277916.9","221821.4","817775.45","652713.42","2350301.21","2350301.21","309897.89","309897.89","22112784.2","18186421.31","17116631.81","0.0","18186421.31","421652.02","109571.52","531223.54","-44682.89","-1000689.05","-1995133.2","0.0","-590673.0","1448347.51","-2182830.63","16534814.22","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","5855.78","5855.78","0.0","0.5","5855.38","116.5","621.23","36.03","1.0","45.0","49.93","76.37","32.79","19.63","16.76","28.46","36.0","52.0","1.0","1848.52","22.46","7.5","9.14","300.74","5539.65","3.5","12.13","0.0","2518.42","0.430074217","160.97","984691629.0","744419110.0","6554267.0","768247665.0","768247665.0","107168050.0","875415715.0","29765.0","0.484616595","0.854728292","213.52","392.21","300.51","22.0","42.0","1.0","1.0","7.0","5.0"
"43992.0","Fostoria City SD","Seneca","74.0","1.0","9107283.56","6772210.05","2160855.9","1606820.51","125016.78","92962.94","966089.81","718387.99","16589.66","12336.13","101364.3","75374.87","525975.49","391117.34","1028923.55","1028923.55","63693.55","63693.55","14095792.6","10761826.93","10128778.3","0.0","10761826.93","254160.06","34796.78","288956.84","-54301.19","-1940442.06","-799879.69","0.0","0.0","-80968.57","-2875591.51","8175192.26","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","2217.0","2217.0","0.0","92.67","2142.86","46.0","163.03","17.3","2.0","9.86","14.5","2.2","10.91","6.25","0.14","8.18","3.0","10.6","8.0","707.62","7.14","0.0","49.87","68.14","2037.31","0.0","0.0","0.0","1582.3","0.713712224","56.57","206758545.0","168685653.0","5264947.0","177659350.0","177659350.0","32757090.0","210416440.0","23858.0","0.739784159","2.353897431","30.9","372.28","116.08","16.0","22.0","0.0","0.0","1.0","4.0"
"44008.0","Franklin City SD","Warren","83.0","1.0","7452714.36","6191651.47","820390.9","681573.76","115793.1","96199.92","367214.47","305078.65","5732.35","4762.38","138376.85","114962.3","474059.28","393844.4","1327384.61","1327384.61","19744.59","19744.59","10721410.51","9135202.08","8597837.26","0.0","9135202.08","129768.95","102830.71","232599.66","-19133.86","385254.92","-998855.89","0.0","-124744.0","-2932.6","-760411.43","8607390.31","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","2991.21","2991.21","0.0","132.3","2885.37","50.5","297.87","15.8","1.0","31.0","43.86","0.0","0.36","3.15","0.0","25.48","5.0","4.0","1.0","823.78","9.48","0.0","31.95","93.65","2763.75","4.0","0.0","0.0","1398.87","0.467660245","48.15","372836115.0","416668567.0","6496860.0","435772499.0","435772499.0","83420170.0","519192670.0","29890.0","0.44959651","1.010653235","156.12","82.9","130.2","12.0","16.0","0.0","0.0","0.0","0.0"
"44016.0","Fremont City SD","Sandusky","72.0","1.0","12366745.3","8449261.81","1870632.18","1278061.5","207843.95","142004.05","931126.74","636168.48","85260.55","58252.09","209917.5","143420.75","851172.97","581542.12","1595458.35","1595458.35","8910.08","8910.08","18127067.62","12893079.23","12134662.8","0.0","12893079.23","388409.38","81094.32","469503.7","-2304897.96","-825909.67","-708730.08","0.0","-263412.0","-116276.59","-4219226.3","9143356.63","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","4454.79","4454.79","0.0","171.61","4317.5","144.8","372.29","32.64","2.0","24.0","34.5","0.99","2.39","0.0","0.0","1.16","21.0","95.5","42.76","1415.65","14.35","0.0","47.49","70.52","4181.86","28.5","1.0","0.0","2475.05","0.555592968","48.43","580512579.0","543571690.0","43680580.0","571746393.0","571746393.0","84672240.0","656418633.0","28375.0","0.498577915","1.426444062","69.96","213.11","109.31","32.0","25.0","1.0","3.0","7.0","4.0"
"44024.0","Galion City SD","Crawford","17.0","1.0","8556930.45","6386613.39","1856823.64","1385872.52","109980.35","82085.74","468281.97","349510.37","4164.28","3108.08","94789.6","70747.87","445620.77","332596.79","1524944.03","1524944.03","8693.71","8693.71","13070228.8","10144172.5","9547456.45","0.0","10144172.5","215878.66","86225.66","302104.32","-629453.2","-504433.96","-818460.75","0.0","-31124.0","-80745.95","-2064217.86","8382058.96","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","2139.16","2139.16","0.0","159.05","2011.92","44.5","230.41","23.71","2.75","30.24","14.87","0.59","0.22","3.14","0.0","1.32","0.0","6.0","0.0","626.37","10.37","0.0","17.0","103.3","1894.87","1.0","0.0","0.0","1224.29","0.572322781","74.2","217765333.0","168807627.0","8852440.0","171201740.0","171201740.0","22287840.0","193489580.0","26989.0","0.740316214","1.513642561","86.39","181.95","116.23","6.0","22.0","0.0","0.0","3.0","3.0"
"44032.0","Gallipolis City SD","Gallia","27.0","1.0","6526811.7","6526811.7","1222534.05","1222534.05","102290.3","102290.3","389319.65","389319.65","0.0","0.0","100153.9","100153.9","759495.04","759495.04","1246146.43","1246146.43","7941.38","7941.38","10354692.45","10354692.45","11574911.79","1220219.34","11574911.79","200058.68","26538.56","226597.24","-83818.81","431166.59","-281694.9","0.0","0.0","-52382.25","13270.63","11814779.66","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","2124.6","2124.6","0.0","94.77","2048.78","83.0","233.72","20.0","0.0","29.4","23.0","2.28","0.0","0.0","0.0","2.09","0.0","0.0","0.0","666.5","7.9","0.0","0.0","41.89","2006.89","0.0","0.0","0.0","1131.58","0.532608491","27.51","260936691.0","233612030.0","29724663.0","246304520.0","246304520.0","69588520.0","315893040.0","27764.0","0.554518097","1.310863395","209.74","132.75","43.27","24.0","9.0","3.0","1.0","0.0","2.0"
"44040.0","Garfield Heights City SD","Cuyahoga","18.0","1.0","15115934.06","11349168.75","2616580.13","1964550.08","183399.76","137698.06","1681817.68","1262722.67","19663.87","14763.8","186076.8","139708.01","519750.05","390232.65","2364224.97","2364224.97","17157.57","17157.57","22704604.89","17640226.56","16602566.17","0.0","17640226.56","129467.64","95695.94","225163.58","-22328.22","-393414.0","-2360142.02","0.0","-142986.51","-18729.46","-2937600.21","14927789.93","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","4146.16","4146.66","1.0","103.5","4063.36","27.02","416.71","49.7","4.0","37.9","36.5","0.99","0.0","11.26","0.12","0.19","0.0","28.0","0.0","1112.14","13.42","1.0","226.72","141.09","3715.73","1.5","1.0","35.0","2887.52","0.696348386","97.34","431035695.0","395876543.0","0.0","406331536.0","406331536.0","74487380.0","480818917.0","28263.0","0.647370324","2.240755192","0.0","67.5","343.79","1.0","18.0","1.0","0.0","0.0","2.0"
"44057.0","Geneva Area City SD","Ashtabula","4.0","1.0","6261399.72","6261399.72","702458.34","702458.34","87358.53","87358.53","359895.85","359895.85","28817.02","28817.02","114394.3","114394.3","629582.42","629582.42","777151.36","777151.36","23495.51","23495.51","8984553.05","8984553.05","11363821.24","2379268.19","11363821.24","149947.81","75864.61","225812.42","-16835.46","825467.55","-689136.59","0.0","-7700.0","-6889.48","104906.02","11694539.68","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","2425.26","2425.26","0.0","55.5","2380.86","40.5","199.0","22.8","4.0","8.0","20.0","0.7","0.0","21.41","0.0","5.41","6.5","37.3","15.0","625.18","15.18","0.44","5.0","83.96","2292.15","0.0","0.44","1.0","1210.85","0.499266058","49.35","352396450.0","342030390.0","51788097.0","350882256.0","350882256.0","33791150.0","384673407.0","28789.0","0.457685638","1.15187499","247.91","97.2","92.91","11.0","19.0","0.0","0.0","0.0","1.0"
"44065.0","Girard City SD","Trumbull","78.0","1.0","7388175.14","5660228.37","1415490.75","1084435.71","85681.81","65642.54","417406.46","319783.42","0.0","0.0","83731.65","64148.49","558775.02","428088.69","1075941.66","1075941.66","3918.4","3918.4","11029120.89","8702187.28","8190293.9","0.0","8702187.28","76683.52","0.0","76683.52","-518318.41","296467.5","-395032.94","0.0","-74458.0","-53362.48","-744704.33","8034166.47","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","1750.17","1750.17","0.0","32.3","1724.33","43.0","149.27","13.41","1.0","7.0","22.89","0.0","0.0","2.72","0.0","0.11","0.0","0.0","0.0","479.33","1.13","0.93","17.46","34.02","1674.32","1.0","2.82","0.0","1017.16","0.581177828","23.02","189878088.0","129112437.0","332163.0","138349080.0","138349080.0","8740590.0","147089670.0","25059.0","0.745405505","1.560843427","132.0","78.0","47.11","8.0","5.0","0.0","0.0","0.0","1.0"
"44073.0","Grandview Heights City SD","Franklin","25.0","1.0","483067.62","483067.62","0.0","0.0","28431.77","28431.77","2110.47","2110.47","1149.72","1149.72","58993.0","58993.0","0.0","0.0","49843.76","49843.76","1195.47","1195.47","624791.81","624791.81","1483967.91","859176.1","1483967.91","8299.75","37383.22","45682.97","-6859.06","0.0","-104183.12","-67798.45","-52500.0","-27615.18","-258955.81","1270695.07","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","1068.6","1068.6","0.0","0.0","1068.6","13.6","41.1","11.3","0.0","1.0","13.8","1.86","1.26","0.0","0.0","0.0","4.5","7.0","0.0","297.7","1.0","1.0","20.1","6.0","1047.52","0.0","1.0","0.0","125.7","0.117630545","3.0","301997555.0","274842037.0","0.0","283228446.0","283228446.0","21853990.0","305082437.0","46848.0","0.078613386","0.063941303","0.0","0.0","24.93","0.0","2.0","0.0","0.0","0.0","0.0"
"44081.0","Winton Woods City SD","Hamilton","31.0","1.0","10523585.93","9121112.05","805113.08","697816.0","181426.89","157248.2","1488843.21","1290425.7","212392.27","184086.84","166070.7","143938.54","1119504.05","970308.22","1740020.67","1740020.67","6180.01","6180.01","16243136.81","14311136.23","13469304.68","0.0","14311136.23","90843.81","205138.94","295982.75","-21974.81","58348.97","-2641281.8","0.0","-352467.0","-589.96","-2957964.6","11649154.38","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","3806.12","3806.12","0.0","147.47","3688.14","99.96","324.22","42.22","3.0","48.4","36.57","0.38","0.49","4.29","0.12","0.0","73.8","234.18","71.38","1249.6","24.37","0.46","278.42","119.72","3332.11","25.72","2.23","0.0","2612.71","0.686449718","70.93","584029528.0","470187190.0","640407.0","484963980.0","484963980.0","56666390.0","541630370.0","32066.0","0.496606222","2.177502823","147.21","124.38","387.18","11.0","7.0","0.0","0.0","1.0","0.0"
"44099.0","Greenville City SD","Darke","19.0","1.0","8923220.48","7807941.8","1488845.72","1302760.67","136540.02","119474.41","358867.23","314013.81","10636.83","9307.38","149916.15","131178.72","721757.57","631547.89","1201080.42","1201080.42","265031.56","265031.56","13255895.98","11782336.66","11089258.03","0.0","11782336.66","323095.09","38903.36","361998.45","-17646.72","-2044183.2","-818033.12","0.0","-87332.0","-22302.0","-2989497.04","9154838.07","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","3121.23","3121.23","0.0","0.0","3121.23","71.5","268.36","22.0","4.0","25.8","24.8","64.1","29.84","0.16","33.38","12.74","0.0","17.0","3.0","955.73","34.43","0.0","0.47","132.05","2986.82","2.0","0.0","0.0","1438.0","0.460715808","77.89","408164784.0","397086287.0","39540900.0","412927156.0","412927156.0","51880710.0","464807867.0","26748.0","0.497629157","0.980861058","64.9","410.26","131.2","29.0","29.0","1.0","0.0","2.0","3.0"
"44107.0","Hamilton City SD","Butler","9.0","1.0","43050138.2","34977445.54","9533242.63","7745584.31","654221.25","531542.73","4581432.63","3722329.75","488374.28","396795.12","485306.1","394302.28","2582148.31","2097948.01","6229826.99","6229826.99","564164.42","564164.42","68168854.81","56659939.15","53327001.56","0.0","56659939.15","776586.95","205771.41","982358.36","-63010.16","-474549.2","-3710746.41","0.0","-208570.5","182583.56","-4274292.71","53368004.8","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","10259.28","10259.28","0.0","0.07","10259.22","309.8","926.83","98.8","8.0","66.86","99.14","89.32","36.26","0.92","22.58","83.0","109.0","427.0","33.4","3719.19","29.32","0.0","196.47","387.19","9705.17","19.5","0.0","0.0","7389.39","0.720263995","285.04","968288418.0","837177503.0","1565653.0","840697291.0","840697291.0","230926240.0","1071623531.0","26391.0","0.730415825","2.397312643","160.0","233.06","544.72","85.0","43.0","2.0","1.0","7.0","5.0"
"44115.0","Heath City SD","Licking","45.0","1.0","4154907.69","3291164.72","475269.46","376468.07","58603.55","46420.75","166629.2","131989.49","4746.69","3759.92","79324.75","62834.32","393102.61","311382.47","424989.39","424989.39","335.87","335.87","5757909.21","4649345.0","4375854.13","0.0","4649345.0","107870.98","25306.02","133177.0","-1134015.54","219155.7","-545439.08","0.0","-46716.0","-53.03","-1507067.95","3275454.05","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","1680.45","1680.45","0.0","29.37","1656.95","33.54","79.87","7.0","1.0","17.0","10.69","0.0","0.0","0.0","0.0","0.54","1.5","5.0","4.0","422.14","5.21","0.0","10.74","88.09","1557.0","2.0","1.8","0.0","743.16","0.442238686","57.76","204866232.0","246122307.0","1694043.0","252640960.0","252640960.0","35178060.0","287819020.0","30290.0","0.436477582","0.903763352","83.58","44.0","88.44","12.0","10.0","0.0","0.0","1.0","0.0"
"44123.0","Hillsboro City SD","Highland","36.0","1.0","8909910.29","7880438.34","2454941.41","2171291.72","124461.35","110080.79","685565.16","606353.35","1339.99","1185.16","125498.8","110998.38","996959.89","881768.81","1190789.35","1190789.35","165967.01","165967.01","14655433.25","13118872.91","12347174.5","0.0","13118872.91","187166.37","39927.39","227093.76","-16785.54","-64457.18","-707932.84","0.0","-31500.0","260670.04","-560005.52","12785961.15","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","2647.02","2647.02","0.0","54.07","2603.76","49.0","209.68","26.3","3.0","16.0","23.92","49.51","0.0","8.43","0.0","11.62","1.0","0.0","1.0","792.71","16.98","0.37","0.0","96.32","2507.01","0.0","0.8","0.0","1591.68","0.601310153","66.37","252283399.0","272490280.0","39282650.0","285882180.0","285882180.0","38943800.0","324825980.0","25036.0","0.595553303","1.670853368","180.05","192.77","98.26","14.0","16.0","0.0","0.0","1.0","3.0"
"44131.0","Huron City SD","Erie","22.0","1.0","1547813.49","1547813.49","0.0","0.0","36283.59","36283.59","42067.97","42067.97","1267.73","1267.73","70044.15","70044.15","238540.65","238540.65","199317.48","199317.48","344.02","344.02","2135679.08","2135679.08","2239148.91","103469.83","2239148.91","81448.89","19999.1","101447.99","-13957.02","161877.25","-177578.41","0.0","-60108.0","-66938.21","-156704.39","2183892.51","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","1397.21","1397.21","0.0","52.97","1354.83","19.0","67.65","13.0","0.0","13.0","15.63","0.14","0.0","0.46","0.0","0.12","1.0","3.0","2.0","327.93","0.63","0.0","11.93","13.89","1330.99","1.0","0.0","0.0","405.94","0.29053614","5.02","325008862.0","325813700.0","5772000.0","331679190.0","331679190.0","22446550.0","354125740.0","36300.0","0.198858331","0.390069137","93.25","63.0","27.1","3.0","8.0","2.0","0.0","2.0","2.0"
"44149.0","Ironton City SD","Lawrence","44.0","1.0","5456231.59","5456231.59","840724.74","840724.74","82589.95","82589.95","386701.94","386701.94","496.96","496.96","72656.6","72656.6","660005.77","660005.77","1069231.53","1069231.53","42598.35","42598.35","8611237.43","8611237.43","8179892.04","0.0","8611237.43","106300.61","5654.46","111955.07","-206900.92","405275.41","-308540.05","0.0","0.0","-315426.31","-425591.87","8297600.63","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","1480.94","1480.94","0.0","59.52","1433.32","30.0","124.27","20.0","3.0","28.0","16.85","8.04","3.12","0.0","0.0","6.7","0.0","0.0","1.0","490.2","1.0","0.0","13.04","27.7","1395.84","0.0","0.0","0.0","887.59","0.59934231","21.56","175625567.0","133896970.0","262550.0","140756210.0","140756210.0","43593760.0","184349970.0","25369.0","0.662612465","1.659935219","232.64","164.25","37.86","3.0","14.0","1.0","0.0","0.0","1.0"
"44156.0","Jackson City SD","Jackson","40.0","1.0","8950193.14","8950193.14","2090316.17","2090316.17","122733.84","122733.84","665835.62","665835.62","0.0","0.0","119368.2","119368.2","1113312.58","1113312.58","1338061.25","1338061.25","330.19","330.19","14400150.99","14400150.99","13875739.73","0.0","14400150.99","118202.74","5076.0","123278.74","-16134.17","315329.0","-647790.05","0.0","-35000.0","-67038.55","-450633.77","14072795.96","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","2555.56","2555.56","0.0","84.9","2487.64","43.5","191.4","12.0","0.0","46.37","19.0","0.0","0.0","0.0","0.0","0.37","0.0","0.0","0.0","761.09","14.0","0.0","52.19","53.39","2395.1","0.0","0.0","0.0","1531.11","0.599128958","38.89","278979078.0","247327503.0","34467053.0","260842700.0","260842700.0","48177580.0","309020280.0","29404.0","0.626260244","1.658753632","179.96","122.5","95.3","4.0","10.0","0.0","0.0","4.0","1.0"
"44164.0","Kent City SD","Portage","67.0","1.0","9209116.85","9209116.85","308385.73","308385.73","125291.23","125291.23","320368.56","320368.56","34803.68","34803.68","146832.7","146832.7","766112.16","766112.16","1755387.48","1755387.48","271891.94","271891.94","12938190.33","12938190.33","12445439.38","0.0","12938190.33","218255.82","155911.46","374167.28","-75284.33","1421166.95","-544058.41","-12894.38","-94952.5","959117.35","1653094.68","14965452.29","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","3022.54","3022.54","0.0","0.0","3022.54","12.0","280.16","46.44","3.5","22.0","57.0","49.0","36.65","9.52","30.64","19.71","17.5","29.0","9.0","835.81","13.11","0.0","21.5","67.74","2937.17","0.5","1.0","0.0","1345.38","0.445115697","44.58","509849139.0","476743170.0","3026710.0","368199547.0","486658250.0","377794540.0","864452790.0","27062.0","0.530341843","0.915560578","313.81","82.5","80.79","19.0","16.0","0.0","0.0","4.0","2.0"
"44172.0","Kenton City SD","Hardin","33.0","1.0","6960117.55","5416342.31","1947466.68","1515512.65","101500.2","78987.15","476455.41","370776.15","0.0","0.0","92823.25","72234.77","340459.75","264944.74","963123.07","963123.07","28447.18","28447.18","10910393.09","8710368.02","8197993.43","0.0","8710368.02","189892.69","49684.05","239576.74","-12391.15","233718.68","-414971.35","0.0","0.0","-89220.77","-282864.59","8667080.17","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","1948.65","1948.65","0.0","42.5","1914.65","54.97","161.32","17.4","0.0","21.0","13.0","1.72","0.0","5.46","0.0","18.36","0.0","0.0","0.0","624.8","10.0","0.0","19.2","37.51","1862.74","0.0","0.0","0.0","1142.0","0.58604675","26.0","187918289.0","187496597.0","38122067.0","196450090.0","196450090.0","23409180.0","219859270.0","26445.0","0.632757273","1.58710547","165.52","120.4","61.2","18.0","21.0","0.0","0.0","0.0","0.0"
