"District IRN","District Name","County","No. Third graders enrolled at end of school year and accountable to district","Perc. Exempt from TGRG promotion threshold","No. Subject to TGRG promotion threshold","Perc. Met promotion threshold","No. Did not meet promotion threshold"
"047886","Madison Local","Lake","222.0","0.05405405405405406","210.0","0.9809523809523809","0.01904761904761905"
"045492","Mentor Exempted Village","Lake","527.0","0.03795066413662239","507.0","1.0","0.0"
"044628","Painesville City Local","Lake","231.0","0.047619047619047616","220.0","0.9318181818181818","0.06818181818181818"
"047902","Perry Local","Lake","111.0","0.02702702702702703","108.0","1.0","0.0"
"047894","Riverside Local","Lake","343.0","0.04956268221574344","326.0","0.9846625766871165","0.015337423312883436"
"045088","Wickliffe City","Lake","107.0","0.018691588785046728","105.0","0.9904761904761905","0.009523809523809525"
"045104","Willoughby-Eastlake City","Lake","600.0","0.016666666666666666","590.0","0.9779661016949153","0.022033898305084745"
"045294","Chesapeake Union Exempted Village","Lawrence","116.0","0.15517241379310345","98.0","0.9897959183673469","0.01020408163265306"
"047928","Dawson-Bryant Local","Lawrence","92.0","0.021739130434782608","90.0","0.9777777777777777","0.022222222222222223"
"047936","Fairland Local","Lawrence","134.0","0.029850746268656716","130.0","0.9923076923076923","0.007692307692307693"
"044149","Ironton City","Lawrence","114.0","0.06140350877192982","107.0","1.0","0.0"
"047944","Rock Hill Local","Lawrence","105.0","0.05714285714285714","99.0","0.9696969696969697","0.030303030303030304"
"047951","South Point Local","Lawrence","113.0","0.02654867256637168","110.0","0.9272727272727272","0.07272727272727272"
"047969","Symmes Valley Local","Lawrence","61.0","0.08196721311475409","56.0","1.0","0.0"
"045393","Granville Exempted Village","Licking","165.0","0.030303030303030304","160.0","1.0","0.0"
"044115","Heath City","Licking","112.0","0.017857142857142856","110.0","0.990909090909091","0.00909090909090909"
"047985","Johnstown-Monroe Local","Licking","127.0","0.015748031496062992","125.0","0.984","0.016"
"047993","Lakewood Local","Licking","131.0","0.03816793893129771","126.0","0.9841269841269841","0.015873015873015872"
"048009","Licking Heights Local","Licking","292.0","0.0684931506849315","272.0","0.9889705882352942","0.011029411764705883"
"048017","Licking Valley Local","Licking","133.0","0.022556390977443608","130.0","1.0","0.0"
"044453","Newark City","Licking","502.0","0.045816733067729085","479.0","0.954070981210856","0.04592901878914405"
"048025","North Fork Local","Licking","97.0","0.041237113402061855","93.0","0.967741935483871","0.03225806451612903"
"048033","Northridge Local","Licking","98.0","0.030612244897959183","95.0","1.0","0.0"
"048041","Southwest Licking Local","Licking","279.0","0.07885304659498207","257.0","0.9961089494163424","0.0038910505836575876"
"043588","Bellefontaine City","Logan","169.0","0.08875739644970414","154.0","1.0","0.0"
"048074","Benjamin Logan Local","Logan","150.0","0.10666666666666667","134.0","1.0","0.0"
"048082","Indian Lake Local","Logan","115.0","0.043478260869565216","110.0","0.990909090909091","0.00909090909090909"
"048090","Riverside Local","Logan","45.0","0.022222222222222223","44.0","1.0","0.0"
"045195","Amherst Exempted Village","Lorain","244.0","0.06147540983606557","229.0","0.9956331877729258","0.004366812227074236"
"048124","Avon Lake City","Lorain","270.0","0.018518518518518517","265.0","0.9962264150943396","0.0037735849056603774"
"048116","Avon Local","Lorain","359.0","0.03064066852367688","348.0","0.9971264367816092","0.0028735632183908046"
"048132","Clearview Local","Lorain","115.0","0.02608695652173913","112.0","0.9285714285714286","0.07142857142857142"
"048140","Columbia Local","Lorain","52.0","0.0","52.0","1.0","0.0"
"043943","Elyria City","Lorain","433.0","0.12240184757505773","380.0","0.9763157894736842","0.02368421052631579"
"048157","Firelands Local","Lorain","116.0","0.02586206896551724","113.0","1.0","0.0"
"048165","Keystone Local","Lorain","111.0","0.06306306306306306","104.0","0.9903846153846154","0.009615384615384616"
"044263","Lorain City","Lorain","417.0","0.08633093525179857","381.0","0.9238845144356955","0.07611548556430446"
"048173","Midview Local","Lorain","212.0","0.05188679245283019","201.0","0.9850746268656716","0.014925373134328358"
"044537","North Ridgeville City","Lorain","295.0","0.05084745762711865","280.0","0.9928571428571429","0.007142857142857143"
"044594","Oberlin City","Lorain","70.0","0.014285714285714285","69.0","0.9565217391304348","0.043478260869565216"
"044768","Sheffield-Sheffield Lake City","Lorain","117.0","0.03418803418803419","113.0","1.0","0.0"
"045658","Wellington Exempted Village","Lorain","76.0","0.10526315789473684","68.0","1.0","0.0"
"048207","Anthony Wayne Local","Lucas","340.0","0.01764705882352941","334.0","1.0","0.0"
"044362","Maumee City","Lucas","201.0","0.029850746268656716","195.0","0.9897435897435898","0.010256410256410256"
"044602","Oregon City","Lucas","272.0","0.014705882352941176","268.0","0.9888059701492538","0.011194029850746268"
"048215","Ottawa Hills Local","Lucas","67.0","0.014925373134328358","66.0","1.0","0.0"
"048223","Springfield Local","Lucas","267.0","0.0299625468164794","259.0","0.9884169884169884","0.011583011583011582"
"044875","Sylvania City","Lucas","493.0","0.032454361054766734","477.0","0.9958071278825996","0.0041928721174004195"
"044909","Toledo City","Lucas","1567.0","0.03765156349712827","1508.0","0.9263925729442971","0.07360742705570292"
"048231","Washington Local","Lucas","475.0","0.05052631578947368","451.0","0.9578713968957872","0.04212860310421286"
"048256","Jefferson Local","Madison","96.0","0.020833333333333332","94.0","0.9574468085106383","0.0425531914893617"
"048264","Jonathan Alder Local","Madison","193.0","0.06217616580310881","181.0","0.9779005524861878","0.022099447513812154"
"044255","London City","Madison","137.0","0.0072992700729927005","136.0","0.9117647058823529","0.08823529411764706"
"048272","Madison-Plains Local","Madison","85.0","0.08235294117647059","78.0","1.0","0.0"
"048298","Austintown Local","Mahoning","369.0","0.04878048780487805","351.0","0.9914529914529915","0.008547008547008548"
"048306","Boardman Local","Mahoning","308.0","0.04220779220779221","295.0","0.9966101694915255","0.003389830508474576"
"043703","Campbell City","Mahoning","91.0","0.12087912087912088","80.0","0.9625","0.0375"
"048314","Canfield Local","Mahoning","203.0","0.019704433497536946","199.0","1.0","0.0"
"048322","Jackson-Milton Local","Mahoning","51.0","0.0196078431372549","50.0","1.0","0.0"
"048330","Lowellville Local","Mahoning","45.0","0.0","45.0","1.0","0.0"
"048348","Poland Local","Mahoning","149.0","0.0","149.0","0.9932885906040269","0.006711409395973154"
"048355","Sebring Local","Mahoning","47.0","0.14893617021276595","40.0","0.975","0.025"
"048363","South Range Local","Mahoning","92.0","0.05434782608695652","87.0","1.0","0.0"
"048371","Springfield Local","Mahoning","72.0","0.041666666666666664","69.0","1.0","0.0"
"044859","Struthers City","Mahoning","116.0","0.04310344827586207","111.0","0.9819819819819819","0.018018018018018018"
"048389","West Branch Local","Mahoning","147.0","0.05442176870748299","139.0","1.0","0.0"
"048397","Western Reserve Local","Mahoning","52.0","0.0","52.0","1.0","0.0"
"045161","Youngstown City","Mahoning","355.0","0.2112676056338028","280.0","0.875","0.125"
"048413","Elgin Local","Marion","75.0","0.05333333333333334","71.0","1.0","0.0"
"044339","Marion City","Marion","304.0","0.09868421052631579","274.0","0.9416058394160584","0.058394160583941604"
"048421","Pleasant Local","Marion","85.0","0.058823529411764705","80.0","0.9875","0.0125"
"048439","Ridgedale Local","Marion","58.0","0.05172413793103448","55.0","0.9454545454545454","0.05454545454545454"
"048447","River Valley Local","Marion","156.0","0.03205128205128205","151.0","0.9867549668874173","0.013245033112582781"
"048462","Black River Local","Medina","70.0","0.05714285714285714","66.0","1.0","0.0"
"043661","Brunswick City","Medina","502.0","0.00796812749003984","498.0","1.0","0.0"
"048470","Buckeye Local","Medina","157.0","0.06369426751592357","147.0","1.0","0.0"
"048488","Cloverleaf Local","Medina","173.0","0.005780346820809248","172.0","1.0","0.0"
"048496","Highland Local","Medina","230.0","0.034782608695652174","222.0","0.9954954954954955","0.0045045045045045045"
"044388","Medina City","Medina","528.0","0.02462121212121212","515.0","0.9980582524271845","0.001941747572815534"
"044974","Wadsworth City","Medina","347.0","0.02881844380403458","337.0","0.9970326409495549","0.002967359050445104"
"048512","Eastern Local","Meigs","53.0","0.03773584905660377","51.0","1.0","0.0"
"048520","Meigs Local","Meigs","123.0","0.024390243902439025","120.0","0.9166666666666666","0.08333333333333333"
"048538","Southern Local","Meigs","47.0","0.02127659574468085","46.0","0.9565217391304348","0.043478260869565216"
"043729","Celina City","Mercer","192.0","0.036458333333333336","185.0","1.0","0.0"
"045310","Coldwater Exempted Village","Mercer","113.0","0.0","113.0","1.0","0.0"
"048595","Fort Recovery Local","Mercer","71.0","0.09859154929577464","64.0","0.984375","0.015625"
"048553","Marion Local","Mercer","76.0","0.0","76.0","1.0","0.0"
"048579","Parkway Local","Mercer","78.0","0.038461538461538464","75.0","1.0","0.0"
"048587","St Henry Consolidated Local","Mercer","66.0","0.0","66.0","1.0","0.0"
"048611","Bethel Local","Miami","76.0","0.0","76.0","1.0","0.0"
"045229","Bradford Exempted Village","Miami","35.0","0.02857142857142857","34.0","1.0","0.0"
"045336","Covington Exempted Village","Miami","66.0","0.030303030303030304","64.0","0.984375","0.015625"
"048629","Miami East Local","Miami","99.0","0.04040404040404041","95.0","1.0","0.0"
"045518","Milton-Union Exempted Village","Miami","113.0","0.008849557522123894","112.0","1.0","0.0"
"048637","Newton Local","Miami","46.0","0.15217391304347827","39.0","1.0","0.0"
"044644","Piqua City","Miami","283.0","0.038869257950530034","272.0","0.9926470588235294","0.007352941176470588"
"045617","Tipp City Exempted Village","Miami","187.0","0.0481283422459893","178.0","1.0","0.0"
"044925","Troy City","Miami","289.0","0.058823529411764705","272.0","1.0","0.0"
"048652","Switzerland of Ohio Local","Monroe","163.0","0.049079754601226995","155.0","0.9225806451612903","0.07741935483870968"
"048678","Brookville Local","Montgomery","93.0","0.010752688172043012","92.0","1.0","0.0"
"043737","Centerville City","Montgomery","548.0","0.020072992700729927","537.0","0.9851024208566108","0.0148975791433892"
"043844","Dayton City","Montgomery","970.0","0.15670103092783505","818.0","0.8361858190709046","0.16381418092909536"
"048751","Huber Heights City","Montgomery","418.0","0.10526315789473684","374.0","0.9438502673796791","0.05614973262032086"
"048686","Jefferson Township Local","Montgomery","19.0","0.05263157894736842","18.0","1.0","0.0"
"044180","Kettering City","Montgomery","570.0","0.03684210526315789","549.0","0.9927140255009107","0.007285974499089253"
"048702","Mad River Local","Montgomery","223.0","0.04035874439461883","214.0","0.9299065420560748","0.07009345794392523"
"044396","Miamisburg City","Montgomery","421.0","0.03800475059382423","405.0","0.9975308641975309","0.0024691358024691358"
"048710","New Lebanon Local","Montgomery","84.0","0.011904761904761904","83.0","1.0","0.0"
"048728","Northmont City","Montgomery","370.0","0.043243243243243246","354.0","0.9971751412429378","0.002824858757062147"
"048736","Northridge Local","Montgomery","117.0","0.042735042735042736","112.0","0.8571428571428571","0.14285714285714285"
"044586","Oakwood City","Montgomery","138.0","0.007246376811594203","137.0","1.0","0.0"
"048694","Trotwood-Madison City","Montgomery","115.0","0.05217391304347826","109.0","0.8623853211009175","0.13761467889908258"
"048744","Valley View Local","Montgomery","124.0","0.056451612903225805","117.0","0.9914529914529915","0.008547008547008548"
"044958","Vandalia-Butler City","Montgomery","196.0","0.04591836734693878","187.0","1.0","0.0"
"045054","West Carrollton City","Montgomery","289.0","0.04152249134948097","277.0","0.924187725631769","0.07581227436823104"
"048777","Morgan Local","Morgan","142.0","0.035211267605633804","137.0","0.9781021897810219","0.021897810218978103"
"048793","Cardington-Lincoln Local","Morrow","70.0","0.0","70.0","0.9857142857142858","0.014285714285714285"
"048801","Highland Local","Morrow","127.0","0.007874015748031496","126.0","0.9761904761904762","0.023809523809523808"
"045534","Mount Gilead Exempted Village","Morrow","87.0","0.034482758620689655","84.0","0.9642857142857143","0.03571428571428571"
"048819","Northmor Local","Morrow","61.0","0.04918032786885246","58.0","0.9827586206896551","0.017241379310344827"
"048835","East Muskingum Local","Muskingum","178.0","0.011235955056179775","176.0","1.0","0.0"
"048843","Franklin Local","Muskingum","164.0","0.06097560975609756","154.0","0.974025974025974","0.025974025974025976"
"048850","Maysville Local","Muskingum","155.0","0.03225806451612903","150.0","0.9933333333333333","0.006666666666666667"
"048876","Tri-Valley Local","Muskingum","233.0","0.034334763948497854","225.0","1.0","0.0"
"048884","West Muskingum Local","Muskingum","108.0","0.05555555555555555","102.0","1.0","0.0"
"045179","Zanesville City","Muskingum","281.0","0.16370106761565836","235.0","0.9234042553191489","0.07659574468085106"
"045252","Caldwell Exempted Village","Noble","62.0","0.08064516129032258","57.0","1.0","0.0"
"048900","Noble Local","Noble","62.0","0.04838709677419355","59.0","1.0","0.0"
"048926","Benton Carroll Salem Local","Ottawa","120.0","0.05","114.0","1.0","0.0"
"048934","Danbury Local","Ottawa","37.0","0.10810810810810811","33.0","1.0","0.0"
"048942","Genoa Area Local","Ottawa","90.0","0.05555555555555555","85.0","0.9764705882352941","0.023529411764705882"
"044651","Port Clinton City","Ottawa","122.0","0.040983606557377046","117.0","0.9572649572649573","0.042735042735042736"
"048975","Put-In-Bay Local","Ottawa","--","--","--","--","--"
"048991","Antwerp Local","Paulding","50.0","0.02","49.0","1.0","0.0"
"045575","Paulding Exempted Village","Paulding","96.0","0.09375","87.0","0.9770114942528736","0.022988505747126436"
"049031","Wayne Trace Local","Paulding","72.0","0.06944444444444445","67.0","1.0","0.0"
"045351","Crooksville Exempted Village","Perry","85.0","0.07058823529411765","79.0","1.0","0.0"
"044479","New Lexington City","Perry","144.0","0.013888888888888888","142.0","0.9014084507042254","0.09859154929577464"
"049056","Northern Local","Perry","135.0","0.044444444444444446","129.0","1.0","0.0"
"049064","Southern Local","Perry","54.0","0.09259259259259259","49.0","0.9795918367346939","0.02040816326530612"
"043760","Circleville City","Pickaway","147.0","0.12244897959183673","129.0","0.9689922480620154","0.031007751937984496"
"049080","Logan Elm Local","Pickaway","111.0","0.06306306306306306","104.0","1.0","0.0"
"049098","Teays Valley Local","Pickaway","261.0","0.019157088122605363","256.0","0.98828125","0.01171875"
"049106","Westfall Local","Pickaway","90.0","0.1111111111111111","80.0","0.9875","0.0125"
"049122","Eastern Local","Pike","61.0","0.08196721311475409","56.0","0.8928571428571429","0.10714285714285714"
"049130","Scioto Valley Local","Pike","105.0","0.14285714285714285","90.0","0.8555555555555555","0.14444444444444443"
"049148","Waverly City","Pike","129.0","0.05426356589147287","122.0","0.8934426229508197","0.10655737704918032"
"049155","Western Local","Pike","53.0","0.1320754716981132","46.0","0.8043478260869565","0.1956521739130435"
"049171","Aurora City","Portage","199.0","0.0","199.0","1.0","0.0"
"049189","Crestwood Local","Portage","123.0","0.08130081300813008","113.0","0.9911504424778761","0.008849557522123894"
"049197","Field Local","Portage","184.0","0.03804347826086957","177.0","0.9774011299435028","0.022598870056497175"
"049205","James A Garfield Local","Portage","117.0","0.03418803418803419","113.0","1.0","0.0"
"044164","Kent City","Portage","180.0","0.05","171.0","1.0","0.0"
"044685","Ravenna City","Portage","190.0","0.09473684210526316","172.0","0.9883720930232558","0.011627906976744186"
"049213","Rootstown Local","Portage","90.0","0.03333333333333333","87.0","1.0","0.0"
"049221","Southeast Local","Portage","101.0","0.06930693069306931","94.0","1.0","0.0"
"049239","Streetsboro City","Portage","152.0","0.06578947368421052","142.0","0.9788732394366197","0.02112676056338028"
"049247","Waterloo Local","Portage","89.0","0.033707865168539325","86.0","0.9651162790697675","0.03488372093023256"
"045666","Windham Exempted Village","Portage","38.0","0.02631578947368421","37.0","0.972972972972973","0.02702702702702703"
"064964","College Corner Local","Preble","12.0","0.0","12.0","0.0","1.0"
"043935","Eaton Community City","Preble","160.0","0.03125","155.0","0.9806451612903225","0.01935483870967742"
"049270","National Trail Local","Preble","81.0","0.037037037037037035","78.0","1.0","0.0"
"049288","Preble Shawnee Local","Preble","100.0","0.07","93.0","1.0","0.0"
"091397","Tri-County North Local","Preble","71.0","0.0","71.0","0.9859154929577465","0.014084507042253521"
"049296","Twin Valley Community Local","Preble","56.0","0.05357142857142857","53.0","1.0","0.0"
"049312","Columbus Grove Local","Putnam","62.0","0.016129032258064516","61.0","1.0","0.0"
"049320","Continental Local","Putnam","28.0","0.10714285714285714","25.0","1.0","0.0"
"049338","Jennings Local","Putnam","24.0","0.0","24.0","1.0","0.0"
"049346","Kalida Local","Putnam","54.0","0.0","54.0","1.0","0.0"
"049353","Leipsic Local","Putnam","46.0","0.043478260869565216","44.0","1.0","0.0"
"049361","Miller City-New Cleveland Local","Putnam","31.0","0.0","31.0","1.0","0.0"
"049379","Ottawa-Glandorf Local","Putnam","113.0","0.008849557522123894","112.0","1.0","0.0"
"049387","Ottoville Local","Putnam","32.0","0.0","32.0","1.0","0.0"
"049395","Pandora-Gilboa Local","Putnam","41.0","0.0","41.0","1.0","0.0"
"049411","Clear Fork Valley Local","Richland","117.0","0.0","117.0","0.9914529914529915","0.008547008547008548"
"049429","Crestview Local","Richland","76.0","0.039473684210526314","73.0","1.0","0.0"
"049437","Lexington Local","Richland","151.0","0.019867549668874173","148.0","1.0","0.0"
"049445","Lucas Local","Richland","51.0","0.0","51.0","1.0","0.0"
"049452","Madison Local","Richland","200.0","0.085","183.0","1.0","0.0"
"044297","Mansfield City","Richland","254.0","0.12598425196850394","222.0","0.9369369369369369","0.06306306306306306"
"049478","Ontario Local","Richland","147.0","0.034013605442176874","142.0","1.0","0.0"
"049460","Plymouth-Shiloh Local","Richland","62.0","0.04838709677419355","59.0","0.9830508474576272","0.01694915254237288"
"044776","Shelby City","Richland","121.0","0.0743801652892562","112.0","0.9910714285714286","0.008928571428571428"
"049494","Adena Local","Ross","88.0","0.0","88.0","0.9772727272727273","0.022727272727272728"
"043745","Chillicothe City","Ross","187.0","0.0374331550802139","180.0","0.95","0.05"
"049502","Huntington Local","Ross","104.0","0.038461538461538464","100.0","1.0","0.0"
"049510","Paint Valley Local","Ross","57.0","0.017543859649122806","56.0","0.9821428571428571","0.017857142857142856"
"049528","Southeastern Local","Ross","100.0","0.02","98.0","0.9897959183673469","0.01020408163265306"
"049536","Union-Scioto Local","Ross","149.0","0.026845637583892617","145.0","0.9862068965517241","0.013793103448275862"
"049544","Zane Trace Local","Ross","117.0","0.03418803418803419","113.0","0.9823008849557522","0.017699115044247787"
"045302","Clyde-Green Springs Exempted Village","Sandusky","161.0","0.006211180124223602","160.0","1.0","0.0"
"044016","Fremont City","Sandusky","331.0","0.04833836858006042","315.0","0.9936507936507937","0.006349206349206349"
"045385","Gibsonburg Exempted Village","Sandusky","76.0","0.06578947368421052","71.0","1.0","0.0"
"049569","Lakota Local","Sandusky","84.0","0.09523809523809523","76.0","1.0","0.0"
"049577","Woodmore Local","Sandusky","58.0","0.05172413793103448","55.0","1.0","0.0"
"049593","Bloom-Vernon Local","Scioto","70.0","0.07142857142857142","65.0","0.9846153846153847","0.015384615384615385"
"049601","Clay Local","Scioto","44.0","0.045454545454545456","42.0","0.9761904761904762","0.023809523809523808"
"049619","Green Local","Scioto","34.0","0.029411764705882353","33.0","0.8787878787878788","0.12121212121212122"
"049627","Minford Local","Scioto","87.0","0.04597701149425287","83.0","1.0","0.0"
"044461","New Boston Local","Scioto","34.0","0.08823529411764706","31.0","1.0","0.0"
"049635","Northwest Local","Scioto","136.0","0.03676470588235294","131.0","0.9618320610687023","0.03816793893129771"
"044669","Portsmouth City","Scioto","125.0","0.064","117.0","0.8974358974358975","0.10256410256410256"
"049643","Valley Local","Scioto","73.0","0.0547945205479452","69.0","0.9855072463768116","0.014492753623188406"
"049650","Washington-Nile Local","Scioto","112.0","0.026785714285714284","109.0","0.9908256880733946","0.009174311926605505"
"049668","Wheelersburg Local","Scioto","109.0","0.045871559633027525","104.0","1.0","0.0"
"049692","Bettsville Local","Seneca","--","--","--","--","--"
"043992","Fostoria City","Seneca","126.0","0.11904761904761904","111.0","0.963963963963964","0.036036036036036036"
"049700","Hopewell-Loudon Local","Seneca","73.0","0.0684931506849315","68.0","1.0","0.0"
"049718","New Riegel Local","Seneca","24.0","0.041666666666666664","23.0","1.0","0.0"
"049726","Old Fort Local","Seneca","33.0","0.0","33.0","1.0","0.0"
"049684","Seneca East Local","Seneca","71.0","0.056338028169014086","67.0","1.0","0.0"
"044891","Tiffin City","Seneca","195.0","0.035897435897435895","188.0","0.9946808510638298","0.005319148936170213"
"049759","Anna Local","Shelby","94.0","0.0425531914893617","90.0","1.0","0.0"
"049767","Botkins Local","Shelby","42.0","0.023809523809523808","41.0","1.0","0.0"
"049775","Fairlawn Local","Shelby","42.0","0.0","42.0","1.0","0.0"
"049783","Fort Loramie Local","Shelby","56.0","0.0","56.0","1.0","0.0"
"049791","Hardin-Houston Local","Shelby","72.0","0.041666666666666664","69.0","1.0","0.0"
"049809","Jackson Center Local","Shelby","42.0","0.047619047619047616","40.0","1.0","0.0"
"049817","Russia Local","Shelby","27.0","0.0","27.0","1.0","0.0"
"044784","Sidney City","Shelby","242.0","0.07024793388429752","225.0","0.9955555555555555","0.0044444444444444444"
"043497","Alliance City","Stark","204.0","0.10784313725490197","182.0","0.989010989010989","0.01098901098901099"
"043711","Canton City","Stark","629.0","0.0397456279809221","604.0","0.8890728476821192","0.11092715231788079"
"049833","Canton Local","Stark","120.0","0.025","117.0","0.9658119658119658","0.03418803418803419"
"049841","Fairless Local","Stark","122.0","0.04918032786885246","116.0","1.0","0.0"
"049858","Jackson Local","Stark","412.0","0.03155339805825243","399.0","0.9974937343358395","0.002506265664160401"
"049866","Lake Local","Stark","257.0","0.08171206225680934","236.0","0.9957627118644068","0.00423728813559322"
"049874","Louisville City","Stark","212.0","0.03773584905660377","204.0","1.0","0.0"
"049882","Marlington Local","Stark","149.0","0.013422818791946308","147.0","0.9931972789115646","0.006802721088435374"
"044354","Massillon City","Stark","259.0","0.05019305019305019","246.0","1.0","0.0"
"049890","Minerva Local","Stark","133.0","0.06766917293233082","124.0","0.9516129032258065","0.04838709677419355"
"044503","North Canton City","Stark","281.0","0.017793594306049824","276.0","0.9710144927536232","0.028985507246376812"
"049908","Northwest Local","Stark","148.0","0.0472972972972973","141.0","1.0","0.0"
"049916","Osnaburg Local","Stark","64.0","0.015625","63.0","0.9523809523809523","0.047619047619047616"
"049924","Perry Local","Stark","344.0","0.03197674418604651","333.0","0.996996996996997","0.003003003003003003"
"049932","Plain Local","Stark","402.0","0.029850746268656716","390.0","0.9948717948717949","0.005128205128205128"
"049940","Sandy Valley Local","Stark","102.0","0.0392156862745098","98.0","0.9897959183673469","0.01020408163265306"
"049957","Tuslaw Local","Stark","96.0","0.020833333333333332","94.0","1.0","0.0"
"043489","Akron City","Summit","1495.0","0.11304347826086956","1326.0","0.9871794871794872","0.01282051282051282"
"043539","Barberton City","Summit","257.0","0.08560311284046693","235.0","0.9957446808510638","0.00425531914893617"
"049981","Copley-Fairlawn City","Summit","197.0","0.030456852791878174","191.0","0.9947643979057592","0.005235602094240838"
"049999","Coventry Local","Summit","144.0","0.06944444444444445","134.0","0.9850746268656716","0.014925373134328358"
"043836","Cuyahoga Falls City","Summit","335.0","0.07462686567164178","310.0","0.9967741935483871","0.0032258064516129032"
"050013","Green Local","Summit","312.0","0.019230769230769232","306.0","1.0","0.0"
"050021","Hudson City","Summit","342.0","0.03216374269005848","331.0","1.0","0.0"
"050005","Manchester Local","Summit","86.0","0.06976744186046512","80.0","1.0","0.0"
"050039","Mogadore Local","Summit","63.0","0.047619047619047616","60.0","0.9833333333333333","0.016666666666666666"
"050047","Nordonia Hills City","Summit","253.0","0.08300395256916997","232.0","0.978448275862069","0.021551724137931036"
"044552","Norton City","Summit","171.0","0.011695906432748537","169.0","1.0","0.0"
"050054","Revere Local","Summit","187.0","0.0","187.0","1.0","0.0"
"050062","Springfield Local","Summit","128.0","0.09375","116.0","0.9655172413793104","0.034482758620689655"
"044834","Stow-Munroe Falls City","Summit","348.0","0.10344827586206896","312.0","0.9967948717948718","0.003205128205128205"
"044883","Tallmadge City","Summit","161.0","0.012422360248447204","159.0","0.9685534591194969","0.031446540880503145"
"050070","Twinsburg City","Summit","309.0","0.016181229773462782","304.0","1.0","0.0"
"049973","Woodridge Local","Summit","144.0","0.020833333333333332","141.0","0.9858156028368794","0.014184397163120567"
"050096","Bloomfield-Mespo Local","Trumbull","25.0","0.0","25.0","1.0","0.0"
"050112","Bristol Local","Trumbull","44.0","0.06818181818181818","41.0","1.0","0.0"
"050120","Brookfield Local","Trumbull","89.0","0.02247191011235955","87.0","0.9885057471264368","0.011494252873563218"
"050138","Champion Local","Trumbull","111.0","0.009009009009009009","110.0","1.0","0.0"
"044065","Girard City","Trumbull","119.0","0.03361344537815126","115.0","0.991304347826087","0.008695652173913044"
"050161","Howland Local","Trumbull","208.0","0.009615384615384616","206.0","1.0","0.0"
"045427","Hubbard Exempted Village","Trumbull","151.0","0.026490066225165563","147.0","0.9863945578231292","0.013605442176870748"
"050179","Joseph Badger Local","Trumbull","67.0","0.014925373134328358","66.0","1.0","0.0"
"050245","LaBrae Local","Trumbull","93.0","0.08602150537634409","85.0","0.9294117647058824","0.07058823529411765"
"050187","Lakeview Local","Trumbull","112.0","0.0625","105.0","1.0","0.0"
"050195","Liberty Local","Trumbull","66.0","0.07575757575757576","61.0","1.0","0.0"
"050203","Lordstown Local","Trumbull","34.0","0.11764705882352941","30.0","1.0","0.0"
"050211","Maplewood Local","Trumbull","48.0","0.0","48.0","1.0","0.0"
"050153","Mathews Local","Trumbull","58.0","0.0","58.0","1.0","0.0"
"050229","McDonald Local","Trumbull","59.0","0.01694915254237288","58.0","1.0","0.0"
"045567","Newton Falls Exempted Village","Trumbull","70.0","0.08571428571428572","64.0","0.984375","0.015625"
"044495","Niles City","Trumbull","177.0","0.096045197740113","160.0","0.98125","0.01875"
"050237","Southington Local","Trumbull","36.0","0.0","36.0","0.9444444444444444","0.05555555555555555"
"044990","Warren City","Trumbull","363.0","0.07988980716253444","334.0","0.7964071856287425","0.20359281437125748"
"050252","Weathersfield Local","Trumbull","68.0","0.0","68.0","1.0","0.0"
"043778","Claymont City","Tuscarawas","154.0","0.032467532467532464","149.0","1.0","0.0"
"043893","Dover City","Tuscarawas","189.0","0.026455026455026454","184.0","1.0","0.0"
"050278","Garaway Local","Tuscarawas","89.0","0.02247191011235955","87.0","1.0","0.0"
"050286","Indian Valley Local","Tuscarawas","154.0","0.012987012987012988","152.0","1.0","0.0"
"044487","New Philadelphia City","Tuscarawas","199.0","0.04020100502512563","191.0","1.0","0.0"
"045542","Newcomerstown Exempted Village","Tuscarawas","61.0","0.0","61.0","1.0","0.0"
"050294","Strasburg-Franklin Local","Tuscarawas","44.0","0.06818181818181818","41.0","1.0","0.0"
"050302","Tuscarawas Valley Local","Tuscarawas","87.0","0.09195402298850575","79.0","0.9873417721518988","0.012658227848101266"
"050328","Fairbanks Local","Union","83.0","0.04819277108433735","79.0","1.0","0.0"
"045476","Marysville Exempted Village","Union","416.0","0.08653846153846154","380.0","1.0","0.0"
"050336","North Union Local","Union","110.0","0.02727272727272727","107.0","1.0","0.0"
"050351","Crestview Local","Van Wert","61.0","0.03278688524590164","59.0","1.0","0.0"
"050369","Lincolnview Local","Van Wert","61.0","0.04918032786885246","58.0","0.9310344827586207","0.06896551724137931"
"044966","Van Wert City","Van Wert","152.0","0.02631578947368421","148.0","0.9864864864864865","0.013513513513513514"
"050393","Vinton County Local","Vinton","144.0","0.08333333333333333","132.0","0.9621212121212122","0.03787878787878788"
"050419","Carlisle Local","Warren","116.0","0.0603448275862069","109.0","0.9908256880733946","0.009174311926605505"
"044008","Franklin City","Warren","216.0","0.09259259259259259","196.0","0.9795918367346939","0.02040816326530612"
"050435","Kings Local","Warren","274.0","0.0364963503649635","264.0","0.9962121212121212","0.003787878787878788"
"044214","Lebanon City","Warren","400.0","0.035","386.0","0.9974093264248705","0.0025906735751295338"
"050443","Little Miami Local","Warren","317.0","0.006309148264984227","315.0","0.9968253968253968","0.0031746031746031746"
