"Sponsor IRN","Sponsor Name","School IRN","School Name","1998-1999","1999-2000","2000-2001","2001-2002","2002-2003","2003-2004","2004-2005","2005-2006","2006-2007","2007-2008","2008-2009","2009-2010","2010-2011","2011-2012","2012-2013"
"008316","Richland Academy","000420","Columbus Bilingual Academy","NA","NA","NA","NA","NA","NA","111.6","153.14","136.74","90.04","51.06","163.57","192.10999999999999","121.16000000000001","96.55"
"008316","Richland Academy","000781","Cincinnati Speech & Reading Intervention Center","NA","NA","NA","NA","NA","NA","NA","167.99","150.92","177.8","130.27","138.89999999999998","274.88","239.26","228.33999999999997"
"008316","Richland Academy","010036","Cesar Chavez College Preparatory School","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","40.25","44.91","85.38","58.870000000000005","47.47"
"008316","Richland Academy","011468","Columbus Bilingual Academy-North","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","111.15","86.47","135.7"
"008316","Richland Academy","011985","Theodore Roosevelt Public Community School","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","194.41000000000003","259.8","200.38"
"008316","Richland Academy","012002","College Hill Leadership Academy","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","66.09","111.41","85.67999999999999"
"008316","Richland Academy","012624","Accelerated Achievement Academy of East Cincinnati","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","81.42","184.04"
"008316","Richland Academy","012626","Dow Leadership Institute, The","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","59.81","100.28999999999999"
"008316","Richland Academy","012628","Imagine Integrity Academy","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","67.21000000000001","113.36"
"008316","Richland Academy","012629","Great Expectations Elementary School","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","78.34","173.48000000000002"
"008316","Richland Academy","012631","Impact Academy Cincinnati","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","47.230000000000004","96.86000000000001"
"012931","Office of School Sponsorship","007984","Youngstown Academy of Excellence","NA","NA","NA","NA","NA","NA","NA","107.51","221.04","170.27","207.75","186.9","136.34","196.78","204.87"
"012931","Office of School Sponsorship","013232","A+ Children's Academy","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","77.82"
"012931","Office of School Sponsorship","013240","Cincinnati State STEM Academy","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","172.69"
"012931","Office of School Sponsorship","133348","Richard Allen Preparatory","NA","NA","200.39","215.47","221.66","210.24","225.17","163.44","92.25","48.63","39.42","204.07999999999998","223.68","220.76","217.43"
"012931","Office of School Sponsorship","133736","Richard Allen Academy","NA","112.5","135.64","209.1","219.94","218.75","218.76","189.99","185.21","190.62","195.51","116.77","119.55999999999999","116.64","101.4"
"012931","Office of School Sponsorship","143560","Richard Allen Academy II","NA","NA","NA","NA","229.64","318.92","384.5","472.73","471.68","464.49","487.52","417.47","453.90999999999997","479.49","454.37"
"012931","Office of School Sponsorship","143578","Richard Allen Academy III","NA","NA","NA","NA","NA","93.41","133.2","169.31","179.59","196.49","208.07","219.63","181.85999999999999","162.42","176.85000000000002"
"043489","Akron City","149054","Akron Digital Academy                                       ","NA","NA","NA","NA","79.21","249.83","518.99","599.85","641.95","661.26","665.28","733.4499999999999","642.45","588.27","525.87"
"043752","Cincinnati City                                             ","133389","Lighthouse Community Sch Inc                                ","NA","NA","31.87","46.5","57.14","55.74","54.72","60.92","58.37","50.68","57.95","63.28","64.42000000000002","57.83","55.01"
"043786","Cleveland Municipal","000930","Cleveland Entrepreneurship Preparatory School","NA","NA","NA","NA","NA","NA","NA","NA","113.03","193.09","224.67","283.62","312.53000000000003","307.06","256.63"
"043786","Cleveland Municipal                                         ","000936","Promise Academy                                             ","NA","NA","NA","NA","NA","NA","NA","NA","65.63","348.55","436.59999999999997","536.05","542.7799999999999","477.51","432.85"
"043786","Cleveland Municipal","011291","Village Preparatory School","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","75.15","169.97999999999996","272.61","339.87"
"043786","Cleveland Municipal","012029","Citizens Leadership Academy","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","97.42","195.71"
"043786","Cleveland Municipal","012030","Near West Intergenerational School","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","72.53999999999999","109.85000000000001"
"043786","Cleveland Municipal","012031","Entrepreneurship Preparatory School - Woodland Hills Campus","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","78.58"
"043786","Cleveland Municipal","012852","Citizens Academy East","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","143.57999999999998"
"043786","Cleveland Municipal","133520","Citizens Academy","NA","109.15","177.54","223.92","292.71","295.14","348.51","380.63","390.64","387.89","379.69000000000005","389.2","404.1099999999999","404.56000000000006","417.67"
"043828","Coshocton City                                              ","000598","Coshocton Opportunity School                                ","NA","NA","NA","NA","NA","NA","NA","NA","43.1","55.89","57.690000000000005","65.89","63.349999999999994","49.26","53.11"
"043836","Cuyahoga Falls City                                         ","147231","Schnee Learning Center                                      ","NA","NA","NA","NA","NA","NA","NA","126.8","143.73","161.26","178.04000000000002","179.08999999999997","162.65000000000003","143.46","143.72"
"043844","Dayton City                                                 ","008283","Dayton Technology Design High School                        ","NA","NA","NA","NA","NA","NA","NA","NA","88.75","119.24","135.68","134.22","131.76","136.79","156.67"
"043844","Dayton City","009283","Dayton Early College Academy, Inc","NA","NA","NA","NA","NA","NA","NA","NA","NA","225.98","281.11","362.64","402.46000000000004","413.42","445.27"
"043968","Fairborn City                                               ","149088","Fairborn Digital Academy                                    ","NA","NA","NA","NA","14.61","44.49","98.75","109.25","108.57","109.38","116.8","126.73","119.96000000000001","134.79","146.19"
"043984","Findlay City                                                ","000402","Findlay Digital Academy                                     ","NA","NA","NA","NA","NA","NA","38.43","63.07","63.1","71.72","103.21","123.09","135.6","135.36","136.4"
"044156","Jackson City                                                ","007998","Center for Student Achievement                              ","NA","NA","NA","NA","NA","NA","NA","33.82","50.81","80.61","54.6","56.120000000000005","56.41","45.31","53.61"
"044198","Lakewood City                                               ","000942","Lakewood City Academy                                       ","NA","NA","NA","NA","NA","NA","NA","105.87","147.4","135.57","158.76000000000002","161.12","165.43","154.67","157.28"
"044206","Lancaster City                                              ","000426","Lancaster Fairfield Community School                        ","NA","NA","NA","NA","NA","NA","45.93","57.8","55.39","62.83","49.37","44.18","44.2","42.16","48.58"
"044206","Lancaster City","142984","Lancaster Digital Academy                                   ","NA","NA","NA","NA","16.91","43.18","59.06","51.86","77.42","85.31","69.17","84.24","96.15","101.53","87.27000000000001"
"044222","Lima City","151175","West Central Learning Academy II","NA","NA","NA","NA","21.55","29.44","82.96","97.14","127.71","135.96","108.3","124.31","126.41999999999999","105.71","62.99"
"044255","London City                                                 ","151027","London Academy                                              ","NA","NA","NA","NA","25.04","35.77","55.13","145.38","204.86","294.91","305.48999999999995","321.46","338.13","309.16","249.23"
"044263","Lorain City","151142","Lorain High School Digital","NA","NA","NA","NA","NA","34.82","90.61","72.46","67.71","48.61","92.69","105.15","105.31","70.34","152.1"
"044297","Mansfield City                                              ","000392","Mansfield Enhancement Academy                               ","NA","NA","NA","NA","NA","NA","81.59","134.57","95.13","72.89","76.36","38.839999999999996","54.220000000000006","57.04","45.33"
"044297","Mansfield City","000396","Mansfield Elective Academy","NA","NA","NA","NA","NA","NA","NA","NA","41.57","44.12","38.11","36.9","37.150000000000006","33.949999999999996","33.1"
"044297","Mansfield City                                              ","000905","Interactive Media & Construction (IMAC)                     ","NA","NA","NA","NA","NA","NA","NA","72.02","69.15","86.0","78.64999999999999","79.83","71.53999999999999","36.1","40.0"
"044339","Marion City                                                 ","011444","Rushmore Academy                                            ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","86.44","123.77","153.88","168.72"
"044339","Marion City                                                 ","148916","Marion City Digital Academy                                 ","NA","NA","NA","NA","34.73","72.78","107.88","121.7","99.86","110.58","104.8","135.41","143.83","122.49000000000001","104.60000000000001"
"044354","Massillon City                                              ","149427","Massillon Digital Academy, Inc                              ","NA","NA","NA","NA","NA","11.92","30.37","41.11","45.15","51.71","51.93","78.78","97.58","128.74","111.74"
"044396","Miamisburg City                                             ","000360","Miamisburg Secondary Academy                                ","NA","NA","NA","NA","NA","NA","NA","63.92","77.96","86.96","84.64","78.9","80.91","95.25","106.79"
"044453","Newark City                                                 ","000162","Newark Digital Academy                                      ","NA","NA","NA","NA","NA","52.61","66.0","60.07","59.25","91.12","113.86","191.31","285.30999999999983","281.06","301.51"
"044453","Newark City","000941","Par Excellence Academy","NA","NA","NA","NA","NA","NA","NA","42.11","79.53","86.65","145.45","137.1","134.57999999999998","137.64","130.68"
"044487","New Philadelphia City                                       ","000241","Quaker Digital Academy                                      ","NA","NA","NA","NA","NA","15.73","40.05","128.48","162.03","225.1","221.88","342.02","466.71000000000004","487.79999999999995","605.4300000000001"
"044602","Oregon City                                                 ","008289","Eagle Learning Center                                       ","NA","NA","NA","NA","NA","NA","NA","NA","58.31","125.95","147.92000000000002","150.16000000000003","132.24","92.45","64.19"
"044909","Toledo City                                                 ","000125","Polly Fox Academy Community School                          ","NA","NA","NA","NA","NA","77.51","125.73","128.29","146.18","141.66","134.89","131.64","116.35999999999999","128.38","105.35"
"044909","Toledo City                                                 ","000130","Phoenix Academy Community School                            ","NA","NA","NA","NA","NA","325.06","587.32","719.53","870.07","885.68","767.38","701.81","737.4699999999999","658.38","554.45"
"044941","Urbana City","149062","Urbana Community School","NA","NA","NA","NA","NA","NA","35.57","55.54","77.17","55.52","51.91","47.95","44.58","39.71","39.48"
"044966","Van Wert City                                               ","011479","LifeLinks Community School                                  ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","46.690000000000005","55.75","54.15"
"045054","West Carrollton City","013059","West Carrollton Secondary Academy","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","43.76"
"045161","Youngstown City Schools                                     ","008251","Mahoning Valley Opportunity Center                          ","NA","NA","NA","NA","NA","NA","NA","NA","151.01","136.57","125.69","130.63","120.74999999999999","122.9","110.98"
"045179","Zanesville City                                             ","009148","Zanesville Community School                                 ","NA","NA","NA","NA","NA","NA","NA","NA","NA","27.36","67.46000000000001","78.91999999999999","102.32999999999998","153.03","111.62"
"045534","Mount Gilead Exempted Village                               ","148981","Tomorrow Center                                             ","NA","NA","NA","NA","33.08","42.04","45.32","40.31","39.51","44.38","38.730000000000004","51.620000000000005","60.849999999999994","66.52","88.86"
"045591","Rittman Exempted Village                                    ","000640","Rittman Academy                                             ","NA","NA","NA","NA","NA","NA","NA","16.96","39.12","42.74","39.64","37.35","35.980000000000004","31.05","35.57"
"045930","Auglaize County ESC                                         ","000288","Auglaize County Educational Academy                         ","NA","NA","NA","NA","NA","NA","35.58","51.31","60.3","78.13","90.5","70.25","83.41","99.57","94.47999999999999"
"046193","Graham Local","011470","A.B. Graham Academy","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","149.52","159.15","186.9","237.11"
"046805","Margaretta Local                                            ","012867","Townsend North Community School                             ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","162.66","328.27"
"046896","Pickerington Local                                          ","012497","Pickerington Community School                               ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","56.29","86.57"
"046938","ESC of Central Ohio","000679","Oakstone Community School","NA","NA","NA","NA","NA","NA","74.1","72.64","112.43","160.12","188.29000000000002","194.62","239.69","230.35","255.12"
"046938","ESC of Central Ohio","000770","Maritime Academy of Toledo, The","NA","NA","NA","NA","NA","NA","NA","NA","29.52","78.82","125.45","188.48","207.03","179.58","214.01"
"046938","ESC of Central Ohio                                         ","000912","Early College Academy                                       ","NA","NA","NA","NA","NA","NA","NA","NA","89.1","148.67","175.57999999999998","135.4","178.52","170.34","155.64"
"046938","ESC of Central Ohio","007999","Charles School at Ohio Dominican University","NA","NA","NA","NA","NA","NA","NA","NA","NA","72.28","162.17000000000002","250.57999999999998","296.77000000000004","377.81","368.32"
"046938","ESC of Central Ohio","009171","Star Academy of Toledo","NA","NA","NA","NA","NA","NA","NA","NA","NA","32.07","236.24","198.41","180.04999999999998","174.41","189.95"
"046938","ESC of Central Ohio","011972","Graham Expeditionary Middle School","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","85.71","141.21","166.73"
"046938","ESC of Central Ohio","013030","Graham Primary School","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","59.58"
"046938","ESC of Central Ohio","133421","Graham School, The","NA","NA","76.92","163.27","178.24","191.2","194.34","187.34","218.51","217.65","222.04000000000002","226.47","235.8","248.17","246.92"
"046953","Hamilton Local                                              ","000197","Hamilton Alternative Academy                                ","NA","NA","NA","NA","NA","31.27","49.6","74.2","90.82","124.97","118.77","121.33","97.65","80.58","59.86"
"046961","Gahanna-Jefferson City","009165","Gahanna Community School","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","25.28","79.82","102.3","109.94","106.61"
"046979","Groveport Madison Local                                     ","012000","Cruiser Academy                                             ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","158.01","170.05","175.97"
"047001","Reynoldsburg City","000556","A+ Arts Academy","NA","NA","NA","NA","NA","NA","99.33","136.7","149.95","137.06","137.74","147.67000000000002","261.20000000000005","285.58","294.76"
"047001","Reynoldsburg City                                           ","011956","Everest High School                                         ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","76.31","104.66","108.7"
"047001","Reynoldsburg City","012045","Patriot Preparatory Academy","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","445.55","540.9","575.02"
"047001","Reynoldsburg City","013198","Brookwood Academy","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","132.78"
"047001","Reynoldsburg City","143537","Virtual Community School Of Ohio","NA","NA","NA","NA","786.97","1123.11","1249.83","1269.86","1431.97","1356.54","1411.73","1426.7599999999998","1350.6699999999996","1293.29","1129.97"
"047480","Hardin County ESC","011324","Hardin Community School","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","24.73","39.21","37.65"
"047993","Lakewood Local","151233","Lakewood Digital Academy","NA","NA","NA","NA","NA","28.58","26.83","19.44","35.08","44.22","44.54","51.3","45.629999999999995","47.660000000000004","45.97"
"048041","Southwest Licking Local","149336","Southwest Licking Digital Acad","NA","NA","NA","NA","NA","20.53","38.58","49.8","46.49","53.7","47.15","40.64","33.15","39.28","31.54"
"048199","ESC of Lake Erie West                                       ","000131","Glass City Academy                                          ","NA","NA","NA","NA","NA","210.76","261.18","192.58","180.04","170.75","171.61","181.84","134.57000000000002","170.78","218.42"
"048199","ESC of Lake Erie West","000138","Pathway School of Discovery","NA","NA","NA","NA","NA","290.2","501.97","615.84","663.74","684.45","702.6500000000001","716.79","725.3700000000001","738.12","747.21"
"048199","ESC of Lake Erie West","000139","Alliance Academy of Cincinnati","NA","NA","NA","NA","NA","320.24","397.22","462.31","481.73","458.27","435.9","409.95000000000005","331.27","258.23","313.93"
"048199","ESC of Lake Erie West","000296","Summit Academy Community School-Columbus","NA","NA","NA","NA","NA","NA","42.09","59.76","68.06","32.39","37.12","48.25","39.99","49.31","58.13"
"048199","ESC of Lake Erie West","000297","Summit Academy Community School - Dayton","NA","NA","NA","NA","NA","NA","52.3","56.71","81.83","65.93","48.5","60.06999999999999","83.86000000000001","104.22","106.33"
"048199","ESC of Lake Erie West","000298","Summit Academy Secondary - Akron","NA","NA","NA","NA","NA","NA","28.5","42.48","56.01","55.97","58.540000000000006","47.059999999999995","57.1","57.16","70.57"
"048199","ESC of Lake Erie West","000300","Summit Academy Secondary - Canton","NA","NA","NA","NA","NA","NA","23.14","27.21","30.28","43.64","42.980000000000004","54.239999999999995","53.300000000000004","62.46","70.35"
"048199","ESC of Lake Erie West","000301","Summit Academy Secondary - Lorain","NA","NA","NA","NA","NA","NA","26.65","29.05","30.18","40.65","42.33","60.96","67.9","71.1","76.22"
"048199","ESC of Lake Erie West","000302","Summit Academy Community School-Parma","NA","NA","NA","NA","NA","NA","33.53","46.0","166.91","163.11","170.04","186.8","194.67000000000002","213.71","202.82"
"048199","ESC of Lake Erie West","000303","Summit Academy Secondary - Youngstown","NA","NA","NA","NA","NA","NA","29.29","39.83","63.33","97.84","107.07000000000001","115.51","90.94000000000001","147.73","193.61"
"048199","ESC of Lake Erie West","000304","Summit Academy Community School-Toledo","NA","NA","NA","NA","NA","NA","54.56","116.2","126.81","116.01","134.39","163.42","166.10000000000002","75.2","128.37"
"048199","ESC of Lake Erie West","000305","Summit Academy Community School-Warren","NA","NA","NA","NA","NA","NA","52.87","70.98","61.22","87.7","104.36","106.56","113.52000000000001","104.96","99.52"
"048199","ESC of Lake Erie West","000306","Summit Academy Community School - Cincinnati","NA","NA","NA","NA","NA","NA","28.68","24.5","67.27","58.95","60.41","78.19","86.58999999999999","116.08","132.48"
"048199","ESC of Lake Erie West","000318","Menlo Park Academy","NA","NA","NA","NA","NA","NA","42.38","66.04","97.47","111.12","54.739999999999995","130.27","226.21","285.77","325.64"
"048199","ESC of Lake Erie West","000319","Constellation Schools: Madison Community Elementary","NA","NA","NA","NA","NA","NA","31.51","116.11","154.06","188.27","232.75","263.62","267.94","286.81","297.64"
"048199","ESC of Lake Erie West","000338","Horizon Science Academy Toledo","NA","NA","NA","NA","NA","NA","240.17","274.99","260.26","238.77","235.13","269.22999999999996","255.86","234.03","501.05999999999995"
"048199","ESC of Lake Erie West","000417","Buckeye On-Line School for Success","NA","NA","NA","NA","NA","NA","284.71","685.9","1174.08","1470.31","1763.58","1660.3900000000006","1581.6000000000035","1469.18","1241.46"
"048199","ESC of Lake Erie West                                       ","000481","P.A.C.E. High School                                        ","NA","NA","NA","NA","NA","NA","300.27","389.52","312.44","380.77","328.82","271.7","194.57000000000005","162.3","119.01"
"048199","ESC of Lake Erie West","000543","Pinnacle Academy","NA","NA","NA","NA","NA","NA","393.57","555.77","621.34","650.37","647.8499999999999","693.26","687.85","691.4399999999999","658.5600000000001"
"048199","ESC of Lake Erie West","000546","Winterfield Venture Academy","NA","NA","NA","NA","NA","NA","362.55","513.0","554.4","574.26","566.6600000000001","598.41","597.48","574.61","510.22"
"048199","ESC of Lake Erie West","000559","Orion Academy","NA","NA","NA","NA","NA","NA","249.1","454.24","519.79","573.92","548.93","546.5799999999999","598.1700000000001","627.0500000000001","637.09"
"048199","ESC of Lake Erie West","000560","Apex Academy","NA","NA","NA","NA","NA","NA","352.46","482.23","581.37","658.05","685.8199999999999","634.6600000000001","611.24","528.59","557.89"
"048199","ESC of Lake Erie West","000564","Virtual Schoolhouse, Inc.","NA","NA","NA","NA","NA","NA","281.41","676.06","569.93","516.16","402.78","329.53","325.33","367.93","387.81"
"048199","ESC of Lake Erie West","000577","Emerson Academy","NA","NA","NA","NA","NA","NA","230.02","362.05","374.41","459.62","523.75","566.88","615.18","676.81","667.8499999999999"
"048199","ESC of Lake Erie West","000585","FCI Academy","NA","NA","NA","NA","NA","NA","63.6","267.99","614.95","590.92","521.71","446.06","398.78999999999996","395.17","434.23"
"048199","ESC of Lake Erie West","000609","Summit Academy Middle School - Lorain","NA","NA","NA","NA","NA","NA","11.74","56.19","60.5","46.14","58.34","77.5","83.12999999999998","79.79","85.84"
"048199","ESC of Lake Erie West","000610","Summit Academy Middle School - Columbus","NA","NA","NA","NA","NA","NA","11.98","29.4","28.52","46.5","30.189999999999998","32.61","36.67999999999999","46.74","52.71"
"048199","ESC of Lake Erie West","000613","Heir Force Community School","NA","NA","NA","NA","NA","NA","201.68","197.99","215.8","237.1","188.78","222.48000000000002","239.76000000000002","269.35","299.06"
"048199","ESC of Lake Erie West","000616","Summit Academy Alternative LearnersWarren Middle & Secondary","NA","NA","NA","NA","NA","NA","11.8","43.45","60.63","57.0","67.06","69.66","80.75999999999999","93.73","95.1"
"048199","ESC of Lake Erie West","000623","Summit Academy-Youngstown","NA","NA","NA","NA","NA","NA","10.64","75.84","117.3","89.88","97.05","188.51","190.35000000000002","157.86","173.0"
"048199","ESC of Lake Erie West","000629","Summit Academy Community School - Painesville","NA","NA","NA","NA","NA","NA","5.25","35.07","38.99","54.04","57.31","70.99","76.09","94.88","89.62"
"048199","ESC of Lake Erie West","000633","Summit Academy Toledo Learning Center","NA","NA","NA","NA","NA","NA","13.83","61.97","42.46","33.29","55.18","69.65","77.59","211.31","162.8"
"048199","ESC of Lake Erie West","000634","Summit Academy Secondary School - Middletown","NA","NA","NA","NA","NA","NA","12.03","37.98","40.61","37.08","42.1","51.69","47.169999999999995","48.23","52.23"
"048199","ESC of Lake Erie West","000804","Horizon Science Academy-Cincinnati","NA","NA","NA","NA","NA","NA","10.33","167.95","169.68","200.23","319.96000000000004","357.36","353.99","374.73","445.02"
"048199","ESC of Lake Erie West","000808","Horizon Science Academy-Dayton","NA","NA","NA","NA","NA","NA","14.25","128.71","195.16","175.52","200.84","192.02","158.07000000000002","154.31","149.99"
"048199","ESC of Lake Erie West","000825","Horizon Science Academy-Springfield","NA","NA","NA","NA","NA","NA","18.09","130.99","124.59","136.0","177.3","228.07000000000002","246.09","266.96","426.74"
"048199","ESC of Lake Erie West","000838","Horizon Science Academy-Denison Middle School","NA","NA","NA","NA","NA","NA","18.84","265.32","255.73","280.67","212.34","320.34000000000003","316.39000000000004","315.56","301.17"
"048199","ESC of Lake Erie West","000858","Horizon Science Academy-Cleveland Middle School","NA","NA","NA","NA","NA","NA","6.02","107.65","134.23","233.43","153.69","148.0","154.27","142.73","152.43"
"048199","ESC of Lake Erie West","132746","Summit Acdy Comm Schl for Alternative Learners of Middletown","NA","NA","NA","40.47","67.84","78.21","74.7","47.61","49.73","44.11","47.69","64.73","92.36","103.88","106.41"
"048199","ESC of Lake Erie West","132761","Summit Academy Community School Alternative Learners -Xenia","NA","NA","NA","25.65","38.76","37.18","40.22","37.83","39.05","38.37","44.1","43.31","62.12","108.52","148.57"
"048199","ESC of Lake Erie West","132779","Summit Academy Akron Middle School","NA","NA","NA","60.22","60.3","50.5","53.53","56.49","54.3","37.8","48.69","42.92","91.82999999999998","91.42","62.89"
"048199","ESC of Lake Erie West","132951","Constellation Schools: Lorain Community Elementary","NA","NA","NA","85.35","135.8","159.94","184.64","202.12","189.83","193.34","182.09","176.67999999999998","177.98","177.05","206.82"
"048199","ESC of Lake Erie West","132969","Constellation Schools: Elyria Community","NA","NA","NA","74.6","126.94","169.3","204.32","213.91","248.28","255.39","251.01000000000002","265.88","261.49","372.42","449.31"
"048199","ESC of Lake Erie West","132993","Constellation Schools: Westpark Community Elementary","NA","NA","NA","72.52","126.83","173.96","215.15","249.09","237.02","257.25","270.43","292.18","287.03999999999996","302.38","326.48"
"048199","ESC of Lake Erie West","133215","Intergenerational School, The","NA","NA","30.98","57.11","78.01","92.98","95.61","94.46","110.52","141.77","173.76999999999998","203.15","220.89","225.52999999999997","223.72"
"048199","ESC of Lake Erie West","133256","Constellation Schools: Parma Community","NA","NA","36.74","126.69","168.23","228.43","273.87","319.14","355.88","501.52","647.21","760.39","876.7","967.13","1021.25"
"048199","ESC of Lake Erie West","133280","Washington Park Community","NA","NA","NA","127.23","152.99","177.83","206.14","222.87","230.9","230.24","229.02","229.46","224.22","227.29999999999998","227.8"
"048199","ESC of Lake Erie West","133306","Summit Academy Community School for Alternative Learn-Canton","NA","NA","42.65","71.59","66.35","67.49","61.27","60.18","70.44","78.3","80.06","84.56","84.38000000000001","90.99","99.52"
"048199","ESC of Lake Erie West","133322","Summit Academy Community School Alternative Learners-Lorain","NA","NA","NA","53.15","57.43","76.54","82.63","75.14","103.0","138.51","141.53","116.95","100.28000000000002","131.55","137.51"
"048199","ESC of Lake Erie West","133363","Quest Academy Community","NA","NA","66.51","86.32","93.35","107.76","108.28","112.71","120.04","108.89","136.85","138.29999999999998","137.29","109.26","108.47999999999999"
"048199","ESC of Lake Erie West","133413","Electronic Classroom Of Tomorrow4,5","NA","NA","2190.86","2960.42","","4876.76","6095.58","6585.1400000000085","7188.7","7947.81","8730.01","9214.180000000002","10386.550000000016","12253.98","13721.44"
"048199","ESC of Lake Erie West","133538","Edge Academy, The","NA","99.34","114.95","140.07","179.95","231.25","268.66","246.8","227.97","231.29","241.77","265.44","251.96999999999997","238.32","261.18"
"048199","ESC of Lake Erie West","133587","Summit Academy Akron Elementary School","NA","103.93","113.85","50.82","41.05","63.17","57.87","57.75","67.26","94.75","109.57999999999998","108.77","84.13999999999999","92.42","110.74"
"048199","ESC of Lake Erie West","133629","Horizon Science Acad Cleveland","NA","171.76","197.64","348.78","441.15","488.37","478.13","409.4","401.4","417.51","505.94","453.42","458.45","461.11","475.21"
"048199","ESC of Lake Erie West","133660","Horizon Science Academy Columbus","NA","134.54","131.55","209.84","283.28","281.24","437.11","501.44","575.07","321.28","326.44000000000005","365.95","373.18","379.94","424.07"
"048199","ESC of Lake Erie West","134098","Constellation Schools: Old Brooklyn Community Elementary","28.93","87.44","123.27","164.18","218.58","254.0","270.75","250.91","194.12","193.53","245.48999999999998","271.1","289.36","317.33","325.64"
"048199","ESC of Lake Erie West","134122","Autism Model School","27.47","28.69","28.41","27.23","39.82","46.09","66.43","78.78","84.3","88.29","91.28","89.03","86.04","92.62","104.08"
"048199","ESC of Lake Erie West","143297","The Autism Academy Of Learning","NA","NA","NA","38.0","37.97","46.72","53.47","52.34","52.38","52.79","53.269999999999996","55.349999999999994","54.72","54.33","52.330000000000005"
"048199","ESC of Lake Erie West","143479","Constellation Schools: Puritas Community Elementary","NA","NA","NA","NA","NA","60.67","117.54","177.9","184.55","189.98","196.21","194.29000000000002","199.20999999999998","201.25","197.22"
"048199","ESC of Lake Erie West","143487","Constellation Schools: Stockyard Community Elementary","NA","NA","NA","NA","NA","NA","31.66","112.81","170.85","208.23","246.45000000000002","279.76","277.72","306.25","285.98"
"048199","ESC of Lake Erie West","143495","Constellation Schools: Mansfield Community Elementary","NA","NA","NA","NA","87.58","134.63","147.1","128.64","129.06","171.22","200.59","159.95999999999998","159.17","155.46","133.57"
"048199","ESC of Lake Erie West","143529","North Dayton School Of Science & Discovery","NA","NA","NA","NA","319.83","476.94","597.56","663.76","649.4","683.08","605.01","570.05","549.8699999999999","482.2","509.51"
"048280","Mahoning County ESC                                         ","009996","Mahoning County High School                                 ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","31.120000000000005","43.12","86.99","103.65","112.18"
"048280","Mahoning County ESC","013083","Bio-Med Science Academy","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","61.86"
"048280","Mahoning County ESC","134072","Youngstown Community School","35.93","78.02","118.97","191.73","240.14","285.85","342.62","335.92","335.15","330.51","325.05","322.73","321.68","328.16","321.46"
"048280","Mahoning County ESC                                         ","148999","Mahoning Unlimited Classroom                                ","NA","NA","NA","NA","NA","134.03","134.09","206.67","311.53","278.4","185.34000000000003","160.39","175.22000000000003","139.87","153.07"
"048421","Pleasant Local                                              ","011436","Pleasant Education Academy                                  ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","32.6","33.33","47.84"
"048421","Pleasant Local","151035","Pleasant Community Digital","NA","NA","NA","NA","NA","NA","57.34","90.99","83.13","92.98","93.65","97.38","111.36","105.73","93.39"
"048439","Ridgedale Local","151167","Ridgedale Community School","NA","NA","NA","NA","NA","2.5","32.8","37.8","29.03","32.55","31.64","34.46","27.02","27.54","38.14"
