"Sponsor IRN","Sponsor Name","School Year","N of Schools - General Education Schools","N of Schools - Special Education Schools","N of Schools - Dropout Recovery Schools","Sponsors Aggregate PI Score - Based on General Education Community Schools","Sponsor Prohibited from Sponsoring Additional Schools in School Year 			2014-2015 Due to Poor Academic Performance and/or Noncompliance with 			Reporting Requirements","Overall Value-Added Grade - General Education Schools - A","Overall Value-Added Grade - General Education Schools - B","Overall Value-Added Grade - General Education Schools - C","Overall Value-Added Grade - General Education Schools - D","Overall Value-Added Grade - General Education Schools - F","Overall Value-Added Grade - General Education Schools - NA","Overall Value-Added Grade - Special Education Schools - A","Overall Value-Added Grade - Special Education Schools - B","Overall Value-Added Grade - Special Education Schools - C","Overall Value-Added Grade - Special Education Schools - D","Overall Value-Added Grade - Special Education Schools - F","Overall Value-Added Grade - Special Education Schools - NA","Performance Index Grade - General Education Schools - A","Performance Index Grade - General Education Schools - B","Performance Index Grade - General Education Schools - C","Performance Index Grade - General Education Schools - D","Performance Index Grade - General Education Schools - F","Performance Index Grade - General Education Schools - NA","Performance Index Grade - Special Education Schools - A","Performance Index Grade - Special Education Schools - B","Performance Index Grade - Special Education Schools - C","Performance Index Grade - Special Education Schools - D","Performance Index Grade - Special Education Schools - F","Performance Index Grade - Special Education Schools - NA","Indicators Met Grade - General Education Schools - A","Indicators Met Grade - General Education Schools - B","Indicators Met Grade - General Education Schools - C","Indicators Met Grade - General Education Schools - D","Indicators Met Grade - General Education Schools - F","Indicators Met Grade - General Education Schools - NA","Indicators Met Grade - Special Education Schools - A","Indicators Met Grade - Special Education Schools - B","Indicators Met Grade - Special Education Schools - C","Indicators Met Grade - Special Education Schools - D","Indicators Met Grade - Special Education Schools - F","Indicators Met Grade - Special Education Schools - NA","AMO Grade - General Education Schools - A","AMO Grade - General Education Schools - B","AMO Grade - General Education Schools - C","AMO Grade - General Education Schools - D","AMO Grade - General Education Schools - F","AMO Grade - General Education Schools - NA","AMO Grade - Special Education Schools - A","AMO Grade - Special Education Schools - B","AMO Grade - Special Education Schools - C","AMO Grade - Special Education Schools - D","AMO Grade - Special Education Schools - F","AMO Grade - Special Education Schools - NA","Four Year Graduation Grade - General Education Schools - A","Four Year Graduation Grade - General Education Schools - B","Four Year Graduation Grade - General Education Schools - C","Four Year Graduation Grade - General Education Schools - D","Four Year Graduation Grade - General Education Schools - F","Four Year Graduation Grade - General Education Schools - NA","Four Year Graduation Grade - Special Education Schools - A","Four Year Graduation Grade - Special Education Schools - B","Four Year Graduation Grade - Special Education Schools - C","Four Year Graduation Grade - Special Education Schools - D","Four Year Graduation Grade - Special Education Schools - F","Four Year Graduation Grade - Special Education Schools - NA","Five Year Graduation Grade - General Education Schools - A","Five Year Graduation Grade - General Education Schools - B","Five Year Graduation Grade - General Education Schools - C","Five Year Graduation Grade - General Education Schools - D","Five Year Graduation Grade - General Education Schools - F","Five Year Graduation Grade - General Education Schools - NA","Five Year Graduation Grade - Special Education Schools - A","Five Year Graduation Grade - Special Education Schools - B","Five Year Graduation Grade - Special Education Schools - C","Five Year Graduation Grade - Special Education Schools - D","Five Year Graduation Grade - Special Education Schools - F","Five Year Graduation Grade - Special Education Schools - NA"
"123257","North Central Ohio ESC","2012-2013","5.0","0.0","1.0","79.01","Permitted","0.2","0.0","0.2","0.0","0.2","0.4","NA","NA","NA","NA","NA","NA","0.0","0.0","0.2","0.6","0.0","0.2","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.2","0.4","0.4","NA","NA","NA","NA","NA","NA","0.0","0.2","0.0","0.0","0.2","0.6","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.6","0.4","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.6","0.4","NA","NA","NA","NA","NA","NA"
"012931","Office of School Sponsorship","2012-2013","7.0","0.0","0.0","74.98","NA","0.0","0.0","0.14285714285714285","0.0","0.42857142857142855","0.42857142857142855","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.7142857142857143","0.0","0.2857142857142857","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.7142857142857143","0.2857142857142857","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.5714285714285714","0.42857142857142855","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.0","1.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.0","1.0","NA","NA","NA","NA","NA","NA"
"000662","Ohio Council of Community Schools","2012-2013","38.0","0.0","6.0","86.45","Permitted","0.34210526315789475","0.0","0.21052631578947367","0.10526315789473684","0.18421052631578946","0.15789473684210525","NA","NA","NA","NA","NA","NA","0.02631578947368421","0.02631578947368421","0.3157894736842105","0.5","0.02631578947368421","0.10526315789473684","NA","NA","NA","NA","NA","NA","0.02631578947368421","0.02631578947368421","0.02631578947368421","0.07894736842105263","0.7368421052631579","0.10526315789473684","NA","NA","NA","NA","NA","NA","0.07894736842105263","0.02631578947368421","0.0","0.0","0.7631578947368421","0.13157894736842105","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.02631578947368421","0.13157894736842105","0.8421052631578947","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.13157894736842105","0.868421052631579","NA","NA","NA","NA","NA","NA"
"044602","Oregon City                                                 ","2012-2013","0.0","0.0","1.0","NA","Permitted","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"046896","Pickerington Local                                          ","2012-2013","0.0","0.0","1.0","NA","Prohibited","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"048421","Pleasant Local","2012-2013","1.0","0.0","1.0","NA","Permitted","0.0","0.0","0.0","0.0","0.0","1.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.0","1.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.0","1.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.0","1.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.0","1.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.0","1.0","NA","NA","NA","NA","NA","NA"
"049163","Portage County ESC","2012-2013","6.0","0.0","0.0","64.81","Prohibited","0.0","0.16666666666666666","0.3333333333333333","0.0","0.16666666666666666","0.3333333333333333","NA","NA","NA","NA","NA","NA","0.0","0.16666666666666666","0.0","0.6666666666666666","0.0","0.16666666666666666","NA","NA","NA","NA","NA","NA","0.16666666666666666","0.0","0.0","0.0","0.6666666666666666","0.16666666666666666","NA","NA","NA","NA","NA","NA","0.16666666666666666","0.0","0.0","0.0","0.5","0.3333333333333333","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.0","1.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.0","1.0","NA","NA","NA","NA","NA","NA"
"047001","Reynoldsburg City","2012-2013","3.0","1.0","1.0","83.34","Permitted","0.3333333333333333","0.0","0.0","0.3333333333333333","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.6666666666666666","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.6666666666666666","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.3333333333333333","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.6666666666666666","0.0","0.0","0.0","0.0","0.0","1.0"
"008316","Richland Academy","2012-2013","11.0","0.0","0.0","65.89","Prohibited","0.2727272727272727","0.18181818181818182","0.09090909090909091","0.0","0.2727272727272727","0.18181818181818182","NA","NA","NA","NA","NA","NA","0.0","0.0","0.18181818181818182","0.5454545454545454","0.2727272727272727","0.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.8181818181818182","0.18181818181818182","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.6363636363636364","0.36363636363636365","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.18181818181818182","0.8181818181818182","NA","NA","NA","NA","NA","NA","0.0","0.0","0.09090909090909091","0.0","0.09090909090909091","0.8181818181818182","NA","NA","NA","NA","NA","NA"
"048439","Ridgedale Local","2012-2013","1.0","0.0","0.0","88.59","Permitted","0.0","0.0","1.0","0.0","0.0","0.0","NA","NA","NA","NA","NA","NA","0.0","0.0","1.0","0.0","0.0","0.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","1.0","0.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.0","1.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.0","1.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.0","1.0","NA","NA","NA","NA","NA","NA"
"045591","Rittman Exempted Village                                    ","2012-2013","0.0","0.0","1.0","NA","Permitted","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"051490","Scioto County Career Technical Center","2012-2013","1.0","0.0","0.0","NA","Permitted","0.0","0.0","0.0","0.0","0.0","1.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","1.0","0.0","0.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.0","1.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.0","1.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.0","1.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.0","1.0","NA","NA","NA","NA","NA","NA"
"049684","Seneca East Local","2012-2013","1.0","0.0","0.0","87.7","Permitted","0.0","0.0","0.0","0.0","1.0","0.0","NA","NA","NA","NA","NA","NA","0.0","0.0","1.0","0.0","0.0","0.0","NA","NA","NA","NA","NA","NA","1.0","0.0","0.0","0.0","0.0","0.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","1.0","0.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","1.0","0.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","1.0","0.0","0.0","NA","NA","NA","NA","NA","NA"
"048041","Southwest Licking Local","2012-2013","1.0","0.0","0.0","NA","Permitted","0.0","0.0","0.0","0.0","0.0","1.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.0","1.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.0","1.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.0","1.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","1.0","0.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","1.0","0.0","NA","NA","NA","NA","NA","NA"
"083246","St Aloysius Orphanage","2012-2013","32.0","0.0","12.0","78.26","Permitted","0.303","0.0909","0.1515","0.1212","0.1818","0.1515","NA","NA","NA","NA","NA","NA","0.0303","0.0303","0.1515","0.697","0.0909","0.0","NA","NA","NA","NA","NA","NA","0.0303","0.0","0.0303","0.0909","0.7879","0.0606","NA","NA","NA","NA","NA","NA","0.0","0.0909","0.0303","0.0","0.697","0.1818","NA","NA","NA","NA","NA","NA","0.03125","0.0","0.0","0.0","0.03125","0.9375","NA","NA","NA","NA","NA","NA","0.0","0.03125","0.0","0.0","0.03125","0.9375","NA","NA","NA","NA","NA","NA"
"049965","Summit County ESC","2012-2013","1.0","0.0","0.0","110.31","Prohibited","0.0","0.0","0.0","0.0","0.0","1.0","NA","NA","NA","NA","NA","NA","1.0","0.0","0.0","0.0","0.0","0.0","NA","NA","NA","NA","NA","NA","1.0","0.0","0.0","0.0","0.0","0.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.0","1.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.0","1.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.0","1.0","NA","NA","NA","NA","NA","NA"
"000821","Thomas B. Fordham Foundation","2012-2013","11.0","0.0","0.0","81.45","Permitted","0.45454545454545453","0.0","0.18181818181818182","0.0","0.2727272727272727","0.09090909090909091","NA","NA","NA","NA","NA","NA","0.0","0.0","0.6363636363636364","0.2727272727272727","0.0","0.09090909090909091","NA","NA","NA","NA","NA","NA","0.0","0.0","0.09090909090909091","0.18181818181818182","0.6363636363636364","0.09090909090909091","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.9090909090909091","0.09090909090909091","NA","NA","NA","NA","NA","NA","0.09090909090909091","0.0","0.0","0.0","0.0","0.9090909090909091","NA","NA","NA","NA","NA","NA","0.0","0.0","0.09090909090909091","0.0","0.0","0.9090909090909091","NA","NA","NA","NA","NA","NA"
"044909","Toledo City                                                 ","2012-2013","0.0","0.0","2.0","NA","Permitted","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"050526","Tri-County ESC","2012-2013","2.0","0.0","0.0","73.0","Permitted","0.0","0.0","0.0","0.0","0.5","0.5","NA","NA","NA","NA","NA","NA","0.0","0.5","0.0","0.5","0.0","0.0","NA","NA","NA","NA","NA","NA","0.0","0.5","0.0","0.0","0.5","0.0","NA","NA","NA","NA","NA","NA","0.5","0.0","0.0","0.0","0.5","0.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.5","0.5","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.5","0.5","NA","NA","NA","NA","NA","NA"
"065268","Tri-Rivers                                                  ","2012-2013","0.0","0.0","1.0","NA","Permitted","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"044941","Urbana City","2012-2013","1.0","0.0","0.0","NA","Permitted","0.0","0.0","0.0","0.0","0.0","1.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.0","1.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.0","1.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.0","1.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","1.0","0.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","1.0","0.0","NA","NA","NA","NA","NA","NA"
"044966","Van Wert City                                               ","2012-2013","0.0","0.0","1.0","NA","Permitted","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"050401","Warren County ESC","2012-2013","1.0","0.0","1.0","NA","Permitted","0.0","0.0","1.0","0.0","0.0","0.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","1.0","0.0","0.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","1.0","0.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","1.0","0.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.0","1.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.0","1.0","NA","NA","NA","NA","NA","NA"
"045054","West Carrollton City","2012-2013","1.0","0.0","0.0","NA","Permitted","0.0","0.0","0.0","0.0","0.0","1.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.0","1.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.0","1.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.0","1.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.0","1.0","NA","NA","NA","NA","NA","NA","0.0","0.0","0.0","0.0","0.0","1.0","NA","NA","NA","NA","NA","NA"
"045161","Youngstown City Schools                                     ","2012-2013","0.0","0.0","1.0","NA","Prohibited","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"045179","Zanesville City                                             ","2012-2013","0.0","0.0","1.0","NA","Permitted","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
