"Building IRN","Building Name","District IRN","District Name","County","Region","Open/Closed Status (as of 9/1/2014)","Feeder IRN","School Type","Gifted ","Read 3rd Grade 2013-14 % Proficient or above","Math 3rd Grade 2013-14 % Proficient or above","Read 4th Grade 2013-14 % Proficient or above","Math 4th Grade 2013-14 % Proficient or above","Read 5th Grade 2013-14 % Proficient or above","Math 5th Grade 2013-14 % Proficient or above","Science 5th Grade 2013-14 % Proficient or above","Read 6th Grade 2013-14 % Proficient or above","Math 6th Grade 2013-14 % Proficient or above","Read 7th Grade 2013-14 % Proficient or above","Math 7th Grade 2013-14 % Proficient or above","Read 8th Grade 2013-14 % Proficient or above","Math 8th Grade 2013-14 % Proficient or above","Science 8th Grade 2013-14 % Proficient or above","Read OGT 2013-14 % Proficient or above","Math OGT 2013-14 % Proficient or above","Write OGT 2013-14 % Proficient or above","Social Studies OGT 2013-14 % Proficient or above","Science OGT 2013-14 % Proficient or above","Read 11th Grade 2013-14 % at or above Proficient","Math 11th Grade 2013-14 % at or above Proficient","Write 11th Grade 2013-14 % at or above Proficient","Social Studies 11th Grade 2013-14 % at or above Proficient","Science 11th Grade 2013-14 % at or above Proficient","Attendance rate 2013-14","	2013 4-Year Longitudinal Graduation Rate - Class of 2013","	2013 5-Year Longitudinal Graduation Rate - Class of 2012","Enrollment","% of Total Enrollment"
"018952","Keyser Elementary School","044909","Toledo City","Lucas","Region 1","Open","032276","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"018960","Keystone High School","048165","Keystone Local","Lorain","Region 2","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","98","17.2"
"018978","Kidron Elementary School","050542","Dalton Local","Wayne","Region 9","Closed","007997","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"019000","Kilgour Elementary School","043752","Cincinnati City","Hamilton","Region 13","Open","039073","Elementary School","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","197","29.8"
"019018","Killbuck Elementary School","047696","West Holmes Local","Holmes","Region 9","Open","064790","Elementary School","Gifted","--","--","--","--","88.2","94.1",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","28","9.4"
"019034","Kinder Elementary School","044396","Miamisburg City","Montgomery","Region 10","Open","039156","Elementary School","Gifted","--","--",">95.0",">95.0",">95.0","93.8",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","40","12.3"
"019042","King Elementary School","043489","Akron City","Summit","Region 8","Open","021097","Elementary School","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","107","24.5"
"019075","Kings Junior High School","050435","Kings Local","Warren","Region 13","Open","098640","Junior High School","Gifted","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","123","20.1"
"019083","Kings Mills Elementary School","050435","Kings Local","Warren","Region 13","Open","124875","Elementary School","Gifted",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","29","5.6"
"019117","Zane Trace Middle School","049544","Zane Trace Local","Ross","Region 15","Open","042572","Middle School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","21","4.5"
"019125","Kingsville Elementary School","045856","Buckeye Local","Ashtabula","Region 5","Open","009944","Elementary School","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0","91.7",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","33","8.6"
"019174","Kirkersville Elementary School","048041","Southwest Licking Local","Licking","Region 11","Open","067876","Elementary School","Gifted","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","50","7.9"
"019190","The Bridgeport School DIstrict - Middle School","045237","Bridgeport Exempted Village","Belmont","Region 12","Open","003558","Middle School","Gifted","--","--","--","--","80.0","80.0","80.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","83.3","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","52","21.7"
"019208","Kirtland Elementary School","047878","Kirtland Local","Lake","Region 4","Open","019224","Elementary School","Gifted",">95.0",">95.0",">95.0",">95.0","92.1",">95.0","92.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","101","20.0"
"019216","Kirtland High School","047878","Kirtland Local","Lake","Region 4","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","131","36.3"
"019224","Kirtland Middle School","047878","Kirtland Local","Lake","Region 4","Open","019216","Middle School","Gifted","--","--","--","--","--","--","--",">95.0",">95.0",">95.0","94.1",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","174","56.3"
"019273","Knollwood Elementary School","044768","Sheffield-Sheffield Lake City","Lorain","Region 2","Open","036996","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"019281","Knox Elementary School","048389","West Branch Local","Mahoning","Region 5","Open","038547","Elementary School","Gifted",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","38","10.9"
"019323","Kramer Elementary School","046151","Talawanda City","Butler","Region 13","Open","099754","Elementary School","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","125","22.9"
"019331","Krout 2-3 Elementary","044891","Tiffin City","Seneca","Region 7","Open","027268","Elementary School","Gifted",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","96","22.8"
"019364","River Valley High School","065680","Gallia County Local","Gallia","Region 16","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","88","18.6"
"019372","Kyle Elementary School","044925","Troy City","Miami","Region 10","Open","066498","Elementary School","Gifted","--","--",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","32","13.0"
"019380","Lacroft Elementary School","043919","East Liverpool City","Columbiana","Region 5","Open","040717","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","14","2.7"
"019406","John Hay School of Architecture & Design","043786","Cleveland Municipal","Cuyahoga","Region 3","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0","95.0","94.6",">95.0","--","53","17.2"
"019430","Lagonda Elementary School","044818","Springfield City","Clark","Region 10","Open","032540","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"019448","Keystone Middle School","048165","Keystone Local","Lorain","Region 2","Open","018960","Middle School","Gifted","--","--","--","--","--","--","--",">95.0",">95.0",">95.0","95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","58","14.4"
"019489","Lake Cable Elementary School","049858","Jackson Local","Stark","Region 9","Open","067975","Elementary School","Gifted","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","36","7.2"
"019521","Lake Elementary School","050690","Lake Local","Wood","Region 1","Open","019547","Elementary School","Gifted","--","--",">95.0","94.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","38","6.9"
"019539","Lake High School","050690","Lake Local","Wood","Region 1","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","90","13.2"
"019547","Lake Middle School","050690","Lake Local","Wood","Region 1","Open","019539","Middle School","Gifted","--","--","--","--","90.9",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","51","15.3"
"019620","Winton Woods Primary South","044081","Winton Woods City","Hamilton","Region 13","Open","066787","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"019638","Erwine Intermediate School","049999","Coventry Local","Summit","Region 8","Closed","010702","Elementary School","Gifted","--","--","--","--",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","16","3.8"
"019646","Admiral King Elementary School","044263","Lorain City","Lorain","Region 2","Open","000840","Elementary School","Gifted",">95.0",">95.0",">95.0",">95.0","92.9",">95.0","85.7",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","85","21.3"
"019653","Indian Lake Elementary School","048082","Indian Lake Local","Logan","Region 6","Open","017335","Elementary School","Gifted","--","--",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","19","2.8"
"019661","Lakeview High School","050187","Lakeview Local","Trumbull","Region 5","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","306","39.2"
"019679","Lakeville Elementary School","047696","West Holmes Local","Holmes","Region 9","Open","064790","Elementary School","Gifted",">95.0",">95.0","--","--",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","28","20.0"
"019687","Lakewood High School","044198","Lakewood City","Cuyahoga","Region 3","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","555","34.6"
"019695","Lakewood High School","047993","Lakewood Local","Licking","Region 11","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","95","14.9"
"019703","Lakewood Middle School","047993","Lakewood Local","Licking","Region 11","Open","019695","Middle School","Gifted","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","66","15.1"
"019711","Lakota Elementary School","049569","Lakota Local","Sandusky","Region 1","Open","017764","Elementary School","Gifted",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","27","6.4"
"019729","Liberty Junior School","046110","Lakota Local","Butler","Region 13","Open","123836","Junior High School","Gifted","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","356","43.1"
"019737","Lakota West High School","046110","Lakota Local","Butler","Region 13","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","831","33.5"
"019745","Lakota High School","049569","Lakota Local","Sandusky","Region 1","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--",">95.0","38","12.8"
"019752","Lancaster High School","044206","Lancaster City","Fairfield","Region 11","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","420","25.1"
"019760","Landeck Elementary School","043885","Delphos City","Allen","Region 6","Open","064048","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","12","9.4"
"019778","Lander Elementary School","044370","Mayfield City","Cuyahoga","Region 3","Open","062349","Elementary School","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","60","12.4"
"019810","Twin Valley South Middle School","049296","Twin Valley Community Local","Preble","Region 10","Open","037705","Middle School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"019836","Larchmont Elementary School","044909","Toledo City","Lucas","Region 1","Open","035865","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","23","4.8"
"019851","Larkmoor Elementary School","044263","Lorain City","Lorain","Region 2","Open","000841","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","13","3.1"
"019877","Maple Elementary School","044628","Painesville City Local","Lake","Region 4","Open","039099","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","50","9.6"
