"Building IRN","Building Name","District IRN","District Name","County","Region","Open/Closed Status (as of 9/1/2014)","Feeder IRN","School Type","Disability Status","Read 3rd Grade 2013-14 % Proficient or above","Math 3rd Grade 2013-14 % Proficient or above","Read 4th Grade 2013-14 % Proficient or above","Math 4th Grade 2013-14 % Proficient or above","Read 5th Grade 2013-14 % Proficient or above","Math 5th Grade 2013-14 % Proficient or above","Science 5th Grade 2013-14 % Proficient or above","Read 6th Grade 2013-14 % Proficient or above","Math 6th Grade 2013-14 % Proficient or above","Read 7th Grade 2013-14 % Proficient or above","Math 7th Grade 2013-14 % Proficient or above","Read 8th Grade 2013-14 % Proficient or above","Math 8th Grade 2013-14 % Proficient or above","Science 8th Grade 2013-14 % Proficient or above","Read OGT 2013-14 % Proficient or above","Math OGT 2013-14 % Proficient or above","Write OGT 2013-14 % Proficient or above","Social Studies OGT 2013-14 % Proficient or above","Science OGT 2013-14 % Proficient or above","Read 11th Grade 2013-14 % at or above Proficient","Math 11th Grade 2013-14 % at or above Proficient","Write 11th Grade 2013-14 % at or above Proficient","Social Studies 11th Grade 2013-14 % at or above Proficient","Science 11th Grade 2013-14 % at or above Proficient","Attendance rate 2013-14","	2013 4-Year Longitudinal Graduation Rate - Class of 2013","	2013 5-Year Longitudinal Graduation Rate - Class of 2012","Enrollment","% of Total Enrollment"
"023838","McKinley High School","044495","Niles City","Trumbull","Region 5","Open","******","High School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","34.8","39.1","21.7","30.4","26.1","50.0","50.0","31.3","37.5","43.8","91.9","60.0","70.4","129","17.5"
"023838","McKinley High School","044495","Niles City","Trumbull","Region 5","Open","******","High School","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","89.0",">95.0","94.5","90.4",">95.0",">95.0",">95.0",">95.0",">95.0","92.8","90.1","89.6","610","82.5"
"023846","McKinley High School","043711","Canton City","Stark","Region 9","Open","******","High School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","29.7","21.9","32.8","31.3","21.9","42.2","42.2","43.8","35.9","34.4","90.6","88.7","86.8","260","19.5"
"023846","McKinley High School","043711","Canton City","Stark","Region 9","Open","******","High School","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","90.5","78.3","89.7","80.6","64.3",">95.0","93.9",">95.0","88.9","86.5","93.3","83.7","88.0","1073","80.5"
"023879","Mckinley High School","048355","Sebring Local","Mahoning","Region 5","Open","******","High School","Disabled","--","--","--","--","--","--","--","--","--","41.7","41.7","46.2","23.1","0.0","--","--","--","--","--","50.0","58.3","75.0","50.0","41.7","93.1","--","84.6","63","22.9"
"023879","Mckinley High School","048355","Sebring Local","Mahoning","Region 5","Open","******","High School","NonDisabled","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0","91.1","77.8","94.7","94.7",">95.0","92.1","89.5",">95.0",">95.0",">95.0",">95.0",">95.0","93.2",">95.0",">95.0","212","77.1"
"023903","McMullen Elementary School","045468","Loudonville-Perrysville Exempted Village","Ashland","Region 7","Open","004192","Elementary School","Disabled",">95.0","80.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","76","21.1"
"023903","McMullen Elementary School","045468","Loudonville-Perrysville Exempted Village","Ashland","Region 7","Open","004192","Elementary School","NonDisabled",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","285","79.2"
"023929","McTigue Elementary School","044909","Toledo City","Lucas","Region 1","Open","032276","Elementary School","Disabled","--","--","40.0","26.7","20.0","30.0","10.0","42.9","35.7","36.8","15.8","33.3","33.3","33.3","--","--","--","--","--","--","--","--","--","--","93.4","--","--","137","34.9"
"023929","McTigue Elementary School","044909","Toledo City","Lucas","Region 1","Open","032276","Elementary School","NonDisabled","66.7","61.9","77.3","77.3","66.7","54.5","51.5","94.7","89.5","76.9","61.5","90.6","68.8","46.9","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","257","65.4"
"023960","Meadowbrook High School","047308","Rolling Hills Local","Guernsey","Region 12","Open","******","High School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","31.0","24.1","55.2","48.3","37.9","53.8","38.5","53.8","46.2","46.2","92.4","76.7","85.7","97","16.8"
"023960","Meadowbrook High School","047308","Rolling Hills Local","Guernsey","Region 12","Open","******","High School","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","87.1","94.8","94.8","86.2",">95.0","94.9",">95.0",">95.0","94.2","93.4","89.4","92.3","482","83.2"
"023978","Meadowdale PreK-8 School","043844","Dayton City","Montgomery","Region 10","Open","023986","Elementary School","Disabled","8.3","0.0","--","--","20.0","50.0","40.0","--","--","7.1","14.3","42.9","35.7","14.3","--","--","--","--","--","--","--","--","--","--","94.9","--","--","113","21.9"
"023978","Meadowdale PreK-8 School","043844","Dayton City","Montgomery","Region 10","Open","023986","Elementary School","NonDisabled","40.7","38.5","64.7","64.7","26.8","17.1","17.1","69.2","48.7","48.3","48.3","78.6","35.7","12.7","--","--","--","--","--","--","--","--","--","--","93.0","--","--","404","78.1"
"023986","Meadowdale High School","043844","Dayton City","Montgomery","Region 10","Open","******","High School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","45.9","44.7","45.9","47.4","34.2","42.1","60.5","47.4","50.0","42.1","88.4","50.0","75.6","190","30.7"
"023986","Meadowdale High School","043844","Dayton City","Montgomery","Region 10","Open","******","High School","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","83.5","62.9","79.4","50.0","42.3","89.4","81.8","90.9","78.8","66.7","88.2","67.9","73.3","429","69.3"
"023994","Meadowlawn Elementary School","046813","Perkins Local","Erie","Region 2","Open","029629","Elementary School","Disabled","64.0","48.0","64.3","50.0","42.9","28.6","33.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","62","11.3"
"023994","Meadowlawn Elementary School","046813","Perkins Local","Erie","Region 2","Open","029629","Elementary School","NonDisabled",">95.0","89.8","93.9","83.8","78.3","61.8","69.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","484","88.5"
"024000","Meadowvale Elementary School","048231","Washington Local","Lucas","Region 1","Open","018127","Elementary School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.1","--","--","40","7.7"
"024000","Meadowvale Elementary School","048231","Washington Local","Lucas","Region 1","Open","018127","Elementary School","NonDisabled","81.7","87.3","92.6","91.2","73.9","63.8","63.8","90.2","88.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","478","92.3"
"024018","Dohron Wilson Elementary School","045484","Mechanicsburg Exempted Village","Champaign","Region 6","Open","024026","Elementary School","Disabled","--","--","--","--","58.8","58.8","47.1","58.3","75.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","95.0","--","--","75","15.7"
"024018","Dohron Wilson Elementary School","045484","Mechanicsburg Exempted Village","Champaign","Region 6","Open","024026","Elementary School","NonDisabled",">95.0",">95.0",">95.0",">95.0","80.3","74.1","83.6",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","404","84.3"
"024026","Mechanicsburg High School","045484","Mechanicsburg Exempted Village","Champaign","Region 6","Open","******","High School","Disabled","--","--","--","--","--","--","--","--","--","60.0","80.0","78.6","78.6","57.1","--","--","--","--","--","--","--","--","--","--","92.3","87.5","--","55","13.9"
"024026","Mechanicsburg High School","045484","Mechanicsburg Exempted Village","Champaign","Region 6","Open","******","High School","NonDisabled","--","--","--","--","--","--","--","--","--",">95.0","88.7","93.6",">95.0","85.1",">95.0","91.9",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","94.6",">95.0",">95.0","340","86.1"
"024042","Medill Elementary School","044206","Lancaster City","Fairfield","Region 11","Open","061655","Elementary School","Disabled","--","--","62.5","50.0","28.6","7.1","21.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","52","14.9"
"024042","Medill Elementary School","044206","Lancaster City","Fairfield","Region 11","Open","061655","Elementary School","NonDisabled",">95.0",">95.0",">95.0",">95.0","85.0","75.0","80.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","298","85.1"
"024059","Claggett Middle School","044388","Medina City SD","Medina","Region 8","Open","024075","Middle School","Disabled","--","--","--","--","--","--","--","51.3","33.3","51.5","42.4","78.0","46.3","63.4","--","--","--","--","--","--","--","--","--","--","92.5","--","--","116","13.1"
"024059","Claggett Middle School","044388","Medina City SD","Medina","Region 8","Open","024075","Middle School","NonDisabled","--","--","--","--","--","--","--","91.5","85.0",">95.0","83.8",">95.0","94.7","90.3","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","770","86.9"
"024067","Medina Middle School","043802","Columbus City School District","Franklin","Region 11","Open","003764","Middle School","Disabled","--","--","--","--","--","--","--","31.6","5.6","25.9","3.7","23.8","10.0","5.0","--","--","--","--","--","--","--","--","--","--","90.0","--","--","86","18.1"
"024067","Medina Middle School","043802","Columbus City School District","Franklin","Region 11","Open","003764","Middle School","NonDisabled","--","--","--","--","--","--","--","61.0","19.2","60.0","32.7","56.4","33.9","18.3","--","--","--","--","--","--","--","--","--","--","91.1","--","--","388","81.9"
"024075","Medina High School","044388","Medina City SD","Medina","Region 8","Open","******","High School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","60.0","49.2","67.8","62.7","50.8","80.3","77.0","78.7","75.4","68.9","93.4","81.0","80.0","256","12.0"
"024075","Medina High School","044388","Medina City SD","Medina","Region 8","Open","******","High School","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0","94.7","92.6",">95.0",">95.0",">95.0",">95.0",">95.0","94.9",">95.0",">95.0","1885","88.0"
"024117","Meigs High School","048520","Meigs Local","Meigs","Region 16","Open","******","High School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","71.4","53.8","76.9","30.8","50.0","76.5","76.5","82.4","58.8","58.8","89.8","80.0","68.8","74","14.5"
"024117","Meigs High School","048520","Meigs Local","Meigs","Region 16","Open","******","High School","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92.6","85.1",">95.0","81.9","78.5",">95.0",">95.0",">95.0","94.8","92.7","93.2","87.2","89.3","438","85.5"
"024141","Melridge Elementary School","047894","Riverside Local","Lake","Region 4","Open","061895","Elementary School","Disabled","--","--","--","--","45.5","45.5","36.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","34","10.0"
"024141","Melridge Elementary School","047894","Riverside Local","Lake","Region 4","Open","061895","Elementary School","NonDisabled",">95.0",">95.0","94.2",">95.0",">95.0",">95.0","88.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","304","89.7"
"024166","Melrose Elementary School","045120","Wooster City","Wayne","Region 9","Open","009910","Elementary School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","36","11.7"
"024166","Melrose Elementary School","045120","Wooster City","Wayne","Region 9","Open","009910","Elementary School","NonDisabled",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","270","87.9"
"024190","Memorial High School","043703","Campbell City","Mahoning","Region 5","Open","******","High School","Disabled","--","--","--","--","--","--","--","--","--","--","--","50.0","30.0","30.0","43.8","18.8","25.0","43.8","31.3","66.7","56.3","60.0","56.3","37.5","91.6","58.3","94.1","84","18.3"
"024190","Memorial High School","043703","Campbell City","Mahoning","Region 5","Open","******","High School","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","81.8","77.9","53.2",">95.0","78.4","93.2","83.6","71.2",">95.0","91.8",">95.0","87.7","84.9","91.0","81.9","85.3","376","81.7"
"024208","St Marys Memorial High School","044727","St Marys City","Auglaize","Region 6","Open","******","High School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","45.2","41.9","32.3","29.0","32.3","79.2","75.0","75.0","62.5","54.2",">95.0","75.9",">95.0","109","16.9"
"024208","St Marys Memorial High School","044727","St Marys City","Auglaize","Region 6","Open","******","High School","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0","89.0","83.1",">95.0",">95.0",">95.0",">95.0","93.7",">95.0","94.8",">95.0","535","83.1"
"024216","Memorial Junior High School","044792","South Euclid-Lyndhurst City","Cuyahoga","Region 3","Open","003996","Junior High School","Disabled","--","--","--","--","--","--","--","--","--","53.6","44.6","63.8","42.6","34.0","--","--","--","--","--","--","--","--","--","--","92.9","--","--","109","19.3"
"024216","Memorial Junior High School","044792","South Euclid-Lyndhurst City","Cuyahoga","Region 3","Open","003996","Junior High School","NonDisabled","--","--","--","--","--","--","--","--","--","91.6","83.7","93.7","75.6","58.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","457","80.7"
"024224","Memorial Middle School","045492","Mentor Exempted Village","Lake","Region 4","Open","024281","Middle School","Disabled","--","--","--","--","--","--","--","66.7","61.9","48.0","20.0","67.7","67.7","38.7","--","--","--","--","--","--","--","--","--","--","94.7","--","--","88","12.7"
"024224","Memorial Middle School","045492","Mentor Exempted Village","Lake","Region 4","Open","024281","Middle School","NonDisabled","--","--","--","--","--","--","--",">95.0",">95.0",">95.0","94.0",">95.0",">95.0","88.7","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","605","87.3"
"024273","Wright Brothers Elementary School","048751","Huber Heights City","Montgomery","Region 10","Open","066837","Elementary School","Disabled","33.3","52.4","40.0","0.0","31.3","25.0","37.5","47.4","31.6","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92.4","--","--","101","15.5"
"024273","Wright Brothers Elementary School","048751","Huber Heights City","Montgomery","Region 10","Open","066837","Elementary School","NonDisabled","78.6","84.3","88.9","76.2","72.4","58.7","75.0","89.6","74.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","553","84.7"
