"District IRN","District Name","County","Region","Gifted ","Read 3rd Grade 2013-14 % Proficient or above","Math 3rd Grade 2013-14 % Proficient or above","Read 4th Grade 2013-14 % Proficient or above","Math 4th Grade 2013-14 % Proficient or above","Read 5th Grade 2013-14 % Proficient or above","Math 5th Grade 2013-14 % Proficient or above","Science 5th Grade 2013-14 % Proficient or above","Read 6th Grade 2013-14 % Proficient or above","Math 6th Grade 2013-14 % Proficient or above","Read 7th Grade 2013-14 % Proficient or above","Math 7th Grade 2013-14 % Proficient or above","Read 8th Grade 2013-14 % Proficient or above","Math 8th Grade 2013-14 % Proficient or above","Science 8th Grade 2013-14 % Proficient or above","Read OGT 2013-14 % Proficient or above","Math OGT 2013-14 % Proficient or above","Write OGT 2013-14 % Proficient or above","Social Studies OGT 2013-14 % Proficient or above","Science OGT 2013-14 % Proficient or above","Read 11th Grade 2013-14 % at or above Proficient","Math 11th Grade 2013-14 % at or above Proficient","Write 11th Grade 2013-14 % at or above Proficient","Social Studies 11th Grade 2013-14 % at or above Proficient","Science 11th Grade 2013-14 % at or above Proficient","Attendance rate 2013-14","	2013 4-Year Longitudinal Graduation Rate - Class of 2013","	2013 5-Year Longitudinal Graduation Rate - Class of 2012","Enrollment","% of Total Enrollment"
"046060","Western Brown Local","Brown","Region 14","Gifted",">95.0",">95.0",">95.0",">95.0","92.6","92.6","92.6",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","90.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","233","7.2"
"046078","Ripley-Union-Lewis-Huntington Local","Brown","Region 14","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","40","4.1"
"046094","Edgewood City","Butler","Region 13","Gifted","--","--",">95.0",">95.0",">95.0","91.2","91.2",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","324","9.2"
"046102","Fairfield City","Butler","Region 13","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","1728","18.2"
"046110","Lakota Local","Butler","Region 13","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","5930","37.2"
"046128","Madison Local","Butler","Region 13","Gifted","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","94.4",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","199","12.8"
"046136","New Miami Local","Butler","Region 13","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","10","1.4"
"046144","Ross Local","Butler","Region 13","Gifted",">95.0",">95.0","91.7",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","93.5",">95.0","93.5",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","353","13.7"
"046151","Talawanda City","Butler","Region 13","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","675","22.4"
"046177","Brown Local","Carroll","Region 12","Gifted","--","--",">95.0","93.8","--","--","--",">95.0","90.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0","100","15.1"
"046193","Graham Local","Champaign","Region 6","Gifted","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--",">95.0","93.9",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","140","6.3"
"046201","Triad Local","Champaign","Region 6","Gifted","--","--","--","--","94.4",">95.0",">95.0","--","--",">95.0","84.6",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","117","12.7"
"046219","West Liberty-Salem Local","Champaign","Region 6","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","199","16.2"
"046235","Greenon Local","Clark","Region 10","Gifted","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","194","11.1"
"046243","Tecumseh Local","Clark","Region 10","Gifted","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","87.5",">95.0","210","7.0"
"046250","Northeastern Local","Clark","Region 10","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","389","10.9"
"046268","Northwestern Local","Clark","Region 10","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","314","17.7"
"046276","Southeastern Local","Clark","Region 10","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","37","5.1"
"046284","Clark-Shawnee Local","Clark","Region 10","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0","93.8",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","228","10.9"
"046300","Batavia Local","Clermont","Region 13","Gifted",">95.0",">95.0",">95.0",">95.0","95.0",">95.0","95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","460","21.1"
"046318","Bethel-Tate Local","Clermont","Region 13","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","305","17.9"
"046326","Clermont Northeastern Local","Clermont","Region 13","Gifted","--","--",">95.0",">95.0","--","--","--",">95.0",">95.0",">95.0",">95.0","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","93.8","113","7.2"
"046334","Felicity-Franklin Local","Clermont","Region 13","Gifted",">95.0",">95.0",">95.0",">95.0","95.0","95.0",">95.0",">95.0",">95.0","95.0",">95.0","94.4",">95.0","83.3","92.9",">95.0",">95.0","92.9","92.9",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","95.0",">95.0","189","20.1"
"046342","Goshen Local","Clermont","Region 13","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","521","19.3"
"046359","West Clermont Local","Clermont","Region 13","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","93.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","1083","13.7"
"046367","Williamsburg Local","Clermont","Region 13","Gifted","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--",">95.0",">95.0",">95.0","93.3",">95.0",">95.0",">95.0","93.8",">95.0",">95.0",">95.0",">95.0","94.4","121","12.1"
"046383","Blanchester Local","Clinton","Region 14","Gifted","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","168","10.2"
"046391","Clinton-Massie Local","Clinton","Region 14","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","337","18.3"
"046409","East Clinton Local","Clinton","Region 14","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","93.8","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","160","11.2"
"046425","Beaver Local","Columbiana","Region 5","Gifted","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","138","7.2"
"046433","Crestview Local","Columbiana","Region 5","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","91.7",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","216","17.1"
"046441","Southern Local","Columbiana","Region 5","Gifted","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0","--","76","8.6"
"046458","United Local","Columbiana","Region 5","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0","90.0",">95.0",">95.0","--","--","--","--","--",">95.0",">95.0",">95.0","79","6.2"
"046474","Ridgewood Local","Coshocton","Region 12","Gifted","95.0","95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","228","17.5"
"046482","River View Local","Coshocton","Region 12","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","489","23.2"
"046508","Buckeye Central Local","Crawford","Region 7","Gifted","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","159","21.6"
"046516","Colonel Crawford Local","Crawford","Region 7","Gifted","--","--","--","--","--","--","--","--","--",">95.0","86.7",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","123","13.3"
"046524","Wynford Local","Crawford","Region 7","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","73","6.5"
"046557","Cuyahoga Heights Local","Cuyahoga","Region 3","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","206","25.5"
"046565","Independence Local","Cuyahoga","Region 3","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","186","18.2"
"046573","Olmsted Falls City","Cuyahoga","Region 3","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","736","20.2"
"046581","Orange City","Cuyahoga","Region 3","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","726","35.0"
"046599","Richmond Heights Local","Cuyahoga","Region 3","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","29","3.7"
"046607","Solon City","Cuyahoga","Region 3","Gifted","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","249","5.2"
"046623","Ansonia Local","Darke","Region 10","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--",">95.0","--","--","68","9.7"
"046631","Arcanum-Butler Local","Darke","Region 10","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","91.7",">95.0",">95.0",">95.0","93.3","93.3",">95.0",">95.0","--","--","--","--","--",">95.0",">95.0",">95.0","158","14.1"
"046649","Franklin Monroe Local","Darke","Region 10","Gifted","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","141","19.1"
"046672","Mississinawa Valley Local","Darke","Region 10","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","49","7.2"
"046680","Tri-Village Local","Darke","Region 10","Gifted","90.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","130","17.0"
"046706","Ayersville Local","Defiance","Region 1","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","34","4.3"
"046714","Central Local","Defiance","Region 1","Gifted","--","--",">95.0",">95.0","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","106","9.7"
"046722","Northeastern Local","Defiance","Region 1","Gifted","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--",">95.0","113","10.4"
"046748","Big Walnut Local","Delaware","Region 11","Gifted",">95.0",">95.0",">95.0",">95.0","95.0","94.8",">95.0",">95.0",">95.0",">95.0","94.8",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","709","23.3"
"046755","Buckeye Valley Local","Delaware","Region 11","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","320","14.3"
"046763","Olentangy Local","Delaware","Region 11","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","8003","45.2"
"046789","Edison Local","Erie","Region 2","Gifted",">95.0",">95.0",">95.0","94.3","--","--","--","--","--",">95.0",">95.0","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","190","12.4"
"046805","Margaretta Local","Erie","Region 2","Gifted",">95.0",">95.0","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--",">95.0","90.9",">95.0","90.9",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","121","10.4"
"046813","Perkins Local","Erie","Region 2","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","267","11.6"
"046821","Vermilion Local","Erie","Region 2","Gifted","--","--",">95.0",">95.0","93.1",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","93.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","372","18.6"
"046847","Amanda-Clearcreek Local","Fairfield","Region 11","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","94.4","94.4","94.4",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","94.4",">95.0","181","10.9"
"046854","Berne Union Local","Fairfield","Region 11","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--",">95.0","--","--","35","4.1"
"046862","Bloom-Carroll Local","Fairfield","Region 11","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","409","21.5"
"046870","Fairfield Union Local","Fairfield","Region 11","Gifted","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","181","9.1"
"046888","Liberty Union-Thurston Local","Fairfield","Region 11","Gifted",">95.0","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","87.9",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","292","22.2"
"046896","Pickerington Local","Fairfield","Region 11","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","2914","29.9"
"046904","Walnut Township Local","Fairfield","Region 11","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","90.0",">95.0","83","13.8"
"046920","Miami Trace Local","Fayette","Region 14","Gifted","--","--","--","--","93.3","93.3",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","305","12.2"
"046946","Canal Winchester Local","Franklin","Region 11","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","656","18.5"
"046953","Hamilton Local","Franklin","Region 11","Gifted","--","--",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0","107","3.7"
"046961","Gahanna-Jefferson City","Franklin","Region 11","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","1398","19.5"
"046979","Groveport Madison Local","Franklin","Region 11","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","88.6","640","12.0"
"046995","New Albany-Plain Local","Franklin","Region 11","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","1467","31.8"
"047001","Reynoldsburg City","Franklin","Region 11","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","1025","16.0"
"047019","Hilliard City","Franklin","Region 11","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","2113","14.3"
"047027","Dublin City","Franklin","Region 11","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","4590","33.4"
"047043","Archbold-Area Local","Fulton","Region 1","Gifted",">95.0",">95.0",">95.0",">95.0","94.1",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","226","18.1"
"047050","Evergreen Local","Fulton","Region 1","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0","94.4","94.4",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","149","12.5"
"047068","Fayette Local","Fulton","Region 1","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--",">95.0","59","14.3"
"047076","Pettisville Local","Fulton","Region 1","Gifted","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","104","19.6"
"047084","Pike-Delta-York Local","Fulton","Region 1","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","--"
"047092","Swanton Local","Fulton","Region 1","Gifted",">95.0",">95.0",">95.0",">95.0","94.7",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","92.3","181","13.6"
"047167","Berkshire Local","Geauga","Region 4","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--"
"047175","Cardinal Local","Geauga","Region 4","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--",">95.0",">95.0",">95.0","34","2.9"
"047183","Chardon Local","Geauga","Region 4","Gifted","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--",">95.0","557","19.3"
"047191","Kenston Local","Geauga","Region 4","Gifted",">95.0",">95.0",">95.0",">95.0","94.1","94.1","94.1","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","368","12.4"
"047209","Ledgemont Local","Geauga","Region 4","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","91.7","91.7",">95.0","87.5","--","--","--","--","--",">95.0","--","--","64","16.2"
"047217","Newbury Local","Geauga","Region 4","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047225","West Geauga Local","Geauga","Region 4","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","237","11.3"
"047241","Beavercreek City","Greene","Region 10","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","1665","22.9"
"047258","Cedar Cliff Local","Greene","Region 10","Gifted","--","--",">95.0",">95.0","90.0",">95.0",">95.0",">95.0",">95.0",">95.0","90.9","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--",">95.0","--","--","108","18.7"
