"Building IRN","Building Name","District IRN","District Name","County","Region","Open/Closed Status (as of 9/1/2014)","Feeder IRN","School Type","Mobility Status","Read 3rd Grade 2013-14 % Proficient or above","Math 3rd Grade 2013-14 % Proficient or above","Read 4th Grade 2013-14 % Proficient or above","Math 4th Grade 2013-14 % Proficient or above","Read 5th Grade 2013-14 % Proficient or above","Math 5th Grade 2013-14 % Proficient or above","Science 5th Grade 2013-14 % Proficient or above","Read 6th Grade 2013-14 % Proficient or above","Math 6th Grade 2013-14 % Proficient or above","Read 7th Grade 2013-14 % Proficient or above","Math 7th Grade 2013-14 % Proficient or above","Read 8th Grade 2013-14 % Proficient or above","Math 8th Grade 2013-14 % Proficient or above","Science 8th Grade 2013-14 % Proficient or above","Read OGT 2013-14 % Proficient or above","Math OGT 2013-14 % Proficient or above","Write OGT 2013-14 % Proficient or above","Social Studies OGT 2013-14 % Proficient or above","Science OGT 2013-14 % Proficient or above","Read 11th Grade 2013-14 % at or above Proficient","Math 11th Grade 2013-14 % at or above Proficient","Write 11th Grade 2013-14 % at or above Proficient","Social Studies 11th Grade 2013-14 % at or above Proficient","Science 11th Grade 2013-14 % at or above Proficient","Attendance rate 2013-14","	2013 4-Year Longitudinal Graduation Rate - Class of 2013","	2013 5-Year Longitudinal Graduation Rate - Class of 2012","Enrollment","% of Total Enrollment"
"014860","Hambden Elementary School","047183","Chardon Local","Geauga","Region 4","Open","005884","Elementary School","Longevity3orMore",">95.0",">95.0",">95.0","86.0","90.0","90.0","76.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","129","52.4"
"014878","South Elementary","050393","Vinton County Local","Vinton","Region 16","Open","111526","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","17","5.3"
"014878","South Elementary","050393","Vinton County Local","Vinton","Region 16","Open","111526","Elementary School","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.3","--","--","137","42.8"
"014878","South Elementary","050393","Vinton County Local","Vinton","Region 16","Open","111526","Elementary School","Longevity3orMore","87.5","81.3","82.2","77.8","50.0","33.3","59.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","166","51.9"
"014886","Hamersville Elementary School","046060","Western Brown Local","Brown","Region 14","Open","025866","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","17","2.5"
"014886","Hamersville Elementary School","046060","Western Brown Local","Brown","Region 14","Open","025866","Elementary School","Longevity1to2","61.5","53.8","87.5","93.8","57.1","50.0","64.3","85.7","66.7","91.7","91.7","90.0","95.0","70.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","305","44.0"
"014886","Hamersville Elementary School","046060","Western Brown Local","Brown","Region 14","Open","025866","Elementary School","Longevity3orMore","83.9","87.5","83.6","86.9","73.9","63.0","71.7","82.5","87.3","83.0","84.9","92.9","91.1","80.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","371","53.5"
"014902","Hamilton STEM Academy (K-6)","043802","Columbus City School District","Franklin","Region 11","Open","021030","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","28","6.0"
"014902","Hamilton STEM Academy (K-6)","043802","Columbus City School District","Franklin","Region 11","Open","021030","Elementary School","Longevity1to2","65.5","44.8","69.6","39.1","22.7","13.6","13.6","69.2","46.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","88.9","--","--","287","61.2"
"014902","Hamilton STEM Academy (K-6)","043802","Columbus City School District","Franklin","Region 11","Open","021030","Elementary School","Longevity3orMore","64.7","50.0","61.5","30.8","22.2","22.2","11.1","65.7","45.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","90.7","--","--","154","32.8"
"014910","Hamilton Elementary School","046953","Hamilton Local","Franklin","Region 11","Open","000118","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","43","4.7"
"014910","Hamilton Elementary School","046953","Hamilton Local","Franklin","Region 11","Open","000118","Elementary School","Longevity1to2","81.0","82.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","577","63.4"
"014910","Hamilton Elementary School","046953","Hamilton Local","Franklin","Region 11","Open","000118","Elementary School","Longevity3orMore","75.5","82.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","289","31.8"
"014936","Leverette Elementary School","044909","Toledo City","Lucas","Region 1","Open","042150","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","20","5.8"
"014936","Leverette Elementary School","044909","Toledo City","Lucas","Region 1","Open","042150","Elementary School","Longevity1to2","--","--","71.4","64.3","0.0","9.1","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.0","--","--","154","44.6"
"014936","Leverette Elementary School","044909","Toledo City","Lucas","Region 1","Open","042150","Elementary School","Longevity3orMore","58.8","35.3","42.1","23.7","34.8","30.4","30.4","54.5","31.8","45.7","51.4","57.1","42.9","14.3","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","171","49.6"
"014944","Hamilton Township High School","046953","Hamilton Local","Franklin","Region 11","Open","******","High School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","21","2.5"
"014944","Hamilton Township High School","046953","Hamilton Local","Franklin","Region 11","Open","******","High School","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","89.5","94.7","92.1","94.7","81.6",">95.0",">95.0",">95.0",">95.0",">95.0","93.6","93.8","88.0","177","20.8"
"014944","Hamilton Township High School","046953","Hamilton Local","Franklin","Region 11","Open","******","High School","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0","89.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","654","76.8"
"014951","Hamilton-Maineville Elementary School","050443","Little Miami Local","Warren","Region 13","Open","009927","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"014951","Hamilton-Maineville Elementary School","050443","Little Miami Local","Warren","Region 13","Open","009927","Elementary School","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","383","91.2"
"014951","Hamilton-Maineville Elementary School","050443","Little Miami Local","Warren","Region 13","Open","009927","Elementary School","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","28","6.7"
"015032","Hanby Building Elementary School","045047","Westerville City","Franklin","Region 11","Open","039115","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"015032","Hanby Building Elementary School","045047","Westerville City","Franklin","Region 11","Open","039115","Elementary School","Longevity1to2",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","33","15.6"
"015032","Hanby Building Elementary School","045047","Westerville City","Franklin","Region 11","Open","039115","Elementary School","Longevity3orMore","92.9","90.0","95.0","89.8","88.4","84.1","82.6","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","175","82.9"
"015040","Hancock Elementary School","044743","Sandusky City","Erie","Region 2","Open","000083","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","10","2.8"
"015040","Hancock Elementary School","044743","Sandusky City","Erie","Region 2","Open","000083","Elementary School","Longevity1to2","--","--","--","--","--","--","--","75.0","75.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.6","--","--","178","50.4"
"015040","Hancock Elementary School","044743","Sandusky City","Erie","Region 2","Open","000083","Elementary School","Longevity3orMore","63.4","56.1","67.5","70.0","64.3","46.4","21.4","77.8","80.6","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","165","46.7"
"015073","Hannah Gibbons-Nottingham Elementary School","043786","Cleveland Municipal","Cuyahoga","Region 3","Open","006940","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","12","4.7"
"015073","Hannah Gibbons-Nottingham Elementary School","043786","Cleveland Municipal","Cuyahoga","Region 3","Open","006940","Elementary School","Longevity1to2","--","--","--","--","--","--","--","60.0","20.0","--","--","90.9","0.0","0.0","--","--","--","--","--","--","--","--","--","--","92.1","--","--","138","54.3"
"015073","Hannah Gibbons-Nottingham Elementary School","043786","Cleveland Municipal","Cuyahoga","Region 3","Open","006940","Elementary School","Longevity3orMore","62.5","25.0","60.0","90.0","36.8","31.6","26.3","60.0","20.0","53.8","15.4","--","--","--","--","--","--","--","--","--","--","--","--","--","89.7","--","--","104","40.9"
"015081","Hannan Trace Elementary School","065680","Gallia County Local","Gallia","Region 16","Open","011708","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"015081","Hannan Trace Elementary School","065680","Gallia County Local","Gallia","Region 16","Open","011708","Elementary School","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.3","--","--","115","53.0"
"015081","Hannan Trace Elementary School","065680","Gallia County Local","Gallia","Region 16","Open","011708","Elementary School","Longevity3orMore","86.7","83.3",">95.0","90.9","71.4","67.9","67.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","96","44.2"
"015099","South Gallia High School","065680","Gallia County Local","Gallia","Region 16","Open","******","High School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"015099","South Gallia High School","065680","Gallia County Local","Gallia","Region 16","Open","******","High School","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","90.5","--","72.7","32","16.2"
"015099","South Gallia High School","065680","Gallia County Local","Gallia","Region 16","Open","******","High School","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.8","89.6","91.7","93.8","85.4","90.2","92.7","80.5","87.8","73.2","93.4","95.0",">95.0","160","80.8"
"015107","Hannibal Elementary School","048652","Switzerland of Ohio Local","Monroe","Region 12","Open","031856","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"015107","Hannibal Elementary School","048652","Switzerland of Ohio Local","Monroe","Region 12","Open","031856","Elementary School","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92.8","--","--","14","9.3"
"015107","Hannibal Elementary School","048652","Switzerland of Ohio Local","Monroe","Region 12","Open","031856","Elementary School","Longevity3orMore","--","--","--","--","60.0","46.7","32.3","93.3","66.7","80.0","45.7","86.7","83.3","70.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","130","86.7"
"015123","Harter Elementary School","043711","Canton City","Stark","Region 9","Open","006379","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"015123","Harter Elementary School","043711","Canton City","Stark","Region 9","Open","006379","Elementary School","Longevity1to2","94.7","68.4","70.0","50.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","260","59.1"
"015123","Harter Elementary School","043711","Canton City","Stark","Region 9","Open","006379","Elementary School","Longevity3orMore","84.8","75.8","78.2","72.7","53.8","53.8","51.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","171","38.9"
"015131","Hardin Central Elementary School","044172","Kenton City","Hardin","Region 6","Open","018853","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"015131","Hardin Central Elementary School","044172","Kenton City","Hardin","Region 6","Open","018853","Elementary School","Longevity1to2","--","--","91.7","83.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","137","39.6"
"015131","Hardin Central Elementary School","044172","Kenton City","Hardin","Region 6","Open","018853","Elementary School","Longevity3orMore",">95.0",">95.0",">95.0","93.5","76.9","72.3","73.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","206","59.5"
"015149","Hardin Houston Elementary School","049791","Hardin-Houston Local","Shelby","Region 6","Open","015156","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","10","2.0"
