"Sponsor IRN","Sponsor Name","School IRN","School Name","First Year of Operation","School County","School Type 1","School Type 2","School Type 3","Percent Minority","Percent Economically Disadvantaged","Percent Student with Disabilities","Percent Limited English Proficient","2013 Attendance Rate","Achievement Component Grade","2013 Performance Index Grade","2013 Indicators Met Grade","Progress Component Grade","2013 Value-Added: Overall Grade","2013 Value-Added: Gifted Grade","2013 Value-Added: Students with Disabilities Grade","2013 Value-Added: Lowest 20% in Achievement Grade","Value-Added: High School Grade","Graduation Rate Component Grade","2012 4 Year Graduation Grade","2012 5 Year Graduation Grade","Gap Closing Component Grade","2013 Annual Measurable Objectives Grade","K-3 Literacy Component Grade","K-3 Literacy Improvement Grade","Prepared for Success Component Grade","2012 Value-Added Component Rating","2011 Value-Added Component Rating","2012 State Designation","2011 State Designation","2012 Performance Index Score","2011 Performance Index Score","2012 Adequate Yearly Progress Rating","2011 Adequate Yearly Progress Rating","Report Card Link",""
"000662","Ohio Council of Community Schools","000222","Wildwood Environmental Academy","FY05","Lucas                         ","Startup","Site Based","General","0.3365109471535053","0.609252505990144","0.270455486354122","0.0","94.3 ","Coming in 2015","C ","F ","Coming in 2015","C ","NR","D ","C ","Coming in 2016","Coming in 2015","D ","NR","Coming in 2015","F ","Coming in 2015","Coming in 2014","Coming in 2015","Met Expected Gains                                                                                                                                                                                                                                             ","Met Expected Gains                                                                                                                                                                                                                                             ","Effective                                                                                                                                                                                                                                                      ","Continuous Improvement                                                                                                                                                                                                                                         ","91.3","85.3","Met                                                                                                                                                                                                                                                            ","Not Met","ILRC",""
"000662","Ohio Council of Community Schools","000236","Ohio Connections Academy, Inc","FY04","Cuyahoga                      ","Startup","ESchool                                                                ","General","0.20634912163664648","0.48372159217256","0.100068490104514","NC","97.0 ","Coming in 2015","C ","D ","Coming in 2015","F ","NR","F ","D ","Coming in 2016","Coming in 2015","F ","F ","Coming in 2015","F ","Coming in 2015","Coming in 2014","Coming in 2015","Below Expected Gains                                                                                                                                                                                                                                           ","Met Expected Gains                                                                                                                                                                                                                                             ","Effective                                                                                                                                                                                                                                                      ","Effective                                                                                                                                                                                                                                                      ","90.7","91.8","Not Met                                                                                                                                                                                                                                                        ","Not Met","ILRC",""
"000662","Ohio Council of Community Schools","000509","Whitehall Preparatory and Fitness Academy","FY05","Franklin                      ","Startup","Site Based","General","0.9467070175370339","0.864007889734004","0.206388123941631","0.0569178945676215","96.4 ","Coming in 2015","D ","F ","Coming in 2015","D ","NR","F ","F ","Coming in 2016","Coming in 2015","NR","NR","Coming in 2015","F ","Coming in 2015","Coming in 2014","Coming in 2015","Met Expected Gains                                                                                                                                                                                                                                             ","Met Expected Gains                                                                                                                                                                                                                                             ","Continuous Improvement                                                                                                                                                                                                                                         ","Continuous Improvement                                                                                                                                                                                                                                         ","87.7","82.4","Met                                                                                                                                                                                                                                                            ","Met ","ILRC",""
"000662","Ohio Council of Community Schools","000510","Springfield Preparatory and Fitness Academy","FY05","Clark                         ","Startup","Site Based","General","0.5577719351333889","0.93446775960765","0.468031748547489","0.0","93.6 ","Coming in 2015","C ","F ","Coming in 2015","C ","NR","F ","D ","Coming in 2016","Coming in 2015","NR","NR","Coming in 2015","F ","Coming in 2015","Coming in 2014","Coming in 2015","Met Expected Gains                                                                                                                                                                                                                                             ","Above Expected Gains                                                                                                                                                                                                                                           ","Effective                                                                                                                                                                                                                                                      ","Excellent                                                                                                                                                                                                                                                      ","94.1","96.7","Met                                                                                                                                                                                                                                                            ","Met ","ILRC",""
"000662","Ohio Council of Community Schools","000511","Northland Preparatory and Fitness Academy","FY05","Franklin                      ","Startup","Site Based","General","0.8622365907397441","0.93299679327659","0.219514578044563","0.206020801058745","97.3 ","Coming in 2015","D ","F ","Coming in 2015","C ","NR","D ","B ","Coming in 2016","Coming in 2015","NR","NR","Coming in 2015","F ","Coming in 2015","Coming in 2014","Coming in 2015","Met Expected Gains                                                                                                                                                                                                                                             ","Met Expected Gains                                                                                                                                                                                                                                             ","Continuous Improvement                                                                                                                                                                                                                                         ","Continuous Improvement                                                                                                                                                                                                                                         ","84.0","86.4","Not Met                                                                                                                                                                                                                                                        ","Met ","ILRC",""
"000662","Ohio Council of Community Schools","000553","Columbus Humanities, Arts and Technology Academy","FY05","Franklin                      ","Startup","Site Based","General","0.9854086428341166","0.889326252566213","0.0594852304925431","0.339096353857378","93.7 ","Coming in 2015","D ","F ","Coming in 2015","A ","NR","NR","B ","Coming in 2016","Coming in 2015","NR","NR","Coming in 2015","F ","Coming in 2015","Coming in 2014","Coming in 2015","Above Expected Gains                                                                                                                                                                                                                                           ","Met Expected Gains                                                                                                                                                                                                                                             ","Continuous Improvement                                                                                                                                                                                                                                         ","Academic Watch                                                                                                                                                                                                                                                 ","77.5","76.5","Not Met                                                                                                                                                                                                                                                        ","Not Met","ILRC",""
"000662","Ohio Council of Community Schools","000557","Columbus Arts & Technology Academy","FY05","Franklin                      ","Startup","Site Based","General","0.9615083640874756","0.68732341035721","0.0844505777507595","0.041739834094922","94.6 ","Coming in 2015","C ","D ","Coming in 2015","A ","NR","A ","A ","Coming in 2016","Coming in 2015","NR","NR","Coming in 2015","F ","Coming in 2015","Coming in 2014","Coming in 2015","Above Expected Gains                                                                                                                                                                                                                                           ","Met Expected Gains                                                                                                                                                                                                                                             ","Effective                                                                                                                                                                                                                                                      ","Continuous Improvement                                                                                                                                                                                                                                         ","86.6","77.6","Met                                                                                                                                                                                                                                                            ","Met ","ILRC",""
"000662","Ohio Council of Community Schools","000558","Columbus Preparatory Academy","FY05","Franklin                      ","Startup","Site Based","General","0.46729439214601315","0.534889305076309","0.043421330194938","0.152023859299101","96.2 ","Coming in 2015","A ","A ","Coming in 2015","A ","NR","NR","NR","Coming in 2016","Coming in 2015","NR","NR","Coming in 2015","A ","Coming in 2015","Coming in 2014","Coming in 2015","Above Expected Gains                                                                                                                                                                                                                                           ","Above Expected Gains                                                                                                                                                                                                                                           ","Excellent with Distinction                                                                                                                                                                                                                                     ","Excellent with Distinction                                                                                                                                                                                                                                     ","111.1","102.2","Met                                                                                                                                                                                                                                                            ","Met ","ILRC",""
"000662","Ohio Council of Community Schools","000575","Hope Academy Northwest Campus","FY05","Cuyahoga                      ","Startup","Site Based","General","0.7745205860381285","0.925907110846337","0.114933778897291","0.106865224556712","92.0 ","Coming in 2015","D ","F ","Coming in 2015","F ","NR","F ","C ","Coming in 2016","Coming in 2015","NR","NR","Coming in 2015","F ","Coming in 2015","Coming in 2014","Coming in 2015","Below Expected Gains                                                                                                                                                                                                                                           ","Met Expected Gains                                                                                                                                                                                                                                             ","Continuous Improvement                                                                                                                                                                                                                                         ","Continuous Improvement                                                                                                                                                                                                                                         ","83.6","82.6","Not Met                                                                                                                                                                                                                                                        ","Not Met","ILRC",""
"000662","Ohio Council of Community Schools","000951","Toledo Preparatory and Fitness Academy","FY06","Lucas                         ","Startup","Site Based","General","0.8060419796353377","0.851709842419609","0.250090611822228","0.0","95.8 ","Coming in 2015","B ","B ","Coming in 2015","A ","NR","NR","NR","Coming in 2016","Coming in 2015","NR","NR","Coming in 2015","A ","Coming in 2015","Coming in 2014","Coming in 2015","Above Expected Gains                                                                                                                                                                                                                                           ","Above Expected Gains                                                                                                                                                                                                                                           ","Excellent                                                                                                                                                                                                                                                      ","Excellent                                                                                                                                                                                                                                                      ","93.0","97.4","Met                                                                                                                                                                                                                                                            ","Met ","ILRC",""
"000662","Ohio Council of Community Schools","000952","Columbus Preparatory and Fitness Academy","FY06","Franklin                      ","Startup","Site Based","General","0.8154991885852528","0.810883159397521","0.207154986156082","0.313955003690112","94.1 ","Coming in 2015","C ","F ","Coming in 2015","A ","NR","NR","C ","Coming in 2016","Coming in 2015","NR","NR","Coming in 2015","F ","Coming in 2015","Coming in 2014","Coming in 2015","Met Expected Gains                                                                                                                                                                                                                                             ","Met Expected Gains                                                                                                                                                                                                                                             ","Continuous Improvement                                                                                                                                                                                                                                         ","Academic Watch                                                                                                                                                                                                                                                 ","84.0","79.8","Not Met                                                                                                                                                                                                                                                        ","Not Met","ILRC",""
"000662","Ohio Council of Community Schools","000953","Mt. Healthy Preparatory and Fitness Academy","FY06","Hamilton                      ","Startup","Site Based","General","0.9591057991143405","0.878511529790651","0.264129788846597","NC","94.0 ","Coming in 2015","D ","F ","Coming in 2015","A ","NR","C ","A ","Coming in 2016","Coming in 2015","NR","NR","Coming in 2015","F ","Coming in 2015","Coming in 2014","Coming in 2015","Met Expected Gains                                                                                                                                                                                                                                             ","Above Expected Gains                                                                                                                                                                                                                                           ","Continuous Improvement                                                                                                                                                                                                                                         ","Effective                                                                                                                                                                                                                                                      ","81.6","83.2","Not Met                                                                                                                                                                                                                                                        ","Met ","ILRC",""
"000662","Ohio Council of Community Schools","007995","Cleveland Arts and Social Sciences Academy","FY06","Cuyahoga                      ","Startup","Site Based","General","0.9941889499250919","0.668376689214752","0.0865755663503882","0.0","93.3 ","Coming in 2015","C ","C ","Coming in 2015","A ","NR","NR","A ","Coming in 2016","Coming in 2015","NR","NR","Coming in 2015","A ","Coming in 2015","Coming in 2014","Coming in 2015","Above Expected Gains                                                                                                                                                                                                                                           ","Below Expected Gains                                                                                                                                                                                                                                           ","Effective                                                                                                                                                                                                                                                      ","Academic Emergency                                                                                                                                                                                                                                             ","85.9","66.4","Met                                                                                                                                                                                                                                                            ","Not Met","ILRC",""
"000662","Ohio Council of Community Schools","008065","Imani Learning Academy","FY06","Lucas                         ","Startup","Site Based","General","1.0","0.959054643986151","0.107029956345025","0.0","94.9 ","Coming in 2015","D ","F ","Coming in 2015","A ","NR","NR","C ","Coming in 2016","Coming in 2015","NR","NR","Coming in 2015","F ","Coming in 2015","Coming in 2014","Coming in 2015","Met Expected Gains                                                                                                                                                                                                                                             ","Met Expected Gains                                                                                                                                                                                                                                             ","Continuous Improvement                                                                                                                                                                                                                                         ","Academic Watch                                                                                                                                                                                                                                                 ","75.7","75.8","Met                                                                                                                                                                                                                                                            ","Not Met","ILRC",""
"000662","Ohio Council of Community Schools","008281","South Scioto Academy","FY07","Franklin                      ","Startup","Site Based","General","0.8700654346731862","0.990040986553534","0.173294024591932","NC","92.0 ","Coming in 2015","D ","F ","Coming in 2015","C ","NR","D ","C ","Coming in 2016","Coming in 2015","NR","NR","Coming in 2015","F ","Coming in 2015","Coming in 2014","Coming in 2015","Met Expected Gains                                                                                                                                                                                                                                             ","Met Expected Gains                                                                                                                                                                                                                                             ","Academic Watch                                                                                                                                                                                                                                                 ","Continuous Improvement                                                                                                                                                                                                                                         ","70.6","80.4","Not Met                                                                                                                                                                                                                                                        ","Met ","ILRC",""
"000662","Ohio Council of Community Schools","009147","Northpointe Academy","FY09","Lucas                         ","Startup","Site Based","General","0.9408341974881899","0.973364826976994","0.130084111072704","0.0","97.2 ","Coming in 2015","D ","F ","Coming in 2015","D ","NR","NR","F ","Coming in 2016","Coming in 2015","NR","NR","Coming in 2015","F ","Coming in 2015","Coming in 2014","Coming in 2015","Above Expected Gains                                                                                                                                                                                                                                           ","Below Expected Gains                                                                                                                                                                                                                                           ","Effective                                                                                                                                                                                                                                                      ","Academic Watch                                                                                                                                                                                                                                                 ","87.4","72.6","Met                                                                                                                                                                                                                                                            ","Not Met","ILRC",""
"000662","Ohio Council of Community Schools","009164","Central Academy of Ohio","FY08","Lucas                         ","Startup","Site Based","General","0.5477466120390795","0.883986413138635","0.074062401512764","0.18559372483104","93.8 ","Coming in 2015","D ","F ","Coming in 2015","C ","NR","NR","F ","Coming in 2016","Coming in 2015","NR","NR","Coming in 2015","F ","Coming in 2015","Coming in 2014","Coming in 2015","Above Expected Gains                                                                                                                                                                                                                                           ","Below Expected Gains                                                                                                                                                                                                                                           ","Effective                                                                                                                                                                                                                                                      ","Continuous Improvement                                                                                                                                                                                                                                         ","88.6","78.0","Met                                                                                                                                                                                                                                                            ","Met ","ILRC",""
"000662","Ohio Council of Community Schools","009181","Clay Avenue Community School","FY08","Lucas                         ","Startup","Site Based","General","0.9501251528028407","0.9983118924268","0.0780953489725828","0.0","93.4 ","Coming in 2015","D ","F ","Coming in 2015","C ","NR","D ","C ","Coming in 2016","Coming in 2015","NR","NR","Coming in 2015","F ","Coming in 2015","Coming in 2014","Coming in 2015","Met Expected Gains                                                                                                                                                                                                                                             ","Met Expected Gains                                                                                                                                                                                                                                             ","Academic Watch                                                                                                                                                                                                                                                 ","Academic Watch                                                                                                                                                                                                                                                 ","74.8","76.4","Not Met                                                                                                                                                                                                                                                        ","Not Met","ILRC",""
"000662","Ohio Council of Community Schools","009192","Foundation Academy","FY08","Richland                      ","Startup","Site Based","General","0.496229971724787","0.633806550424128","0.0970487747408105","0.0","94.2 ","Coming in 2015","D ","F ","Coming in 2015","A ","NR","C ","A ","Coming in 2016","Coming in 2015","NR","NR","Coming in 2015","F ","Coming in 2015","Coming in 2014","Coming in 2015","Met Expected Gains                                                                                                                                                                                                                                             ","Met Expected Gains                                                                                                                                                                                                                                             ","Continuous Improvement                                                                                                                                                                                                                                         ","Academic Watch                                                                                                                                                                                                                                                 ","81.7","79.9","Met                                                                                                                                                                                                                                                            ","Not Met","ILRC",""
"000662","Ohio Council of Community Schools","010180","Mount Auburn International Academy","FY09","Hamilton                      ","Startup","Site Based","General","0.9786114344266372","1.0","0.124690363207688","0.0","91.1 ","Coming in 2015","D ","F ","Coming in 2015","C ","NR","C ","C ","Coming in 2016","Coming in 2015","F ","NR","Coming in 2015","F ","Coming in 2015","Coming in 2014","Coming in 2015","Met Expected Gains                                                                                                                                                                                                                                             ","Met Expected Gains                                                                                                                                                                                                                                             ","Continuous Improvement                                                                                                                                                                                                                                         ","Academic Watch                                                                                                                                                                                                                                                 ","80.6","75.6","Not Met                                                                                                                                                                                                                                                        ","Not Met","ILRC",""
"000662","Ohio Council of Community Schools","010182","Performance Academy Eastland","FY09","Franklin                      ","Startup","Site Based","General","0.9130768020515515","0.826367640303438","0.203971244288671","0.0777814552190616","98.4 ","Coming in 2015","C ","F ","Coming in 2015","C ","NR","C ","C ","Coming in 2016","Coming in 2015","NR","NR","Coming in 2015","F ","Coming in 2015","Coming in 2014","Coming in 2015","Met Expected Gains                                                                                                                                                                                                                                             ","Met Expected Gains                                                                                                                                                                                                                                             ","Effective                                                                                                                                                                                                                                                      ","Continuous Improvement                                                                                                                                                                                                                                         ","90.5","88.1","Met                                                                                                                                                                                                                                                            ","Met ","ILRC",""
"000662","Ohio Council of Community Schools","012105","Southside Academy","FY11","Mahoning                      ","Startup","Site Based","General","0.9820498035064255","0.995170276241888","0.221097605863952","0.0","90.0 ","Coming in 2015","D ","F ","Coming in 2015","D ","NR","F ","F ","Coming in 2016","Coming in 2015","NR","NR","Coming in 2015","F ","Coming in 2015","Coming in 2014","Coming in 2015","Above Expected Gains                                                                                                                                                                                                                                           ","Below Expected Gains                                                                                                                                                                                                                                           ","Continuous Improvement                                                                                                                                                                                                                                         ","Academic Emergency                                                                                                                                                                                                                                             ","74.3","64.0","Met                                                                                                                                                                                                                                                            ","Not Met","ILRC",""
"000662","Ohio Council of Community Schools","012541","University of Cleveland Preparatory School","FY12","Cuyahoga                      ","Startup","Site Based","General","0.9832863092838909","0.880814187827489","0.075534058847239","0.0","91.1 ","Coming in 2015","C ","F ","Coming in 2015","A ","NR","NR","A ","Coming in 2016","Coming in 2015","NR","NR","Coming in 2015","B ","Coming in 2015","Coming in 2014","Coming in 2015","Above Expected Gains                                                                                                                                                                                                                                           ","NR","Continuous Improvement                                                                                                                                                                                                                                         ","NO","79.7","NO","Met                                                                                                                                                                                                                                                            ","NO","ILRC",""
"000662","Ohio Council of Community Schools","013132","Lake Erie College Preparatory School","FY13","Cuyahoga                      ","Startup","Site Based","General","1.0","0.81953677273511","0.108603613096036","0.0","89.1 ","Coming in 2015","D ","F ","Coming in 2015","A ","NR","C ","A ","Coming in 2016","Coming in 2015","NR","NR","Coming in 2015","F ","Coming in 2015","Coming in 2014","Coming in 2015","NO","NO","NO","NO","NO","NO","NO","NO","ILRC",""
"000662","Ohio Council of Community Schools","013148","Stepstone Academy","FY13","Cuyahoga                      ","Startup","Site Based","General","0.9686281275414216","0.933755259614991","NC","NC","90.7 ","Coming in 2015","NR","NR","Coming in 2015","NR","NR","NR","NR","Coming in 2016","Coming in 2015","NR","NR","Coming in 2015","NR","Coming in 2015","Coming in 2014","Coming in 2015","NO","NO","NO","NO","NO","NO","NO","NO","ILRC",""
"000662","Ohio Council of Community Schools","013164","Believe to Achieve-Canton","FY13","Stark                         ","Startup","Site Based","General","0.8411154939913764","0.923004005748708","0.152187872672232","0.0","90.7 ","Coming in 2015","D ","F ","Coming in 2015","F ","NR","NR","D ","Coming in 2016","Coming in 2015","NR","NR","Coming in 2015","F ","Coming in 2015","Coming in 2014","Coming in 2015","NO","NO","NO","NO","NO","NO","NO","NO","ILRC",""
"000662","Ohio Council of Community Schools","013165","Believe To Achieve-Cleveland","FY13","Stark                         ","Startup","Site Based","General","1.0","0.914203605888869","0.120297975500506","0.0","83.8 ","Coming in 2015","F ","F ","Coming in 2015","F ","NR","C ","D ","Coming in 2016","Coming in 2015","NR","NR","Coming in 2015","F ","Coming in 2015","Coming in 2014","Coming in 2015","NO","NO","NO","NO","NO","NO","NO","NO","ILRC",""
"000662","Ohio Council of Community Schools","013175","Kids Unlimited Academy","FY13","Lucas                         ","Startup","Site Based","General","1.0","0.969683175528041","NC","0.0","94.3 ","Coming in 2015","NR","NR","Coming in 2015","NR","NR","NR","NR","Coming in 2016","Coming in 2015","NR","NR","Coming in 2015","NR","Coming in 2015","Coming in 2014","Coming in 2015","NO","NO","NO","NO","NO","NO","NO","NO","ILRC",""
"000662","Ohio Council of Community Schools","013199","Nexus Academy of Cleveland","FY13","Cuyahoga                      ","Startup","Site Based","General","0.837576698192536","0.693635625904987","NC","0.0","94.2 ","Coming in 2015","C ","F ","Coming in 2015","NR","NR","NR","NR","Coming in 2016","Coming in 2015","NR","NR","Coming in 2015","NR","Coming in 2015","Coming in 2014","Coming in 2015","NO","NO","NO","NO","NO","NO","NO","NO","ILRC",""
"000662","Ohio Council of Community Schools","013200","Nexus Academy of Toledo","FY13","Lucas                         ","Startup","Site Based","General","0.44183371672691385","0.661518238580348","NC","0.0","85.3 ","Coming in 2015","NR","NR","Coming in 2015","NR","NR","NR","NR","Coming in 2016","Coming in 2015","NR","NR","Coming in 2015","NR","Coming in 2015","Coming in 2014","Coming in 2015","NO","NO","NO","NO","NO","NO","NO","NO","ILRC",""
"000662","Ohio Council of Community Schools","013201","Nexus Academy of Columbus","FY13","Franklin                      ","Startup","Site Based","General","0.7816334355828221","0.593558282208589","NC","0.0","97.2 ","Coming in 2015","NR","NR","Coming in 2015","NR","NR","NR","NR","Coming in 2016","Coming in 2015","NR","NR","Coming in 2015","NR","Coming in 2015","Coming in 2014","Coming in 2015","NO","NO","NO","NO","NO","NO","NO","NO","ILRC",""
"000662","Ohio Council of Community Schools","133678","Riverside Academy","FY00","Hamilton                      ","Startup","Site Based","General","0.425450540648778","0.962735282338807","0.248578293952743","0.0","88.8 ","Coming in 2015","D ","F ","Coming in 2015","A ","NR","C ","C ","Coming in 2016","Coming in 2015","NR","F ","Coming in 2015","F ","Coming in 2015","Coming in 2014","Coming in 2015","Above Expected Gains                                                                                                                                                                                                                                           ","Above Expected Gains                                                                                                                                                                                                                                           ","Continuous Improvement                                                                                                                                                                                                                                         ","Continuous Improvement                                                                                                                                                                                                                                         ","77.1","74.7","Not Met                                                                                                                                                                                                                                                        ","Met ","ILRC",""
