"District IRN","District Name","School IRN","School Name","Transfer"
"044628","Painsville City Local SD","014081","Insight School of Ohio, Franklin - (E School)","17719.44"
"044628","Painsville City Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","332442.90"
"044628","Painsville City Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","131739.45"
"044628","Painsville City Local SD","143305","Treca Digital Academy, Marion - (E School)","17388.03"
"044628","Painsville City Local SD","143396","Alternative Education Academy, Lucas - (E School)","64656.70"
"044636","Parma City SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","149106.21"
"044636","Parma City SD","000241","QDA, Tuscarawas - (E School)","17062.65"
"044636","Parma City SD","000300","Summit Academy Second Canton, Stark","10568.23"
"044636","Parma City SD","000302","Summit Academy Community Schoo, Cuyahoga","674152.12"
"044636","Parma City SD","000303","Summit Academy Sec Youngstown, Mahoning","9813.36"
"044636","Parma City SD","000316","Constellation Schools: Westpar, Cuyahoga","16643.30"
"044636","Parma City SD","000318","Menlo Park Academy, Cuyahoga","107234.00"
"044636","Parma City SD","000319","Madison Community Elementary, Cuyahoga","18480.36"
"044636","Parma City SD","000321","Constellation Schools: Old Bro, Cuyahoga","61918.33"
"044636","Parma City SD","000417","Buckeye On-Line School, Columbiana - (E School)","78878.85"
"044636","Parma City SD","000534","Constellation Schools: Puritas, Cuyahoga","15303.00"
"044636","Parma City SD","000541","Constellation: Outreach, Cuyahoga","17914.17"
"044636","Parma City SD","000564","Virtual Schoolhouse, Inc., Cuyahoga","27219.13"
"044636","Parma City SD","000838","Horizon Science Acad.-Denison, Cuyahoga","18168.71"
"044636","Parma City SD","000936","Promise Academy, Cuyahoga","5937.47"
"044636","Parma City SD","000946","Cleveland Community School, Cuyahoga","6148.47"
"044636","Parma City SD","009149","Constellation Schools: Westsid, Cuyahoga","56385.62"
"044636","Parma City SD","010005","Horizon Science Academy Clevel, Cuyahoga","3197.21"
"044636","Parma City SD","010007","Horizon Science Academy Deniso, Cuyahoga","6148.47"
"044636","Parma City SD","011291","Village Preparatory School, Cuyahoga","8484.89"
"044636","Parma City SD","011923","Northeast Ohio College Prepara, Cuyahoga","12654.62"
"044636","Parma City SD","011948","Imagine Cleveland Academy, Cuyahoga","6148.47"
"044636","Parma City SD","012010","Cleveland College Preparatory, Cuyahoga","6148.47"
"044636","Parma City SD","012025","Constellation Schools: Stockya, Cuyahoga","5937.47"
"044636","Parma City SD","012030","Near West Intergenerational, Cuyahoga","5956.00"
"044636","Parma City SD","012036","Thurgood Marshall High School, Cuyahoga","8134.34"
"044636","Parma City SD","012043","Frederick Douglass Reclamation, Cuyahoga","25412.38"
"044636","Parma City SD","012078","Quest Community School, Cuyahoga","107692.56"
"044636","Parma City SD","012556","Pearl Academy, Cuyahoga","83293.53"
"044636","Parma City SD","012558","Global Village Academy, Cuyahoga","680233.15"
"044636","Parma City SD","012671","Constellation Schools:Eastside, Cuyahoga","7651.47"
"044636","Parma City SD","013147","STEAM Academy of Warrensville, Cuyahoga","2459.39"
"044636","Parma City SD","013148","Stepstone Academy, Cuyahoga","6148.47"
"044636","Parma City SD","013199","Nexus Academy of  Cleveland, Cuyahoga","5462.48"
"044636","Parma City SD","013226","Life Skills HS Cleveland, Cuyahoga","11792.99"
"044636","Parma City SD","013994","Albert Einstein Academy, Cuyahoga","19308.47"
"044636","Parma City SD","014065","Lincoln Park Academy, Cuyahoga","4274.98"
"044636","Parma City SD","014081","Insight School of Ohio, Franklin - (E School)","25932.78"
"044636","Parma City SD","014148","Provost Academy Ohio, Franklin - (E School)","1608.60"
"044636","Parma City SD","014189","West Park Academy, Cuyahoga","83687.61"
"044636","Parma City SD","132993","Westpark Community Elementary, Cuyahoga","14469.87"
"044636","Parma City SD","133215","Intergenerational School, The, Cuyahoga","799.30"
"044636","Parma City SD","133256","Parma Community, Cuyahoga","4048976.03"
"044636","Parma City SD","133280","Washington Park Community, Cuyahoga","18023.42"
"044636","Parma City SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","1236537.46"
"044636","Parma City SD","133520","Citizens Academy, Cuyahoga","30004.55"
"044636","Parma City SD","133629","Horizon Science Acad Cleveland, Cuyahoga","5937.47"
"044636","Parma City SD","133819","Lincoln Preparatory School, Cuyahoga","18023.42"
"044636","Parma City SD","133835","Invictus High School, Cuyahoga","1006.12"
"044636","Parma City SD","134098","Old Brooklyn Community Element, Cuyahoga","275753.06"
"044636","Parma City SD","142919","Life Skills Center of Elyria, Lorain","4186.73"
"044636","Parma City SD","142950","Ohio Virtual Academy, Lucas - (E School)","788714.78"
"044636","Parma City SD","143305","Treca Digital Academy, Marion - (E School)","46304.70"
"044636","Parma City SD","143313","West Preparatory Academy, Cuyahoga","25894.64"
"044636","Parma City SD","143396","Alternative Education Academy, Lucas - (E School)","179370.38"
"044636","Parma City SD","143479","Puritas Community Elementary, Cuyahoga","26791.30"
"044636","Parma City SD","143487","Stockyard Community Elementary, Cuyahoga","7648.47"
"044636","Parma City SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","13213.50"
"044636","Parma City SD","151183","Lake Erie International HS, Cuyahoga","23851.48"
"044644","Piqua City SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","61148.10"
"044644","Piqua City SD","000813","Life Skills Center of Dayton, Montgomery","1579.39"
"044644","Piqua City SD","011976","Horizon Science Academy Dayton, Montgomery","10041.52"
"044644","Piqua City SD","014081","Insight School of Ohio, Franklin - (E School)","15454.05"
"044644","Piqua City SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","395859.64"
"044644","Piqua City SD","142950","Ohio Virtual Academy, Lucas - (E School)","134833.01"
"044644","Piqua City SD","143305","Treca Digital Academy, Marion - (E School)","61741.29"
"044644","Piqua City SD","143396","Alternative Education Academy, Lucas - (E School)","41844.90"
"044644","Piqua City SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","3734.25"
"044644","Piqua City SD","149088","Fairborn Digital Academy, Greene - (E School)","9558.00"
"044651","Port Clinton City SD","000338","Horizon Science Academy Toledo, Lucas","4810.39"
"044651","Port Clinton City SD","012867","Townsend North Community Sch, Erie","35712.69"
"044651","Port Clinton City SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","120403.88"
"044651","Port Clinton City SD","142950","Ohio Virtual Academy, Lucas - (E School)","59172.35"
"044651","Port Clinton City SD","143305","Treca Digital Academy, Marion - (E School)","8697.78"
"044651","Port Clinton City SD","143396","Alternative Education Academy, Lucas - (E School)","7072.92"
"044669","Portsmouth City SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","13098.60"
"044669","Portsmouth City SD","000241","QDA, Tuscarawas - (E School)","57.45"
"044669","Portsmouth City SD","009964","Sciotoville Elementary Academy, Scioto","808622.35"
"044669","Portsmouth City SD","013233","Southern Ohio Academy, Scioto","164909.40"
"044669","Portsmouth City SD","014081","Insight School of Ohio, Franklin - (E School)","1723.50"
"044669","Portsmouth City SD","014094","Lawrence County Academy, Lawrence","52949.44"
"044669","Portsmouth City SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","305152.13"
"044669","Portsmouth City SD","142950","Ohio Virtual Academy, Lucas - (E School)","77343.84"
"044669","Portsmouth City SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","26646.09"
"044669","Portsmouth City SD","143644","Sciotoville, Scioto","1725907.22"
"044677","Princeton City SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","43502.79"
"044677","Princeton City SD","000306","Summit Academy Cincinnati, Hamilton","75209.00"
"044677","Princeton City SD","000481","P.A.C.E. High School, Hamilton","6226.32"
"044677","Princeton City SD","000559","Orion Academy, Hamilton","6437.32"
"044677","Princeton City SD","000608","Summit Academy Transition High, Hamilton","38463.04"
"044677","Princeton City SD","000804","Horizon Science Acad. Cincini, Hamilton","6437.32"
"044677","Princeton City SD","000909","V L T Academy, Hamilton","56171.59"
"044677","Princeton City SD","000953","Mt. Healthy Prep&Fitness Acdy, Hamilton","13822.35"
"044677","Princeton City SD","009154","Cincinnati Leadership Academy, Hamilton","23508.39"
"044677","Princeton City SD","010180","Mount Auburn International Aca, Hamilton","10039.32"
"044677","Princeton City SD","012513","Cincinnati College Prep East, Hamilton","6437.32"
"044677","Princeton City SD","012624","Accelerated Achievement Acad, Hamilton","8031.95"
"044677","Princeton City SD","013240","Cincinnati State STEM Academy, Hamilton","67636.62"
"044677","Princeton City SD","014081","Insight School of Ohio, Franklin - (E School)","10685.70"
"044677","Princeton City SD","014148","Provost Academy Ohio, Franklin - (E School)","517.05"
"044677","Princeton City SD","133264","Dohn Community, Hamilton","3912.00"
"044677","Princeton City SD","133330","T.C.P. World Academy, Hamilton","17927.32"
"044677","Princeton City SD","133389","Lighthouse Community Sch Inc, Hamilton","20617.67"
