"School IRN","School Name","Address","City","State","Postal Code","County","District IRN","District Name","Grades Served","# of students","Letter grade standards met","Letter grade performance index","Performance index score","Letter grade overall value-add","Letter grade gifted value-add","Letter grade disabled value-add","Letter grade lowest 20% value-add","Letter grade of AMO","Attendance rate","Graduation rate","Read 3rd Grade % at or above Proficient","Letter grade of four year graduation rate","% of kids in poverty","% of kids with special needs","% gifted","% white","% non-white"
"000844","Antwerp Local High School","303 S. Harrmann Rd","Antwerp","OH","45813","Paulding","048991","Antwerp Local","9-12","206","A","B","106.000","NA","NA","NA","NA","B","94.2","NA","NA","A","27.7","14.6","28.2","93.2","6.8"
"017459","Innes Community Learning Center","1999 East Ave","Akron","OH","44314-2606","Summit","043489","Akron City","6-8","397","F","D","75.943","C","NA","C","B","F","92.5","NA","NA","NA",">95.0","27.7","4.0","45.8","54.2"
"033522","Sanderson Elementary School","1450 Marietta Rd NE","Lancaster","OH","43130-8734","Fairfield","044206","Lancaster City","K-5","313","D","B","97.848","D","D","C","C","F","95.8","NA","88.9","NA","54.6","17.9","15.3","93.3","6.7"
"010454","Ely Elementary School","312 Gulf Rd","Elyria","OH","44035-3641","Lorain","043943","Elyria City","K-5","436","F","C","92.240","A","D","C","C","F","95.4","NA","82.6","NA","72.0","9.2","12.2","61.0","39.0"
"010108","Edon Elementary School","802 W Indiana St","Edon","OH","43518-9627","Williams","050625","Edon-Northwest Local","K-6","313","A","B","107.155","C","C","C","NA","A","96.7","NA","100.0","NA","49.2","24.3","12.1",">95.0","<5.0"
"012633","Fort Loramie Elementary School","PO Box 34","Fort Loramie","OH","45845-0034","Shelby","049783","Fort Loramie Local","K-6","442","A","A","111.631","A","B","C","NA","A","98.2","NA","100.0","NA","8.8","19.0","10.4",">95.0","<5.0"
"035642","St Henry Middle School","381 E Columbus St","Saint Henry","OH","45883-9574","Mercer","048587","St Henry Consolidated Local","5-8","302","A","B","106.226","F","C","C","C","C","97.6","NA","NA","NA","11.3","12.9","34.8",">95.0","<5.0"
"009571","Eastern High School","38900 State Route 7","Reedsville","OH","45772-9724","Meigs","048512","Eastern Local","9-12","197","B","B","100.821","NA","NA","NA","NA","A","93.5","NA","NA","A","32.5","9.6","23.4",">95.0","<5.0"
"000190","Buckeye West Elementary School","243 N Mill St","Adena","OH","43901-7992","Jefferson","047787","Buckeye Local","K-6,P","299","C","B","99.035","A","C","C","C","A","94.0","NA","80.5","NA","62.9","14.0","11.4",">95.0","<5.0"
"000663","Arlington Heights Academy","249 W Forrer St","Cincinnati","OH","45215-3014","Hamilton","044230","Lockland Local","3-12","48","NA","D","63.600","NA","NA","NA","NA","NA","73.1","NA","NA","C","87.5","29.2","NA","50.0","50.0"
"068239","Fort Hayes Arts and Academic HS","546 Jack Gibbs Blvd","Columbus","OH","43215-1720","Franklin","043802","Columbus City School District","9-12","721","D","C","93.722","NA","NA","NA","NA","F","91.9","NA","NA","B","64.6","14.8","37.9","12.9","87.1"
"140020","Liberty Center Middle School","PO Box 434","Liberty Center","OH","43532-0434","Henry","047589","Liberty Center Local","5-8","NA","NA","NA","0.000","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"014803","William S Guy Middle School","4115 Shady Rd","Youngstown","OH","44505-1353","Trumbull","050195","Liberty Local","5-8","349","D","C","95.761","A","C","A","A","F","94.3","NA","NA","NA","66.2","16.6","10.3","60.2","39.8"
"031104","Ravenna High School","6589 N Chestnut St","Ravenna","OH","44266-3907","Portage","044685","Ravenna City","9-12","813","C","C","94.538","NA","NA","NA","NA","F","92.4","NA","NA","D","51.7","18.1","20.5","80.4","19.6"
"005017","Carrollton High School","252 3rd St NE","Carrollton","OH","44615-1236","Carroll","045278","Carrollton Exempted Village","9-12","722","A","B","102.316","NA","NA","NA","NA","A","93.4","NA","NA","A","49.4","11.4","18.0",">95.0","<5.0"
"001222","Auburn Elementary School","109 Auburn Ave","Shelby","OH","44875-1103","Richland","044776","Shelby City","K-4","433","A","B","103.088","F","NA","C","NA","A","96.7","NA","86.9","NA","61.0","15.0","NA","92.1","7.9"
"061630","General Sherman Junior High School","701 Union St","Lancaster","OH","43130-2924","Fairfield","044206","Lancaster City","6-8","722","C","B","101.701","A","A","A","A","C","94.3","NA","NA","NA","52.6","12.7","20.4",">95.0","<5.0"
"024653","Cassady Alternative Elementary School","2500 N Cassady Ave","Columbus","OH","43219-1514","Franklin","043802","Columbus City","K-5","342","F","D","63.055","C","NA","A","A","F","92.9","NA","50.0","NA","86.3","13.2","NA","3.5","96.5"
"027870","Northwestern Elementary School","5610 Troy Rd","Springfield","OH","45502-9032","Clark","046268","Northwestern Local","K-6,P","923","D","C","95.881","D","C","B","C","F","95.4","NA","90.2","NA","37.1","14.7","13.5","92.1","7.9"
"010074","Niles Middle School","411 Brown St","Niles","OH","44446-1441","Trumbull","044495","Niles City","6-8","612","C","B","96.885","F","C","C","C","B","92.8","NA","NA","NA","65.8","13.9","19.6","90.5","9.5"
"026872","New Miami  High School","600 Seven Mile Ave","Hamilton","OH","45011-5748","Butler","046136","New Miami Local","9-12","237","D","C","86.246","NA","NA","NA","NA","F","92.7","NA","NA","C",">95.0","18.1","NA",">95.0","<5.0"
"005728","Central Community Elementary School","1301 Bonnell St","Reading","OH","45215-3322","Hamilton","044693","Reading Community City","K-5","354","F","C","94.213","B","NA","C","C","F","95.0","NA","98.2","NA",">95.0","15.5","2.8","78.5","21.5"
"014373","Green High School","4057 Gallia Pike","Franklin Furnace","OH","45629-8811","Scioto","049619","Green Local","7-12","266","D","C","94.162","B","B","F","C","F","94.6","NA","NA","A","57.5","15.0","24.4",">95.0","<5.0"
"026658","North Elementary School","2170 Struble Rd","Cincinnati","OH","45231-1736","Hamilton","044412","Mt Healthy City","K-6,P","949","F","D","81.552","B","B","C","C","F","94.8","NA","81.2","NA","85.7","17.2","4.3","20.8","79.2"
"034603","Silver Lake Elementary School","2970 Overlook Rd","Silver Lake","OH","44224-3042","Summit","043836","Cuyahoga Falls City","K-5","247","A","B","102.765","F","D","C","NA","B","96.5","NA","100.0","NA","37.2","9.3","15.0","85.0","15.0"
"000067","Ada High School","435 Grand Ave","Ada","OH","45810-1013","Hardin","045187","Ada Exempted Village","7-12","424","A","B","101.910","C","B","C","C","A","95.1","NA","NA","A","27.1","11.8","18.6",">95.0","<5.0"
"008714","Dover Elementary School","2300 Dover Center Rd","Westlake","OH","44145-3102","Cuyahoga","045062","Westlake City","K-4","329","A","B","107.796","A","A","D","C","A","96.4","NA","88.2","NA","21.0","17.0","16.7","84.8","15.2"
"015818","George Hays-Jennie Porter Elementary","1030 Cutter St","Cincinnati","OH","45203-1406","Hamilton","043752","Cincinnati City","K-6,P","229","F","D","76.976","A","NA","NA","B","F","95.1","NA","75.9","NA",">95.0","17.9","NA","NA","NA"
"000265","Albion Elementary School","9360 Albion Rd","North Royalton","OH","44133-1768","Cuyahoga","044545","North Royalton City","1-4","381","A","A","109.718","A","A","C","C","B","96.7","NA","89.0","NA","19.7","9.4","17.1","80.6","19.4"
"065433","Violet Elementary School","8855 Education Dr","Pickerington","OH","43147-8873","Fairfield","046896","Pickerington Local","K-4","319","A","A","110.000","C","F","C","C","A","96.6","NA","98.7","NA","14.7","11.9","34.2","77.1","22.9"
"068528","Beechcroft High School","6100 Beechcroft Rd","Columbus","OH","43229-2703","Franklin","043802","Columbus City School District","9-12","598","F","C","85.725","NA","NA","NA","NA","F","88.1","NA","NA","F","77.4","23.6","14.0","10.5","89.5"
"009373","Chesapeake Middle School","10335 County Road 1","Chesapeake","OH","45619-7031","Lawrence","045294","Chesapeake Union Exempted Village","5-8","440","F","C","94.194","F","F","D","C","F","94.4","NA","NA","NA","43.9","14.3","18.0",">95.0","<5.0"
"031369","Intermediate Elementary School","476 Portland Way N","Galion","OH","44833-1115","Crawford","044024","Galion City","3-5","433","F","C","94.744","F","C","C","C","F","96.2","NA","81.0","NA","64.7","18.5","9.7","94.9","5.1"
"018259","Jennings Community Learning Center","227 E Tallmadge Ave","Akron","OH","44310-2337","Summit","043489","Akron City","6-8","586","F","D","72.070","A","C","F","A","F","93.9","NA","NA","NA",">95.0","22.0","3.2","22.4","77.6"
"120485","Dublin Scioto High School","4000 Hard Rd","Dublin","OH","43016-8349","Franklin","047027","Dublin City","9-12","1187","A","B","105.664","NA","NA","NA","NA","B","94.6","NA","NA","A","28.8","13.3","33.4","62.3","37.7"
"010298","Western Reserve Elementary School","13850 W Akron Canfield Rd","Berlin Center","OH","44401-9752","Mahoning","048397","Western Reserve Local","K-5","287","B","B","103.360","D","NA","C","NA","A","96.0","NA","98.1","NA","25.8","14.6","4.2",">95.0","<5.0"
"005124","Cedar Elementary School","2823 9th St SW","Canton","OH","44710-1917","Stark","043711","Canton City","K-5","404","F","D","78.085","F","D","B","C","F","94.7","NA","64.3","NA","91.6","14.9","5.0","51.0","49.0"
"010295","Welch Elementary School","12084 Deerhorn Dr","Cincinnati","OH","45240-1004","Hamilton","047365","Northwest Local","K-3,P","431","F","B","96.066","NA","NA","NA","NA","F","94.8","NA","75.4","NA","61.5","11.6","7.0","38.7","61.3"
"014795","Badger Elementary School","7119 State Route 7","Kinsman","OH","44428-9788","Trumbull","050179","Joseph Badger Local","K-4","282","D","B","97.787","A","NA","A","C","F","95.7","NA","86.8","NA","47.2","13.8","NA",">95.0","<5.0"
"032599","Rootstown Elementary School","4140 State Route 44","Rootstown","OH","44272-9697","Portage","049213","Rootstown Local","K-5","558","D","B","101.008","C","C","B","C","F","96.1","NA","94.5","NA","24.6","14.2","14.0","92.7","7.3"
"005835","Champion Middle School","5435 Kuszmaul Ave NW","Warren","OH","44483-1262","Trumbull","050138","Champion Local","5-8","509","A","B","103.981","A","A","C","C","D","95.2","NA","NA","NA","35.8","15.5","28.1",">95.0","<5.0"
"014571","Greenon High School","3950 S Tecumseh Rd","Springfield","OH","45502-9700","Clark","046235","Greenon Local","9-12","592","A","B","101.220","NA","NA","NA","NA","B","94.3","NA","NA","B","27.4","10.6","17.9","94.3","5.7"
"004838","East Palestine Elementary School","195 W Grant St","East Palestine","OH","44413-1605","Columbiana","043927","East Palestine City","H,P,K,1-4","425","A","B","103.611","A","NA","B","C","B","95.1","NA","82.1","NA","58.6","17.4","2.4","94.8","5.2"
"037515","Tri-Valley High School","46 E Muskingum Ave","Dresden","OH","43821-9701","Muskingum","048876","Tri-Valley Local","9-12","893","A","B","100.088","NA","NA","NA","NA","C","94.3","NA","NA","B","36.1","18.1","11.0",">95.0","<5.0"
"015511","Hartville Elementary School","245 Belle St SW","Hartville","OH","44632-8843","Stark","049866","Lake Local","K-3","475","A","B","106.370","NA","NA","NA","NA","A","96.7","NA","92.6","NA","26.3","13.5","4.4","94.5","5.5"
"018077","Jefferson Elementary School","35980 Lake Shore Blvd","Eastlake","OH","44095-1546","Lake","045104","Willoughby-Eastlake City","K-5,P","389","D","B","99.382","F","B","D","C","F","96.5","NA","89.4","NA","29.3","14.9","19.5","93.3","6.7"
"005348","London MIddle School","270 E Keny Blvd","London","OH","43140-1246","Madison","044255","London City","6-8","493","F","C","89.358","F","D","C","F","F","94.6","NA","NA","NA","48.3","13.4","7.7","87.6","12.4"
"042036","Woodmore Elementary School","708 W Main St","Woodville","OH","43469-1018","Sandusky","049577","Woodmore Local","K-6","540","A","B","103.866","F","D","C","C","D","96.9","NA","91.4","NA","33.3","15.7","9.8","88.1","11.9"
"151928","Mulberry Elementary School","5950 Buckwheat Rd","Milford","OH","45150-2238","Clermont","045500","Milford Exempted Village","K-6","611","A","B","105.967","B","C","C","C","B","96.1","NA","96.5","NA","36.7","10.5","23.1","87.2","12.8"
"011506","Dayton Regional STEM School","1724 Woodman Dr","Kettering","OH","45420-3662","Montgomery","011506","Dayton Regional STEM School","6-12","535","A","B","107.742","F","NA","NA","C","A","95.8","NA","NA","B","24.5","5.0","NA","69.5","30.5"
"082578","Fayetteville-Perry Middle School","521 S Apple St","Fayetteville","OH","45118-8461","Brown","046045","Fayetteville-Perry Local","6-8","218","C","B","96.897","C","C","C","C","D","96.3","NA","NA","NA","36.7","15.1","9.6",">95.0","<5.0"
"031963","Riverside School","14601 Montrose Ave","Cleveland","OH","44111-1322","Cuyahoga","043786","Cleveland Municipal City","K-8","473","D","B","97.585","F","F","F","D","F","95.5","NA","97.2","NA",">95.0","15.0","29.8","60.5","39.5"
"011502","Felicity-Franklin Local  High School","PO Box 839","Felicity","OH","45120-0839","Clermont","046334","Felicity-Franklin Local","9-12","297","D","C","90.790","NA","NA","NA","NA","F","93.0","NA","NA","C","47.8","15.5","18.5","94.3","5.7"
"032268","Rogers Elementary School","15482 State Route 170","East Liverpool","OH","43920-9734","Columbiana","046425","Beaver Local","K-4","186","A","B","107.500","C","NA","B","NA","A","94.5","NA","88.9","NA","58.1","27.4","NA",">95.0","<5.0"
"115881","Taylor Road Elementary School","8200 Taylor Rd SW","Reynoldsburg","OH","43068-9630","Franklin","047001","Reynoldsburg City","K-4","385","A","A","108.789","F","C","D","C","A","97.1","NA","97.4","NA","30.9","10.9","11.2","57.9","42.1"
"027300","Noble Elementary School","10553 Haller St","Defiance","OH","43512-1262","Defiance","046722","Northeastern Local","K-1","175","NA","NA","NA","NA","NA","NA","NA","NA","97.1","NA","NA","NA","21.1","12.6","NA","86.9","13.1"
"008151","David Smith Elementary School","355 N Liberty St","Delaware","OH","43015-1229","Delaware","043877","Delaware City","K-4","376","A","A","108.581","B","C","B","NA","A","96.5","NA","95.8","NA","35.9","10.1","16.0","85.1","14.9"
"015990","Heywood Elementary School","260 S Ridge Ave","Troy","OH","45373-2706","Miami","044925","Troy City","K-5","306","F","C","94.721","F","C","NA","D","F","95.8","NA","81.8","NA","57.5","12.4","14.1","81.0","19.0"
"032912","Mayfair Elementary School","13916 Mayfair Ave","East Cleveland","OH","44112-3713","Cuyahoga","043901","East Cleveland City","K-6","250","F","D","70.038","A","NA","A","A","F","91.9","NA","55.6","NA",">95.0","14.8","NA","NA","NA"
"004630","Camden Primary School","120 Bloomfield St","Camden","OH","45311-1154","Preble","049288","Preble Shawnee Local","K-3,P","425","A","B","104.700","NA","NA","NA","NA","B","95.3","NA","86.0","NA","49.4","15.3","4.0",">95.0","<5.0"
"140590","Creekview Intermediate Elementary School","2000 Creekview Dr","Marysville","OH","43040-8325","Union","045476","Marysville Exempted Village","5-6","743","B","B","99.645","F","D","C","F","F","96.3","NA","NA","NA","24.6","20.5","17.2","91.5","8.5"
"014480","Greeneview Middle School","4990 Cottonville Rd","Jamestown","OH","45335-1522","Greene","047266","Greeneview Local","5-8","455","A","B","98.919","C","A","A","B","C","94.7","NA","NA","NA","33.4","13.2","9.5",">95.0","<5.0"
"011189","Fairmoor Elementary School","3281 Mayfair Park Pl","Columbus","OH","43213-2282","Franklin","043802","Columbus City","K-5","430","F","D","65.607","F","NA","NA","F","F","91.8","NA","47.6","NA","90.7","10.9","3.5","8.8","91.2"
"009712","Eastview Elementary School","230 Lear Rd","Avon Lake","OH","44012-1932","Lorain","048124","Avon Lake City","K-4","429","A","A","113.274","C","C","C","NA","A","96.9","NA","99.0","NA","4.2","3.7","7.0","93.7","6.3"
"015172","Hardin Northern High School","11589 State Route 81","Dola","OH","45835-9706","Hardin","047498","Hardin Northern Local","7-12","205","D","C","93.333","F","NA","NA","F","F","94.9","NA","NA","A","42.4","13.2","12.7",">95.0","<5.0"
"042283","Thomas Worthington High School","300 W Granville Rd","Worthington","OH","43085-3527","Franklin","045138","Worthington City","9-12","1535","A","B","107.232","NA","NA","NA","NA","C","95.0","NA","NA","A","22.3","12.6","36.9","70.2","29.8"
"125781","Portsmouth West Middle School","1420 13th St","West Portsmouth","OH","45663-5898","Scioto","049650","Washington-Nile Local","5-8","444","F","C","92.409","A","B","F","C","D","94.6","NA","NA","NA","65.5","17.1","7.4",">95.0","<5.0"
"028829","Osborne Elementary School","920 W Osborne St","Sandusky","OH","44870-3228","Erie","044743","Sandusky City","K-6","379","F","C","84.444","C","D","C","C","F","95.6","NA","78.4","NA","82.1","10.3","13.5","46.4","53.6"
"003368","Bradford Elementary School","740 Railroad Ave","Bradford","OH","45308-8605","Miami","045229","Bradford Exempted Village","K-5","259","D","B","98.175","F","NA","NA","C","B","95.7","NA","91.4","NA","57.1","15.1","NA",">95.0","<5.0"
"026914","New Richmond Elementary School","1141 Bethel New Richmond Rd","New Richmond","OH","45157-8530","Clermont","045559","New Richmond Exempted Village","K-6","437","C","B","101.506","B","C","B","C","F","95.4","NA","88.0","NA","60.9","19.9","8.5","92.9","7.1"
"023374","Central Elementary","507 Jefferson Ave","Mc Arthur","OH","45651-1058","Vinton","050393","Vinton County Local","K-5,P","388","F","C","92.423","C","D","B","C","D","94.6","NA","82.8","NA",">95.0","20.1","25.8",">95.0","<5.0"
"004747","Jonathan Alder Junior High","6440 Kilbury Huber Rd","Plain City","OH","43064-9573","Madison","048264","Jonathan Alder Local","7-8","333","B","B","104.102","A","C","B","B","B","95.7","NA","NA","NA","27.9","9.6","24.0",">95.0","<5.0"
"038604","William C Bryant Elementary School","3121 Oak Park Ave","Cleveland","OH","44109-5469","Cuyahoga","043786","Cleveland Municipal City","P,K-8","412","F","C","86.802","F","NA","F","C","F","91.4","NA","75.8","NA",">95.0","21.1","5.6","58.0","42.0"
