"District IRN","District Name","Street Address","City","State","Postal Code","Avg Grade","Letter grade performance index","Charter Transfer","% Spent in Classroom","Avg Teacher Experience","Community School Transfer"
"043885","Delphos City","234 N Jefferson St","Delphos","OH","45833-1690","B","B","118557.68","92.1","17","-171013.59"
"046193","Graham Local","7790 US Highway 36","Saint Paris","OH","43072-9496","D","C","1216776.23","93.7","15","-289547.76"
"049593","Bloom-Vernon Local","PO Box 237","South Webster","OH","45682-0237","B-","B","202733.23","93.3","16","-158939.22"
"049619","Green Local","4070 Gallia Pike","Franklin Furnace","OH","45629-8889","D","C","36027.65","92.0","14","-99554.19"
"050187","Lakeview Local","300 Hillman Dr","Cortland","OH","44410-1562","B-","B","297903.43","94.3","14","-372407.38"
"046904","Walnut Township Local","11850 Lancaster St","Millersport","OH","43046","C-","B","140515.04","91.9","11","-187804.00"
"044933","Upper Arlington City","1950 N Mallway Dr","Upper Arlington","OH","43221-4398","A","A","415434.31","94.9","18","-320541.79"
"044834","Stow-Munroe Falls City","4350 Allen Rd","Stow","OH","44224-1032","B-","B","640040.32","94.0","16","-647568.38"
"044727","St Marys City","100 W Spring St","Saint Marys","OH","45885-2312","B-","B","181260.17","94.3","17","-310307.43"
"047621","Fairfield Local","11611 State Route 771","Leesburg","OH","45135-8601","B+","B","73392.73","91.9","13","-142124.76"
"049429","Crestview Local","1575 State Route 96","Ashland","OH","44805-9262","C","B","193637.20","94.0","15","-231271.95"
"046995","New Albany-Plain Local","55 N High St","New Albany","OH","43054-7099","B","B","379096.20","93.9","13","-364845.18"
"045534","Mount Gilead Exempted Village","145 N Cherry St","Mount Gilead","OH","43338-1266","C","C","468825.48","91.6","14","-611664.52"
"049296","Twin Valley Community Local","100 Education Dr","West Alexandria","OH","45381-1184","D+","B","214496.39","92.1","18","-217194.17"
"049833","Canton Local","4526 Ridge Ave SE","Canton","OH","44707-1118","C+","B","369134.60","94.0","16","-482501.93"
"046581","Orange City","32000 Chagrin Blvd","Cleveland","OH","44124-5922","A","A","31371.51","93.9","9","-59394.05"
"045245","Harrison Hills City","730 Peppard Ave","Cadiz","OH","43907-1067","C-","C","399721.68","91.6","14","-574804.60"
"047787","Buckeye Local","6899 State Highway 150","Dillonvale","OH","43917-7904","D+","C","279683.78","92.6","12","-294948.23"
"050492","Frontier Local","44870 State Route 7","New Matamoras","OH","45767-6149","D","C","126447.26","91.7","18","-123731.88"
"049056","Northern Local","8700 Sheridan Dr","Thornville","OH","43076-9757","C","B","543367.53","94.3","16","-518349.17"
"046342","Goshen Local","6694 Goshen Rd","Goshen","OH","45122-9273","B-","B","352557.02","94.2","11","-344816.81"
"049502","Huntington Local","188 Huntsman Rd","Chillicothe","OH","45601-9378","C+","C","258644.65","94.9","13","-271943.33"
"048678","Brookville Local","75 June Pl","Brookville","OH","45309-1621","B-","B","204627.71","93.1","15","-211088.72"
"049270","National Trail Local","6940 Oxford Gettysburg Rd","New Paris","OH","45347-9065","D+","B","165725.03","92.9","12","-229989.00"
"045831","Mapleton Local","635 County Road 801","Ashland","OH","44805-9571","C-","B","223721.55","92.0","14","-286838.63"
"048900","Noble Local","20977 Zep Rd E","Sarahsville","OH","43779-9702","D","C","110081.30","90.5","15","-144299.55"
"044610","Orrville City","815 N Ella St","Orrville","OH","44667-1154","C","B","300673.41","93.8","16","-250097.41"
"044594","Oberlin City","153 N Main St","Oberlin","OH","44074-1173","B-","B","234818.97","92.7","11","-332317.15"
"049684","Seneca East Local","13343 E US Highway 224","Attica","OH","44807-9301","C","B","83955.65","94.6","12","-98864.83"
"050690","Lake Local","28090 Lemoyne Rd","Millbury","OH","43447-9747","C+","B","263810.30","91.7","12","-393407.41"
"045336","Covington Exempted Village","25 N Grant St","Covington","OH","45318-1621","C+","B","42381.24","92.6","14","-82922.67"
"048272","Madison-Plains Local","55 Linson Rd","London","OH","43140-9751","C","C","328310.93","91.3","12","-305154.43"
"050054","Revere Local","PO Box 340","Bath","OH","44210-0340","B+","B","213399.29","93.6","17","-225691.08"
"044206","Lancaster City","345 E Mulberry St","Lancaster","OH","43130-3166","B","B","1995686.88","93.4","12","-1702726.02"
"050112","Bristol Local","PO Box 260","Bristolville","OH","44402-0260","B","B","238262.45","92.2","15","-235233.59"
"044750","Shaker Heights City","15600 Parkland Dr","Shaker Heights","OH","44120-2529","C+","B","586185.61","93.3","12","-693923.30"
"043620","Bexley City","348 S Cassingham Rd","Bexley","OH","43209-1897","A","B","427998.00","94.0","18","-399094.21"
"045583","Perrysburg Exempted Village","140 E Indiana Ave","Perrysburg","OH","43551-2261","A","B","519431.03","94.1","12","-561085.13"
"043588","Bellefontaine City","820 Ludlow Rd","Bellefontaine","OH","43311-1852","C+","B","470712.26","93.8","15","-402494.26"
"049205","James A Garfield Local","10235 State Route 88","Garrettsville","OH","44231-9205","B+","B","149738.91","94.4","17","-166272.89"
"049759","Anna Local","PO Box 169","Anna","OH","45302-0169","C+","B","61020.69","93.8","17","-58342.85"
"045237","Bridgeport Exempted Village","55781 National Rd","Bridgeport","OH","43912-1528","C-","C","76440.82","92.4","12","-84013.14"
"047308","Rolling Hills Local","PO Box 38","Byesville","OH","43723-0038","C+","C","298859.67","93.6","14","-289341.60"
"047712","Monroeville Local","101 West St","Monroeville","OH","44847-9797","C-","C","140579.03","92.7","15","-112843.16"
"048876","Tri-Valley Local","36 E Muskingum Ave","Dresden","OH","43821-9701","B+","B","405537.12","92.9","13","-699281.59"
"045906","Alexander Local","6091 Ayers Rd","Albany","OH","45710-9492","B+","B","232439.69","93.8","14","-325387.23"
"048157","Firelands Local","112 N Lake St","South Amherst","OH","44001-2824","B","B","349950.07","92.7","17","-395550.38"
"048017","Licking Valley Local","1379 Licking Valley Rd","Newark","OH","43055-9450","C-","B","283013.35","91.6","15","-324428.86"
"044180","Kettering City","3750 Far Hills Ave","Kettering","OH","45429-2506","A","B","1124016.19","94.8","18","-1178558.30"
"046128","Madison Local","1324 Middletown Eaton Rd","Middletown","OH","45042-1525","B-","B","319156.58","93.7","15","-385618.38"
"049874","Louisville City","407 E Main St","Louisville","OH","44641-1419","B","B","494661.38","94.2","17","-409733.68"
"050500","Warren Local","220 Sweetapple Rd","Vincent","OH","45784-5005","B","B","581674.31","94.6","15","-503625.34"
"049973","Woodridge Local","4411 Quick Rd","Peninsula","OH","44264-9706","B","B","482934.43","93.1","13","-505014.50"
"043729","Celina City","585 E Livingston St","Celina","OH","45822-1742","C-","B","396577.25","94.1","14","-664243.43"
"048934","Danbury Local","9451 E Harbor Rd","Lakeside Marblehead","OH","43440-1310","B","B","27595.53","92.3","21","-50412.97"
"048082","Indian Lake Local","6210 State Route 235 N","Lewistown","OH","43333-9704","D","B","259495.93","94.4","18","-221643.12"
"049379","Ottawa-Glandorf Local","630 Glendale Ave","Ottawa","OH","45875-1162","C+","B","79708.99","93.9","22","-50686.44"
"044057","Geneva Area City","135 S Eagle St","Geneva","OH","44041-1513","B","B","497749.09","93.8","17","-689136.59"
"045757","Allen East Local","9105 Harding Hwy","Harrod","OH","45850-9485","C","B","95656.51","92.9","13","-121728.33"
"049460","Plymouth-Shiloh Local","365 Sandusky St","Plymouth","OH","44865-1135","B+","B","240883.84","94.0","14","-258639.15"
"044297","Mansfield City","PO Box 1448","Mansfield","OH","44901-1448","D","C","7371844.82","93.7","17","-7945509.12"
"047019","Hilliard City","2140 Atlas St","Columbus","OH","43228-9647","A","B","2201848.27","94.7","16","-2118661.18"
"048470","Buckeye Local","3044 Columbia Rd","Medina","OH","44256-9411","A-","B","555195.64","93.8","17","-546641.60"
"049478","Ontario Local","457 Shelby Ontario Rd","Mansfield","OH","44906-1029","C","B","301462.33","93.7","17","-315797.64"
"044115","Heath City","107 Lancaster Dr","Heath","OH","43056-1220","D","B","587104.47","92.1","15","-545439.08"
"045054","West Carrollton City","430 E Pease Ave","West Carrollton","OH","45449-1357","C-","C","1544187.56","94.6","13","-1407416.97"
"048702","Mad River Local","801 Harshman Rd","Dayton","OH","45431-1238","D+","C","1218909.94","94.2","13","-1086784.37"
"050237","Southington Local","2482 State Route 534","Southington","OH","44470-9524","D","B","145275.98","92.2","12","-122009.08"
"048496","Highland Local","3880 Ridge Rd","Medina","OH","44256-7920","B+","B","131371.90","93.9","12","-214077.33"
"046011","Union Local","66779 Belmont Morristown Rd","Belmont","OH","43718-9568","C","C","151400.25","94.4","16","-159726.17"
"050468","Wayne Local","659 Dayton Rd","Waynesville","OH","45068-9588","B","B","222455.35","93.3","16","-169183.84"
"047878","Kirtland Local","9252 Chillicothe Rd","Kirtland","OH","44094-9298","B","B","76238.14","92.8","12","-70633.61"
"046391","Clinton-Massie Local","2556 Lebanon Rd","Clarksville","OH","45113-8201","B+","B","423697.94","95.0","14","-491454.99"
"043539","Barberton City","479 Norton Ave","Barberton","OH","44203-1737","C","C","999228.71","94.5","16","-969187.25"
"043844","Dayton City","115 S Ludlow St","Dayton","OH","45402-1812","F","D","46008078.09","91.3","16","-48378854.67"
"044370","Mayfield City","1101 S.O.M. Center Road","Mayfield Heights","OH","44124-2006","A-","B","436884.37","93.5","17","-396957.73"
"046409","East Clinton Local","97 Astro Way","Sabina","OH","45169-9521","C-","B","187340.52","93.5","13","-202384.90"
"050740","Mohawk Local","605 State Highway 231","Sycamore","OH","44882-9434","C-","B","187859.30","93.5","16","-253130.16"
"043927","East Palestine City","200 West North Avenue","East Palestine","OH","44413-1779","D+","C","243851.34","94.1","12","-266683.42"
"048884","West Muskingum Local","4880 West Pike","Zanesville","OH","43701-9390","C","B","358579.65","93.4","14","-443590.38"
"046151","Talawanda City","131 W Chestnut St","Oxford","OH","45056-2619","B+","B","282120.61","94.1","13","-319537.54"
"045096","Willard City","110 S Myrtle Ave","Willard","OH","44890-1425","C","C","416284.19","91.4","19","-582860.08"
"044479","New Lexington City","PO Box 630","New Lexington","OH","43764-0630","D+","C","564851.25","93.8","13","-555016.45"
"048793","Cardington-Lincoln Local","121 Nichols St","Cardington","OH","43315-1121","D","B","471483.86","93.6","15","-459937.38"
"044578","Norwood City","2132 Williams Ave","Norwood","OH","45212-3806","B-","B","807511.87","94.9","12","-801800.30"
"047589","Liberty Center Local","PO Box 434","Liberty Center","OH","43532-0434","C","B","53321.66","94.0","16","-81915.25"
"046789","Berlin-Milan Local","140 Main St S","Milan","OH","44846-9735","B-","B","239569.88","94.0","22","-246717.50"
"049080","Logan Elm Local","9579 Tarlton Rd","Circleville","OH","43113-9448","B","B","322249.43","94.7","15","-372135.67"
"045575","Paulding Exempted Village","405 N Water St","Paulding","OH","45879-1251","B","B","347781.63","94.7","15","-332630.68"
"050302","Tuscarawas Valley Local","2637 Tuscarawas Valley Rd NE","Zoarville","OH","44656-9692","B","B","219980.57","93.0","14","-247045.89"
"044974","Wadsworth City","524 Broad St","Wadsworth","OH","44281-2306","B+","B","511368.02","93.4","16","-445562.17"
"046300","Batavia Local","2400 Clermont Center Dr","Batavia","OH","45103-1990","C+","B","312912.82","92.8","13","-322873.07"
"050518","Wolf Creek Local","PO Box 67","Waterford","OH","45786-0067","C-","B","18879.94","92.3","18","-56157.20"
"047571","Holgate Local","801 Joe E Brown Ave","Holgate","OH","43527-9802","A-","B","42100.08","93.0","11","-52860.00"
"047274","Bellbrook-Sugarcreek Local","3757 Upper Bellbrook Rd","Bellbrook","OH","45305-8750","A-","A","409108.72","94.5","19","-464514.90"
"047902","Perry Local","4325 Manchester Ave","Perry","OH","44081-9413","B","B","111310.72","94.5","14","-114480.79"
"045476","Marysville Exempted Village","1000 Edgewood Dr","Marysville","OH","43040-2105","B+","B","663983.68","93.9","12","-908640.97"
"049247","Waterloo Local","1464 Industry Rd","Atwater","OH","44201-9349","B-","B","254117.80","93.2","13","-210332.58"
"044982","Wapakoneta City","1102 Gardenia Dr","Wapakoneta","OH","45895-1063","B+","B","375241.53","93.7","16","-349828.01"
"050583","Southeast Local","9048 Dover Rd","Apple Creek","OH","44606-9408","C+","B","532199.69","92.9","15","-571451.88"
"046714","Central Local","6289 Us Highway 127","Sherwood","OH","43556-9735","A-","B","97787.66","92.4","14","-68753.88"
"069682","East Guernsey Local","PO Box 128","Old Washington","OH","43768-0128","D+","C","224211.20","93.1","17","-176728.51"
"048637","Newton Local","PO Box 803","Pleasant Hill","OH","45359-0803","B-","B","23940.59","91.8","8","-29299.50"
"046870","Fairfield Union Local","6417 Cincinnati Zanesville Rd NE","Lancaster","OH","43130-9323","D","B","402953.66","93.6","20","-350615.43"
"049726","Old Fort Local","PO Box 64","Old Fort","OH","44861-0064","B","B","26275.50","90.5","11","-35290.32"
"043661","Brunswick City","3643 Center Rd","Brunswick","OH","44212-3619","C+","B","702677.75","94.3","12","-940516.59"
"046748","Big Walnut Local","105 Baughman St","Sunbury","OH","43074-9334","B-","B","586675.33","93.3","14","-651255.38"
"044800","South-Western City","3805 Marlane Dr","Grove City","OH","43123-9224","B","C","14075064.37","93.2","13","-15294792.58"
"050013","Green Local","PO Box 218","Green","OH","44232-0218","B+","B","456503.56","93.9","12","-481709.39"
"044651","Port Clinton City","811 Jefferson St","Port Clinton","OH","43452-2415","A-","B","237378.77","94.0","5","-241652.63"
"044719","St Bernard-Elmwood Place City","105 Washington Ave","Saint Bernard","OH","45217-1317","C-","C","339026.76","93.5","13","-296618.80"
"046573","Olmsted Falls City","PO Box 38010","Olmsted Falls","OH","44138-0010","B","B","354377.68","93.7","12","-518702.75"
"047191","Kenston Local","17419 Snyder Rd","Chagrin Falls","OH","44023-2730","B-","A","66994.73","93.1","14","-97801.67"
"045278","Carrollton Exempted Village","252 3rd St NE","Carrollton","OH","44615-1236","C+","B","338151.09","93.7","14","-356805.08"
"045377","Georgetown Exempted Village","1043 Mount Orab Pike","Georgetown","OH","45121-8440","B","B","120068.43","93.1","12","-152566.86"
"045179","Zanesville City","160 N 4th St","Zanesville","OH","43701-3518","D-","C","2498675.75","94.6","14","-3030348.67"
"047993","Lakewood Local","PO Box 70","Hebron","OH","43025-0070","B","B","615611.91","92.9","15","-634996.45"
"047613","Bright Local","PO Box 299","Mowrystown","OH","45155-0299","D-","C","132533.61","95.4","13","-138223.05"
"049122","Eastern Local","1170 Tile Mill Rd","Beaver","OH","45613-9435","B-","C","79024.32","93.9","12","-82380.85"
"139303","Monroe Local","500 Yankee Rd","Monroe","OH","45050-1068","B+","B","488988.83","93.6","12","-562116.75"
"045963","New Knoxville Local","345 S Main St","New Knoxville","OH","45871-0476","A","B","32141.54","92.5","15","-33493.35"
"049346","Kalida Local","PO Box 269","Kalida","OH","45853-0269","A-","A","44822.13","91.8","22","-58856.55"
"048686","Jefferson Township Local","2625 S Union Rd","Dayton","OH","45417-5535","D+","D","1179576.54","89.9","6","-1023607.46"
"045393","Granville Exempted Village","PO Box 417","Granville","OH","43023-0417","A-","A","255359.00","94.0","13","-263042.12"
"048298","Austintown Local","700 S Raccoon Rd","Youngstown","OH","44515-3536","D","B","955888.16","94.2","7","-891573.33"
"048520","Meigs Local","41765 Pomeroy Pike","Pomeroy","OH","45769-9411","D","C","385054.84","93.9","15","-386757.01"
"048835","East Muskingum Local","13505 John Glenn School Rd","New Concord","OH","43762-9702","C","B","313438.06","93.6","17","-273803.48"
"049510","Paint Valley Local","7454 Us Highway 50 W","Bainbridge","OH","45612-9708","D","C","295224.86","94.4","15","-290707.67"
"050161","Howland Local","8200 South St SE","Warren","OH","44484-2447","C+","B","746743.59","93.5","15","-815493.41"
"044255","London City","380 Elm St 2nd Fl","London","OH","43140-9220","C","C","991094.64","92.0","6","-950287.82"
"043612","Berea City","390 Fair St","Berea","OH","44017-2308","D+","B","1180979.53","93.2","17","-1344955.60"
"044628","Painesville City Local","58 Jefferson St","Painesville","OH","44077-3114","D+","D","1109988.82","93.3","11","-1255330.36"
"050641","North Central Local","400 E Baubice St","Pioneer","OH","43554-9637","C+","B","57522.41","92.8","7","-62354.55"
"044156","Jackson City","450 Vaughn St","Jackson","OH","45640-1944","B-","B","730778.51","94.1","15","-647790.05"
"049882","Marlington Local","10320 Moulin Ave NE","Alliance","OH","44601-5906","B+","B","345176.73","93.5","14","-380901.53"
"047050","Evergreen Local","14544 County Road 6","Metamora","OH","43540-9741","B+","B","101252.61","93.1","16","-84560.15"
"047720","New London Local","2 Wildcat Dr","New London","OH","44851-9262","B","B","326496.95","93.5","13","-400973.95"
"045658","Wellington Exempted Village","201 S Main St","Wellington","OH","44090-1345","C","B","367960.78","92.4","12","-413270.76"
"049338","Jennings Local","PO Box 98","Fort Jennings","OH","45844-0098","B-","B","10951.51","91.5","28","-5745.00"
"045302","Clyde-Green Springs Exempted Village","106 S Main St","Clyde","OH","43410-1633","B-","B","322611.80","94.2","16","-405914.09"
"044784","Sidney City","750 S 4th Ave","Sidney","OH","45365-1163","C-","C","505258.16","93.0","15","-601086.21"
"045872","Jefferson Area Local","121 S Poplar St","Jefferson","OH","44047-1328","C","B","490436.87","93.5","14","-508681.80"
"048207","Anthony Wayne Local","PO Box 2487","Whitehouse","OH","43571-0487","B","B","625882.12","93.8","12","-695459.22"
"047522","Upper Scioto Valley Local","PO Box 305","Mc Guffey","OH","45859-0305","B-","C","102709.23","92.3","13","-111502.50"
"048744","Valley View Local","59 Peffley St","Germantown","OH","45327-1021","B+","B","381360.02","95.4","11","-355625.15"
"046110","Lakota Local","5572 Princeton Rd","Liberty Township","OH","45011-9726","B+","B","2264792.81","94.1","14","-2088913.50"
"050708","North Baltimore Local","201 S Main St","North Baltimore","OH","45872-1354","D-","C","183609.72","93.1","14","-238986.05"
"048595","Fort Recovery Local","PO Box 604","Fort Recovery","OH","45846-0604","C+","B","13347.15","94.3","14","-5830.29"
"048371","Springfield Local","PO Box 549","New Middletown","OH","44442-0549","C+","B","208245.00","91.5","13","-341290.66"
"049908","Northwest Local","2309 Locust St S","Canal Fulton","OH","44614-9389","B+","B","345886.12","92.9","15","-320225.29"
"049395","Pandora-Gilboa Local","410 Rocket Ridge","Pandora","OH","45877-0389","B-","B","39356.98","92.7","23","-59748.00"
"045955","New Bremen Local","901 E Monroe St","New Bremen","OH","45869-9685","B+","B","13290.11","93.7","18","-11030.40"
"043570","Bellaire Local","340 34th St","Bellaire","OH","43906-1589","B","B","176048.94","89.8","13","-149300.50"
"048843","Franklin Local","PO Box 428","Duncan Falls","OH","43734-0428","B-","B","855934.16","94.1","17","-858717.12"
"043778","Claymont City","201 N 3rd St","Dennison","OH","44621-1237","D+","B","244026.28","95.1","12","-338238.70"
"043802","Columbus City","1091 King Ave","Columbus","OH","43212-2204","D+","D","106967736.01","93.2","12","-116502612.67"
"044438","Napoleon Area City","701 Briarheath Ave Ste 108","Napoleon","OH","43545-1251","B-","B","287555.30","94.2","10","-320658.99"
"045005","Warrensville Heights City","4500 Warrensville Center Rd","Warrensville Heights","OH","44128-4134","D+","D","1781552.25","89.6","9","-3315395.87"
"048116","Avon Local","35573 Detroit Rd","Avon","OH","44011-1639","A-","B","353264.60","94.0","4","-544495.63"
"048447","River Valley Local","197 Brockelsby Road","Caledonia","OH","43314","C-","B","469553.00","93.1","11","-588405.26"
"044024","Galion City","470 Portland Way N","Galion","OH","44833-1115","B-","C","702684.82","94.0","20","-818460.75"
"044537","North Ridgeville City","5490 Mills Creek Ln","North Ridgeville","OH","44039-2339","B","B","1101938.58","94.5","12","-1225013.90"
"049213","Rootstown Local","4140 State Route 44","Rootstown","OH","44272-9697","C","B","308812.97","93.5","12","-293392.02"
"043984","Findlay City","1100 Broad Ave","Findlay","OH","45840-2651","B+","B","1700912.84","95.1","13","-1995133.20"
"047944","Rock Hill Local","2325A Co. Rd. 26","Ironton","OH","45638-8385","C","C","112739.11","94.5","14","-175750.29"
"050559","Green Local","PO Box 438","Smithville","OH","44677-0438","B-","B","187555.73","92.9","9","-181203.83"
"045435","Indian Hill Exempted Village","6855 Drake Rd","Cincinnati","OH","45243-2737","A-","A","114260.60","94.6","11","-143229.37"
"043976","Fairview Park City","21620 Mastick Rd # A","Fairview Park","OH","44126-3047","C","B","308314.74","93.0","19","-271257.46"
"047431","Cory-Rawson Local","3930 County Road 26","Rawson","OH","45881-9609","D+","C","121180.89","91.0","15","-133912.03"
"047829","Centerburg Local","119 S Preston St","Centerburg","OH","43011-7058","B","B","379957.20","93.5","16","-319408.66"
"046755","Buckeye Valley Local","679 Coover Rd","Delaware","OH","43015-9562","B+","B","612263.62","93.5","12","-601812.51"
"043505","Ashland City","PO Box 160","Ashland","OH","44805-0160","B","B","1055462.46","93.1","15","-1190101.01"
"046458","United Local","8143 State Route 9","Hanoverton","OH","44423-8618","C+","B","215234.01","92.8","14","-152872.09"
"044446","Nelsonville-York City","2 Buckeye Dr","Nelsonville","OH","45764-9591","D","B","170627.42","93.4","11","-171942.09"
"043877","Delaware City","248 N Washington St","Delaware","OH","43015-1649","B","B","1307675.90","93.7","12","-1422419.77"
"044321","Marietta City","111 Academy Dr","Marietta","OH","45750-8053","D","C","580791.42","93.7","16","-582273.11"
"050195","Liberty Local","4115 Shady Rd","Youngstown","OH","44505-1353","C+","C","304721.88","92.9","10","-337744.60"
"049569","Lakota Local","5200 County Road 13","Kansas","OH","44841-9617","B-","B","272580.28","92.7","14","-278224.74"
"048694","Trotwood-Madison City","3594 N Snyder Rd","Trotwood","OH","45426-3835","D-","D","5147658.68","91.4","15","-4995543.31"
"044925","Troy City","500 N Market St","Troy","OH","45373-1418","B-","B","641952.53","93.6","14","-642017.76"
"047795","Edison Local","14890 State Route 213","Hammondsville","OH","43930-7902","D","B","533713.90","92.9","21","-668646.98"
"045021","Wellston City","1 E Broadway St","Wellston","OH","45692-1225","D","C","263509.41","93.8","14","-359199.47"
"044842","Strongsville City","13200 Pearl Rd","Strongsville","OH","44136-3402","B","B","715221.91","91.6","7","-926453.10"
"047225","West Geauga Local","8615 Cedar Rd","Chesterland","OH","44026-3519","B","B","122354.93","93.8","12","-134665.18"
"049288","Preble Shawnee Local","124 Bloomfield St","Camden","OH","45311-1154","D+","B","210594.91","92.9","12","-219471.79"
"046235","Greenon Local","500 Enon Xenia Pike","Enon","OH","45323-1759","A","B","294896.64","92.4","12","-350992.10"
"045500","Milford Exempted Village","777 Garfield Ave","Milford","OH","45150-1607","B+","B","804981.68","94.6","12","-739346.23"
"045138","Worthington City","200 E Wilson Bridge Rd","Worthington","OH","43085-2332","A-","B","1663289.56","94.1","16","-1545983.56"
"047381","Southwest Local","230 S Elm St","Harrison","OH","45030-1444","A-","B","546582.84","94.1","17","-645697.65"
"050294","Strasburg-Franklin Local","140 N Bodmer Ave","Strasburg","OH","44680-1122","C","B","72897.32","91.4","15","-144899.92"
"043596","Bellevue City","125 North St","Bellevue","OH","44811-1423","C","B","378611.10","93.7","17","-423613.74"
"047894","Riverside Local","585 Riverside Dr","Painesville","OH","44077-5323","B","B","1302346.98","93.0","14","-1374683.10"
"047548","Conotton Valley Union Local","PO Box 187","Sherrodsville","OH","44675-0187","C","C","113000.15","90.8","13","-138293.37"
"050484","Fort Frye Local","PO Box 1149","Beverly","OH","45715-1149","C+","B","213579.51","92.3","18","-152783.49"
"046334","Felicity-Franklin Local","PO Box 619","Felicity","OH","45120-0619","C","C","328023.73","94.0","15","-254155.66"
"047365","Northwest Local","3240 Banning Rd","Cincinnati","OH","45239-5207","C-","C","2812342.93","93.2","15","-3263247.53"
"045294","Chesapeake Union Exempted Village","10183 County Road 1","Chesapeake","OH","45619-7032","D+","B","225857.36","93.4","12","-199105.64"
"046805","Margaretta Local","305 S Washington St","Castalia","OH","44824-9263","B-","B","246707.64","93.4","14","-374225.68"
"048397","Western Reserve Local","13850 W Akron Canfield Rd","Berlin Center","OH","44401-9752","A-","B","81570.43","91.8","16","-61305.45"
"047001","Reynoldsburg City","7244 E Main St","Reynoldsburg","OH","43068-2014","B-","B","3678992.84","93.4","13","-3544727.99"
"050120","Brookfield Local","614 Bedford Rd SE","Brookfield","OH","44403-9756","C-","B","227948.23","93.0","16","-256755.91"
"044669","Portsmouth City","724 Findlay St","Portsmouth","OH","45662-4113","C-","C","2894130.49","94.1","16","-3175816.73"
"044586","Oakwood City","20 Rubicon Rd","Dayton","OH","45409-2239","A-","A","58516.01","93.0","13","-81574.15"
"050682","Elmwood Local","7650 Jerry City Rd","Bloomdale","OH","44817-9763","B-","B","73303.68","94.7","15","-91846.16"
"048975","Put-In-Bay Local","PO Box 659","Put In Bay","OH","43456-0659","A-","B","5703.91","91.8","21","0.00"
"048363","South Range Local","11300 Columbiana Canfield Rd Ste B","Canfield","OH","44406-8485","B","B","161459.53","93.6","18","-164912.06"
"045344","Crestline Exempted Village","401 Heiser Ct","Crestline","OH","44827-1360","D","C","263558.47","91.7","15","-416858.47"
"050047","Nordonia Hills City","9370 Olde Eight Rd","Northfield","OH","44067","B+","B","420496.98","93.2","9","-356808.74"
"043653","Brooklyn City","9200 Biddulph Rd","Brooklyn","OH","44144-2614","D+","C","417883.26","90.6","7","-571112.87"
"044743","Sandusky City","407 Decatur St","Sandusky","OH","44870-2442","D-","C","1402192.49","92.9","19","-1095762.51"
"044214","Lebanon City","700 Holbrook Ave","Lebanon","OH","45036-1648","B-","B","1350939.37","94.4","11","-1331679.43"
"045187","Ada Exempted Village","725 W North Ave","Ada","OH","45810-1176","B","B","184509.73","93.1","10","-166775.73"
"045229","Bradford Exempted Village","760 Railroad Ave","Bradford","OH","45308-8605","D+","C","102031.19","90.3","12","-70612.50"
"046243","Tecumseh Local","9760 W National Rd","New Carlisle","OH","45344-9290","C","B","526944.18","93.8","15","-651741.42"
"049601","Clay Local","44 Clay High St","Portsmouth","OH","45662-8817","D+","B","120595.61","92.8","11","-87383.78"
"047092","Swanton Local","108 N Main St","Swanton","OH","43558-1032","B","B","320630.76","92.1","19","-189608.26"
"049767","Botkins Local","PO Box 550","Botkins","OH","45306-0550","B","B","20819.28","92.8","17","-35358.90"
"045591","Rittman Exempted Village","100 Saurer St","Rittman","OH","44270-1259","C-","B","357508.96","93.7","15","-330063.22"
"044503","North Canton City","525 7th St NE","North Canton","OH","44720-2012","B","B","361917.65","94.7","14","-491393.31"
"048801","Highland Local","6506 State Route 229","Marengo","OH","43334-0098","C","B","514693.85","94.6","12","-457933.61"
"049940","Sandy Valley Local","5362 State Route 183 NE","Magnolia","OH","44643-8481","B","B","166367.71","93.1","15","-153378.33"
"045914","Federal Hocking Local","PO Box 117","Stewart","OH","45778-0117","D","C","290696.46","93.4","14","-315128.96"
"091397","Tri-County North Local","PO Box 40","Lewisburg","OH","45338-0040","D","B","123545.22","93.6","23","-121657.88"
"048413","Elgin Local","4616 Larue Prospect Rd W","Marion","OH","43302-8859","C","C","368455.16","92.5","16","-434443.02"
"048140","Columbia Local","25796 Royalton Rd","Columbia Station","OH","44028-9441","B","B","204398.90","91.5","12","-262081.28"
"049783","Fort Loramie Local","PO Box 26","Fort Loramie","OH","45845-0026","A-","A","29682.15","93.9","17","-52943.97"
"043737","Centerville City","111 Virginia Ave","Centerville","OH","45458-2249","B+","B","811297.34","95.9","13","-719348.97"
"046359","West Clermont Local","4350 Aicholtz Rd","Cincinnati","OH","45245-1505","C","B","2091228.19","94.4","14","-2091859.36"
"049866","Lake Local","436 King Church Ave SW","Uniontown","OH","44685-8220","B-","B","275038.86","93.0","11","-327749.81"
"044107","Hamilton City","PO Box 627","Hamilton","OH","45012-0627","D","C","3366547.80","94.4","11","-3710746.41"
"048090","Riverside Local","2096 County Road 24 S","De Graff","OH","43318-9406","D+","C","145612.36","94.7","19","-139395.70"
"050633","Millcreek-West Unity Local","1401 W Jackson St","West Unity","OH","43570-9465","D+","B","82870.18","91.2","24","-97688.85"
"044065","Girard City","704 E Prospect St","Girard","OH","44420-2330","B+","B","418074.20","92.6","15","-395032.94"
